s,,,,,,,
Time,"O2 EXHAUST","CO2 EXHAUST","H2O EXHAUST","CO EXHAUST","FUEL EXHAUST","SOOT EXHAUST","TEMP EXHAUST"
 0.0000000E+000, 2.3099739E-001, 5.9146498E-004, 5.9412091E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001
 1.0008777E+000, 2.3099739E-001, 5.9146498E-004, 5.9412091E-003, 1.0109640E-026, 2.4411678E-026, 1.4418561E-026, 2.4433849E+001
 2.0036810E+000, 2.1476803E-001, 1.3600454E-002, 1.2082570E-002, 2.5492282E-004, 1.1106344E-004, 4.8475797E-004, 1.7062661E+002
 3.0008427E+000, 2.0268705E-001, 2.3405052E-002, 1.6630011E-002, 3.6058310E-004, 1.3614281E-004, 8.3139818E-004, 2.7368415E+002
 4.0009948E+000, 1.8696259E-001, 3.6354116E-002, 2.2510291E-002, 3.6640188E-004, 8.7488334E-005, 1.2602728E-003, 3.9257715E+002
 5.0050054E+000, 1.7635081E-001, 4.5110473E-002, 2.6474685E-002, 3.5763665E-004, 4.9401102E-005, 1.5475363E-003, 4.4528029E+002
 6.0004252E+000, 1.5944704E-001, 5.9032971E-002, 3.2794794E-002, 3.6156548E-004, 1.1221336E-006, 2.0081476E-003, 5.1691248E+002
 7.0002242E+000, 1.4372265E-001, 7.1879958E-002, 3.8695562E-002, 4.3853666E-004, 1.1261645E-007, 2.4490482E-003, 5.7098635E+002
 8.0023772E+000, 1.2818771E-001, 8.4564768E-002, 4.4526797E-002, 5.1981235E-004, 2.0784769E-006, 2.8855248E-003, 6.0412806E+002
 9.0016977E+000, 1.2338341E-001, 8.8490254E-002, 4.6329585E-002, 5.4308556E-004, 1.7611162E-006, 3.0201919E-003, 6.0844617E+002
 1.0002560E+001, 1.1263377E-001, 9.7272947E-002, 5.0363523E-002, 5.9564739E-004, 7.8114501E-007, 3.3215958E-003, 6.1962143E+002
 1.1000994E+001, 1.0065614E-001, 1.0704559E-001, 5.4860945E-002, 6.6350096E-004, 6.0919527E-006, 3.6589999E-003, 6.3675057E+002
 1.2006774E+001, 1.0142185E-001, 1.0642892E-001, 5.4571760E-002, 6.5348042E-004, 2.3014663E-006, 3.6364672E-003, 6.1877497E+002
 1.3000653E+001, 9.3926147E-002, 1.1252200E-001, 5.7390578E-002, 7.1151219E-004, 1.8170371E-005, 3.8502360E-003, 6.2695157E+002
 1.4004672E+001, 8.6970597E-002, 1.1818650E-001, 6.0003960E-002, 7.5783965E-004, 2.9357633E-005, 4.0473192E-003, 6.3478861E+002
 1.5000252E+001, 7.9716908E-002, 1.2361083E-001, 6.2817196E-002, 1.1335377E-003, 3.3137475E-004, 4.3077465E-003, 6.3702283E+002
 1.6003653E+001, 7.7387989E-002, 1.2534527E-001, 6.3730305E-002, 1.2677345E-003, 3.7282596E-004, 4.3940612E-003, 6.3042840E+002
 1.7006802E+001, 7.5794191E-002, 1.2666965E-001, 6.4325775E-002, 1.2619147E-003, 3.4944321E-004, 4.4365365E-003, 6.2119653E+002
 1.8003293E+001, 7.4359976E-002, 1.2725561E-001, 6.4944139E-002, 1.6391540E-003, 8.8555630E-004, 4.5375242E-003, 6.1070960E+002
 1.9004105E+001, 7.3182176E-002, 1.2768624E-001, 6.5518434E-002, 2.0415979E-003, 9.5664224E-004, 4.6388274E-003, 6.0546259E+002
 2.0005147E+001, 6.9835092E-002, 1.3029050E-001, 6.6790620E-002, 2.1386367E-003, 1.0874642E-003, 4.7458279E-003, 6.0745435E+002
 2.1004726E+001, 6.8656443E-002, 1.2996883E-001, 6.7416329E-002, 2.9640370E-003, 2.2100350E-003, 4.9138280E-003, 5.9858263E+002
 2.2006164E+001, 6.8008146E-002, 1.2989515E-001, 6.7821561E-002, 3.4294039E-003, 2.2084672E-003, 5.0120914E-003, 5.9403437E+002
 2.3003254E+001, 6.7635309E-002, 1.3039638E-001, 6.7919352E-002, 3.2914701E-003, 2.1346383E-003, 4.9987956E-003, 5.9217042E+002
 2.4006236E+001, 6.4310358E-002, 1.3168079E-001, 6.9416284E-002, 4.2670502E-003, 3.0738477E-003, 5.2523261E-003, 5.8917002E+002
 2.5001871E+001, 6.3130474E-002, 1.3253833E-001, 6.9893015E-002, 4.3598632E-003, 3.0358886E-003, 5.3007266E-003, 5.9490828E+002
 2.6004532E+001, 6.3437407E-002, 1.3155019E-001, 6.9917057E-002, 4.8634131E-003, 3.4435169E-003, 5.3770617E-003, 5.8847265E+002
 2.7000639E+001, 6.3707226E-002, 1.3123987E-001, 6.9836132E-002, 4.9270736E-003, 3.4697865E-003, 5.3805894E-003, 5.8109712E+002
 2.8004551E+001, 6.3524739E-002, 1.3186878E-001, 6.9803490E-002, 4.5885926E-003, 3.2779625E-003, 5.3281136E-003, 5.7749575E+002
 2.9001648E+001, 6.3322300E-002, 1.3114497E-001, 6.9986123E-002, 5.1362455E-003, 4.1965182E-003, 5.4227308E-003, 5.7704536E+002
 3.0008006E+001, 6.1810782E-002, 1.3177062E-001, 7.0723568E-002, 5.6171974E-003, 4.1482538E-003, 5.5474594E-003, 5.8337969E+002
 3.1001061E+001, 6.2125913E-002, 1.3175353E-001, 7.0560283E-002, 5.4513807E-003, 4.0129262E-003, 5.5110126E-003, 5.7928143E+002
 3.2002127E+001, 6.2208347E-002, 1.3188730E-001, 7.0488684E-002, 5.3104777E-003, 3.9205155E-003, 5.4849398E-003, 5.7828162E+002
 3.3004237E+001, 6.0218876E-002, 1.3113835E-001, 7.1577786E-002, 6.8387281E-003, 5.9706306E-003, 5.7909313E-003, 5.7896512E+002
 3.4002804E+001, 6.0541348E-002, 1.3167895E-001, 7.1345782E-002, 6.3280141E-003, 5.2414638E-003, 5.6982606E-003, 5.7824999E+002
 3.5004316E+001, 5.9584443E-002, 1.3242489E-001, 7.1723030E-002, 6.3688610E-003, 5.1817984E-003, 5.7317312E-003, 5.8186202E+002
 3.6000189E+001, 5.8419892E-002, 1.3323036E-001, 7.2219376E-002, 6.5069237E-003, 5.0408282E-003, 5.7882014E-003, 5.8606004E+002
 3.7003167E+001, 5.8913848E-002, 1.3238711E-001, 7.2083563E-002, 6.7715606E-003, 5.5173255E-003, 5.8176264E-003, 5.8132704E+002
 3.8007188E+001, 5.8901134E-002, 1.3324176E-001, 7.1944779E-002, 6.2095076E-003, 4.9400857E-003, 5.7242207E-003, 5.8069754E+002
 3.9000132E+001, 5.9130698E-002, 1.3237456E-001, 7.1964655E-002, 6.6511741E-003, 5.4713327E-003, 5.7911617E-003, 5.8132546E+002
 4.0007736E+001, 5.8208552E-002, 1.3313910E-001, 7.2308699E-002, 6.6481595E-003, 5.4644173E-003, 5.8157567E-003, 5.8174700E+002
 4.1002146E+001, 5.8098559E-002, 1.3255606E-001, 7.2524396E-002, 7.1578619E-003, 5.5059709E-003, 5.9067937E-003, 5.8813076E+002
 4.2002461E+001, 5.8306643E-002, 1.3289550E-001, 7.2311973E-002, 6.7690355E-003, 5.4904684E-003, 5.8338680E-003, 5.8614016E+002
 4.3006154E+001, 5.7526873E-002, 1.3242075E-001, 7.2792881E-002, 7.5123392E-003, 6.2558928E-003, 5.9790421E-003, 5.8528613E+002
 4.4005715E+001, 5.6966129E-002, 1.3344622E-001, 7.2907543E-002, 7.1380655E-003, 5.8630616E-003, 5.9319127E-003, 5.7666385E+002
 4.5006254E+001, 5.6879203E-002, 1.3196750E-001, 7.3178881E-002, 8.1450543E-003, 7.0955631E-003, 6.1009981E-003, 5.7974867E+002
 4.6007708E+001, 5.6993642E-002, 1.3417263E-001, 7.2834368E-002, 6.7050236E-003, 4.9012389E-003, 5.8621803E-003, 5.8866721E+002
