s,,,,,,,
Time,"O2 EXHAUST","CO2 EXHAUST","H2O EXHAUST","CO EXHAUST","FUEL EXHAUST","SOOT EXHAUST","TEMP EXHAUST"
 0.0000000E+000, 2.3099739E-001, 5.9146498E-004, 5.9412092E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001
 1.0004598E+000, 2.3099739E-001, 5.9146498E-004, 5.9412092E-003, 5.0470119E-032, 6.1368380E-031, 1.5402136E-032, 2.0526197E+001
 2.0020584E+000, 2.2319186E-001, 6.9484116E-003, 9.5265553E-003, 3.7913333E-005, 2.8068597E-004, 5.0842541E-005, 9.6734551E+001
 3.0035153E+000, 2.1939296E-001, 1.0042711E-002, 1.1288636E-002, 6.9139021E-005, 3.2273317E-004, 7.8328375E-005, 1.3146082E+002
 4.0051489E+000, 2.1259361E-001, 1.5607493E-002, 1.4426631E-002, 1.0128431E-004, 4.3139693E-004, 1.2261095E-004, 1.9363513E+002
 5.0016655E+000, 2.0799826E-001, 1.9363694E-002, 1.6550275E-002, 1.2726233E-004, 4.9889998E-004, 1.5341912E-004, 2.3138873E+002
 6.0012608E+000, 2.0162287E-001, 2.4645600E-002, 1.9491872E-002, 1.2841501E-004, 4.7641243E-004, 1.8915558E-004, 2.7946462E+002
 7.0053692E+000, 1.9335079E-001, 3.1522627E-002, 2.3313313E-002, 1.2294819E-004, 3.7391885E-004, 2.3419017E-004, 3.3503175E+002
 8.0044963E+000, 1.8659522E-001, 3.7145170E-002, 2.6432890E-002, 1.1472908E-004, 2.8467250E-004, 2.7020579E-004, 3.7147918E+002
 9.0058665E+000, 1.7888184E-001, 4.3575335E-002, 2.9993138E-002, 9.9478092E-005, 1.7071186E-004, 3.1014009E-004, 4.0825617E+002
 1.0000499E+001, 1.7244007E-001, 4.8939153E-002, 3.2966109E-002, 8.9270198E-005, 9.0016121E-005, 3.4399094E-004, 4.3416047E+002
 1.1005282E+001, 1.6279035E-001, 5.6949416E-002, 3.7419022E-002, 8.4495393E-005, 2.1752302E-005, 3.9678832E-004, 4.6515507E+002
 1.2000490E+001, 1.5756687E-001, 6.1274739E-002, 3.9829479E-002, 8.6700033E-005, 5.9104253E-006, 4.2632302E-004, 4.7354371E+002
 1.3004687E+001, 1.5145474E-001, 6.6328860E-002, 4.2650204E-002, 9.2549311E-005, 4.8919771E-007, 4.6153601E-004, 4.8313186E+002
 1.4007496E+001, 1.4303385E-001, 7.3288245E-002, 4.6536509E-002, 1.0238770E-004, 2.3508193E-007, 5.1040588E-004, 4.9601392E+002
 1.5005275E+001, 1.3703779E-001, 7.8243987E-002, 4.9303607E-002, 1.0914347E-004, 5.6108134E-008, 5.4515225E-004, 5.0125548E+002
 1.6001755E+001, 1.2999478E-001, 8.4064663E-002, 5.2553955E-002, 1.1731717E-004, 6.9452148E-008, 5.8601415E-004, 5.1026505E+002
 1.7008198E+001, 1.2428630E-001, 8.8782305E-002, 5.5188453E-002, 1.2402036E-004, 9.2671398E-008, 6.1914943E-004, 5.1265490E+002
 1.8008255E+001, 1.1963911E-001, 9.2622816E-002, 5.7333178E-002, 1.2951426E-004, 1.4496398E-007, 6.4613194E-004, 5.1220316E+002
 1.9008400E+001, 1.1530829E-001, 9.6202144E-002, 5.9331806E-002, 1.3444730E-004, 8.8659426E-008, 6.7123930E-004, 5.1038121E+002
 2.0004111E+001, 1.1028938E-001, 1.0034999E-001, 6.1648046E-002, 1.4029171E-004, 9.4846484E-008, 7.0036194E-004, 5.1199984E+002
 2.1002649E+001, 1.0665877E-001, 1.0335041E-001, 6.3323597E-002, 1.4455992E-004, 9.2088460E-008, 7.2143709E-004, 5.0931068E+002
