s,,,,,,,
Time,"O2 EXHAUST","CO2 EXHAUST","H2O EXHAUST","CO EXHAUST","FUEL EXHAUST","SOOT EXHAUST","TEMP EXHAUST"
 0.0000000E+000, 2.3118142E-001, 5.9193618E-004, 5.1492695E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001
 1.0002376E+000, 2.3118142E-001, 5.9193618E-004, 5.1492695E-003, 6.9955520E-029, 1.1059439E-028, 1.7698826E-029, 2.0857722E+001
 2.0062719E+000, 2.2434422E-001, 6.1257789E-003, 8.3213483E-003, 7.4645990E-005, 1.4312408E-004, 5.3309838E-005, 9.4430983E+001
 3.0015098E+000, 2.1974432E-001, 9.7483150E-003, 1.0471722E-002, 1.8243009E-004, 3.5027665E-004, 1.0095619E-004, 1.3290354E+002
 4.0067231E+000, 2.0972791E-001, 1.7871922E-002, 1.5130126E-002, 2.9309536E-004, 4.6419826E-004, 1.7944890E-004, 2.0604813E+002
 5.0006403E+000, 2.0773605E-001, 1.9463882E-002, 1.6054750E-002, 3.2428413E-004, 5.4340457E-004, 1.9688708E-004, 2.2822491E+002
 6.0051764E+000, 2.0078031E-001, 2.5201699E-002, 1.9268524E-002, 3.4157801E-004, 5.4667523E-004, 2.3915668E-004, 2.7828186E+002
 7.0063721E+000, 1.9345403E-001, 3.1298268E-002, 2.2638864E-002, 3.2473198E-004, 5.2490588E-004, 2.7644824E-004, 3.2672759E+002
 8.0087151E+000, 1.8870001E-001, 3.5336882E-002, 2.4815594E-002, 2.6889319E-004, 4.0263616E-004, 2.9148396E-004, 3.5397973E+002
 9.0051163E+000, 1.7755903E-001, 4.4715341E-002, 2.9929120E-002, 1.8610116E-004, 2.1946984E-004, 3.3654301E-004, 4.0250902E+002
 1.0001260E+001, 1.7257455E-001, 4.8917025E-002, 3.2215196E-002, 1.4515713E-004, 1.3554937E-004, 3.5589664E-004, 4.2138232E+002
 1.1000218E+001, 1.6255521E-001, 5.7297671E-002, 3.6821510E-002, 1.0057919E-004, 3.5900029E-005, 4.0252441E-004, 4.5030818E+002
 1.2005807E+001, 1.5628548E-001, 6.2505632E-002, 3.9710285E-002, 9.3827546E-005, 1.1289866E-005, 4.3603334E-004, 4.5657072E+002
 1.3007076E+001, 1.5061125E-001, 6.7207621E-002, 4.2326591E-002, 9.4257990E-005, 1.0690673E-006, 4.6769887E-004, 4.7118164E+002
 1.4004542E+001, 1.4083421E-001, 7.5291798E-002, 4.6837979E-002, 1.0546977E-004, 2.8243219E-007, 5.2440758E-004, 4.8998502E+002
 1.5008297E+001, 1.3589347E-001, 7.9377614E-002, 4.9117547E-002, 1.1071802E-004, 4.7585040E-008, 5.5297817E-004, 4.8106084E+002
 1.6001807E+001, 1.2818422E-001, 8.5751791E-002, 5.2674778E-002, 1.1964841E-004, 3.4435261E-008, 5.9771111E-004, 4.9336862E+002
