s,,,,,,,
Time,"O2 EXHAUST","CO2 EXHAUST","H2O EXHAUST","CO EXHAUST","FUEL EXHAUST","SOOT EXHAUST","TEMP EXHAUST"
 0.0000000E+000, 2.3118142E-001, 5.9193618E-004, 5.1492695E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001
 1.0012697E+000, 2.3118142E-001, 5.9193618E-004, 5.1492695E-003, 1.9431712E-028, 1.2074998E-027, 6.2537461E-029, 2.0949561E+001
 2.0015664E+000, 2.2102890E-001, 8.6585482E-003, 8.9922540E-003, 1.9317727E-004, 2.1019785E-004, 3.0818745E-004, 1.2826672E+002
 3.0014510E+000, 2.1489591E-001, 1.3567925E-002, 1.1309284E-002, 2.8740504E-004, 2.9992336E-004, 4.9070048E-004, 1.7423575E+002
 4.0063469E+000, 2.1161729E-001, 1.6021258E-002, 1.2558130E-002, 4.3225496E-004, 5.9802445E-004, 6.0306541E-004, 2.1297540E+002
 5.0019330E+000, 2.0404059E-001, 2.2202090E-002, 1.5406507E-002, 4.7739099E-004, 5.9000108E-004, 8.1694124E-004, 2.6571352E+002
 6.0009651E+000, 1.9569014E-001, 2.9066582E-002, 1.8534099E-002, 4.8943003E-004, 5.6435709E-004, 1.0462317E-003, 3.2154949E+002
 7.0023340E+000, 1.8520220E-001, 3.7828757E-002, 2.2452220E-002, 4.2524375E-004, 3.3841822E-004, 1.3216916E-003, 3.8266743E+002
 8.0003273E+000, 1.7469739E-001, 4.6559214E-002, 2.6379831E-002, 3.8671257E-004, 1.7587236E-004, 1.6016566E-003, 4.2933743E+002
 9.0052439E+000, 1.6651723E-001, 5.3356231E-002, 2.9437753E-002, 3.5687168E-004, 5.5760915E-005, 1.8196550E-003, 4.5716901E+002
 1.0004660E+001, 1.5867494E-001, 5.9795757E-002, 3.2378817E-002, 3.7561985E-004, 1.8612223E-005, 2.0363633E-003, 4.7544027E+002
 1.1007125E+001, 1.5056541E-001, 6.6437084E-002, 3.5421883E-002, 4.0548999E-004, 8.6773430E-007, 2.2621426E-003, 4.8823268E+002
 1.2002435E+001, 1.3310207E-001, 8.0697465E-002, 4.1980323E-002, 4.9560862E-004, 2.4427955E-006, 2.7525627E-003, 5.2704856E+002
 1.3000079E+001, 1.3749410E-001, 7.7112981E-002, 4.0330495E-002, 4.7157226E-004, 9.5888975E-007, 2.6289913E-003, 5.1098648E+002
 1.4009334E+001, 1.2528860E-001, 8.7083247E-002, 4.4913672E-002, 5.3222488E-004, 2.7026503E-007, 2.9713632E-003, 5.2287357E+002
 1.5008478E+001, 1.2031402E-001, 9.1145530E-002, 4.6781871E-002, 5.5782162E-004, 7.4084822E-007, 3.1110505E-003, 5.2973669E+002
