s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.9056941E-002, 0.0000000E+000, 5.0161134E-001, 7.7558495E-002,-8.1674770E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7997803E+000, 5.7916167E-001, 9.7652001E-010, 9.8223479E-010
 1.5811388E-001, 4.1194618E-006, 6.2141995E-001, 1.1193301E-001,-2.6367575E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0330099E+000, 7.3333071E-001, 1.9607249E-009, 1.9722894E-009
 1.9764236E-001, 2.1316463E-005, 7.4417314E-001, 1.2776622E-001,-3.6881853E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0403421E+000, 8.7192380E-001, 1.9684098E-009, 1.9801093E-009
 2.7669930E-001, 2.7054186E-005, 8.7125105E-001, 1.4182598E-001,-7.2984614E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8771802E+000, 1.0130311E+000, 2.0125035E-009, 2.0269924E-009
 3.1622776E-001, 2.8489440E-005, 9.9826130E-001, 1.5627201E-001,-1.0792512E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0336686E+000, 1.1544539E+000, 2.1393916E-009, 2.2889233E-009
 3.8909858E-001, 3.0351060E-005, 1.1225379E+000, 1.7420496E-001,-1.2234685E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7673368E+000, 1.2966508E+000, 2.4979485E-009, 1.9128481E-008
 4.2244092E-001, 3.4628279E-005, 1.2700410E+000, 1.8777040E-001,-1.3882895E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0703074E+001, 1.4577072E+000, 2.9230300E-009, 3.9092351E-008
 4.8912558E-001, 5.0158827E-005, 1.4163367E+000, 1.8975576E-001,-1.9278822E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1168773E+001, 1.6059498E+000, 7.8467939E-009, 7.7378573E-006
 5.5210859E-001, 1.3823785E-004, 1.6037549E+000, 1.9658107E-001,-2.5513705E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1492969E+001, 1.8002191E+000, 3.5216199E-008, 8.5930365E-004
 6.0525388E-001, 4.4406634E-004, 2.2192584E+000, 2.6133496E-001,-3.1285245E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1428383E+001, 2.4807245E+000, 1.3084958E-007, 8.9102271E-003
 6.7811829E-001, 1.0942407E-003, 2.9642785E+000, 2.4827202E-001,-4.1915334E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2819685E+001, 3.2132256E+000, 1.1546149E-007, 4.9612559E-003
 7.3499954E-001, 1.3714048E-003, 3.0008747E+000, 2.2758269E-001,-6.8819566E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2075408E+001, 3.2291406E+000, 1.1398863E-007, 3.7174985E-003
 7.9188079E-001, 1.5644317E-003, 2.9955950E+000, 2.5770886E-001,-8.6339708E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1732340E+001, 3.2540049E+000, 1.8539917E-007, 8.9421321E-003
 8.4432966E-001, 1.9952815E-003, 3.5209534E+000, 2.9126259E-001,-9.8160666E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1263263E+001, 3.8132296E+000, 2.7049006E-007, 1.2598498E-002
 9.1635430E-001, 2.8322581E-003, 3.9274781E+000, 2.4490438E-001,-1.2305852E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1850512E+001, 4.1739842E+000, 1.8107162E-007, 6.4940011E-003
 9.6917236E-001, 2.8390463E-003, 3.6066411E+000, 2.1180926E-001,-1.5281346E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1078147E+001, 3.8197613E+000, 1.5740437E-007, 3.6060086E-003
 1.0301772E+000, 4.4107033E-003, 3.3960334E+000, 2.3227112E-001,-1.7566793E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0666632E+001, 3.6309585E+000, 9.3702293E-007, 6.7951220E-003
