s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 1.796E-05, 1.196E+00
 1.095E+00, 5.136E-01, 5.173E-01, 8.592E-05, 1.196E+00
 2.026E+00, 1.326E+00, 1.341E+00, 1.263E-04, 1.196E+00
 3.038E+00, 2.085E+00, 2.140E+00, 2.641E-04, 1.196E+00
 4.029E+00, 2.841E+00, 2.971E+00, 4.110E-04, 1.196E+00
 5.018E+00, 3.558E+00, 3.784E+00, 1.647E-03, 1.196E+00
 6.016E+00, 4.247E+00, 4.574E+00, 4.328E-03, 1.196E+00
 7.008E+00, 4.906E+00, 5.612E+00, 8.618E-03, 1.196E+00
 8.007E+00, 5.523E+00, 6.085E+00, 1.062E-02, 1.196E+00
 9.010E+00, 6.074E+00, 7.202E+00, 7.840E-03, 1.196E+00
 1.000E+01, 6.542E+00, 8.236E+00, 9.243E-03, 1.196E+00
 1.100E+01, 6.932E+00, 8.603E+00, 7.878E-03, 1.196E+00
 1.200E+01, 7.273E+00, 8.914E+00, 1.066E-02, 1.196E+00
 1.300E+01, 7.576E+00, 9.422E+00, 8.803E-03, 1.196E+00
 1.401E+01, 7.836E+00, 9.933E+00, 1.124E-02, 1.196E+00
 1.500E+01, 8.054E+00, 1.009E+01, 1.086E-02, 1.196E+00
 1.600E+01, 8.241E+00, 1.052E+01, 1.344E-02, 1.196E+00
 1.701E+01, 8.404E+00, 1.024E+01, 1.174E-02, 1.196E+00
 1.801E+01, 8.544E+00, 1.069E+01, 1.530E-02, 1.196E+00
 1.900E+01, 8.661E+00, 1.083E+01, 9.991E-03, 1.196E+00
 2.000E+01, 8.754E+00, 1.104E+01, 1.073E-02, 1.196E+00
 2.100E+01, 8.828E+00, 1.121E+01, 1.097E-02, 1.196E+00
 2.200E+01, 8.896E+00, 1.074E+01, 1.283E-02, 1.196E+00
 2.300E+01, 8.949E+00, 1.128E+01, 1.381E-02, 1.196E+00
 2.401E+01, 8.998E+00, 1.141E+01, 1.321E-02, 1.196E+00
 2.500E+01, 9.043E+00, 1.174E+01, 1.382E-02, 1.196E+00
 2.600E+01, 9.079E+00, 1.154E+01, 1.555E-02, 1.196E+00
 2.700E+01, 9.112E+00, 1.189E+01, 1.099E-02, 1.196E+00
 2.800E+01, 9.142E+00, 1.122E+01, 1.369E-02, 1.196E+00
 2.900E+01, 9.166E+00, 1.144E+01, 1.674E-02, 1.196E+00
 3.000E+01, 9.177E+00, 1.172E+01, 1.677E-02, 1.196E+00
 3.100E+01, 9.181E+00, 1.174E+01, 1.544E-02, 1.196E+00
 3.200E+01, 9.200E+00, 1.166E+01, 1.108E-02, 1.196E+00
 3.301E+01, 9.215E+00, 1.149E+01, 9.724E-03, 1.196E+00
 3.400E+01, 9.215E+00, 1.200E+01, 1.539E-02, 1.196E+00
 3.501E+01, 9.216E+00, 1.162E+01, 1.523E-02, 1.196E+00
