s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1954747E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0011749E+002, 3.9955522E+000, 1.1954747E+000, 1.7964058E-005, 6.1881559E+001, 6.1373482E+001, 6.0881630E+001, 6.0409659E+001, 5.9956757E+001, 5.9522789E+001, 5.9105251E+001, 5.8703203E+001, 5.8308862E+001, 5.7923952E+001, 5.4177211E+001, 5.0389092E+001, 4.6521559E+001, 4.2635735E+001, 3.8756941E+001, 3.4875044E+001, 3.0996490E+001, 2.7118833E+001, 2.3248258E+001, 1.9360559E+001, 1.5465439E+001, 1.1586769E+001, 7.7130755E+000, 3.8187659E+000, 2.1458334E-002
 8.0000000E+002, 3.9999995E+000, 1.1954747E+000, 1.7964058E-005, 4.4504378E+001, 4.4114624E+001, 4.3741166E+001, 4.3387453E+001, 4.3052345E+001, 4.2734897E+001, 4.2435204E+001, 4.2149225E+001, 4.1874468E+001, 4.1609254E+001, 3.9004187E+001, 3.6300939E+001, 3.3522306E+001, 3.0732032E+001, 2.7929176E+001, 2.5131726E+001, 2.2335289E+001, 1.9536660E+001, 1.6730511E+001, 1.3934859E+001, 1.1129295E+001, 8.3386820E+000, 5.5337033E+000, 2.7408992E+000, 2.6412864E-002
