s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1951288E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6000639E+002, 9.9625014E+000, 1.1951156E+000, 1.7964110E-005, 2.0078898E+002, 1.9935178E+002, 1.9792365E+002, 1.9651132E+002, 1.9510758E+002, 1.9370956E+002, 1.9231799E+002, 1.9093610E+002, 1.8955308E+002, 1.8818562E+002, 1.7487674E+002, 1.6209420E+002, 1.4955893E+002, 1.3711253E+002, 1.2470411E+002, 1.1225959E+002, 9.9812786E+001, 8.7338579E+001, 7.4840376E+001, 6.2347677E+001, 4.9866505E+001, 3.7386878E+001, 2.4898319E+001, 1.2412305E+001, 5.7067299E-003
 3.2000000E+002, 1.0000000E+001, 1.1951291E+000, 1.7964058E-005, 8.1335957E+001, 8.0638277E+001, 7.9946319E+001, 7.9263099E+001, 7.8598036E+001, 7.7944790E+001, 7.7295015E+001, 7.6647850E+001, 7.6017749E+001, 7.5387099E+001, 6.9494026E+001, 6.4200711E+001, 5.9209867E+001, 5.4291942E+001, 4.9434221E+001, 4.4581594E+001, 3.9712584E+001, 3.4801018E+001, 2.9828001E+001, 2.4847944E+001, 1.9872648E+001, 1.4892262E+001, 9.9028589E+000, 4.9082783E+000, 1.9467435E-002
