s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1951288E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0009894E+002, 1.9986402E+000, 1.1951289E+000, 1.7964058E-005, 9.2278809E+000, 9.1610120E+000, 9.0947184E+000, 9.0288773E+000, 8.9639951E+000, 8.9000888E+000, 8.8369548E+000, 8.7750477E+000, 8.7140200E+000, 8.6542910E+000, 8.0759829E+000, 7.5066364E+000, 6.9379791E+000, 6.3641705E+000, 5.7866529E+000, 5.2067484E+000, 4.6274818E+000, 4.0473007E+000, 3.4685020E+000, 2.8894097E+000, 2.3104745E+000, 1.7318052E+000, 1.1529192E+000, 5.7310363E-001, 1.3315685E-003
 1.6000000E+003, 2.0000002E+000, 1.1951288E+000, 1.7964058E-005, 4.5758569E+000, 4.5390317E+000, 4.5024145E+000, 4.4663629E+000, 4.4310317E+000, 4.3966386E+000, 4.3633975E+000, 4.3317204E+000, 4.3008282E+000, 4.2706325E+000, 3.9877445E+000, 3.7129194E+000, 3.4395497E+000, 3.1605500E+000, 2.8742406E+000, 2.5861445E+000, 2.2974644E+000, 2.0096532E+000, 1.7212773E+000, 1.4331434E+000, 1.1456027E+000, 8.5800967E-001, 5.6997770E-001, 2.8156667E-001, 7.9086503E-004
