s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1951288E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0014868E+002, 1.9986402E+000, 1.1951286E+000, 1.7964058E-005, 1.8043961E+001, 1.7859591E+001, 1.7692401E+001, 1.7543524E+001, 1.7411310E+001, 1.7293708E+001, 1.7187631E+001, 1.7091899E+001, 1.7004633E+001, 1.6922891E+001, 1.5907753E+001, 1.4810390E+001, 1.3678261E+001, 1.2536452E+001, 1.1396599E+001, 1.0256101E+001, 9.1138571E+000, 7.9694834E+000, 6.8280085E+000, 5.6874930E+000, 4.5462150E+000, 3.4060208E+000, 2.2642580E+000, 1.1235515E+000, 3.7071259E-003
 1.6000000E+003, 2.0000001E+000, 1.1951287E+000, 1.7964058E-005, 1.3764807E+001, 1.3610181E+001, 1.3472015E+001, 1.3352393E+001, 1.3250239E+001, 1.3162477E+001, 1.3086063E+001, 1.3018145E+001, 1.2959442E+001, 1.2908997E+001, 1.2198287E+001, 1.1376189E+001, 1.0496865E+001, 9.6193653E+000, 8.7438686E+000, 7.8640446E+000, 6.9886600E+000, 6.1111480E+000, 5.2363722E+000, 4.3653569E+000, 3.4923951E+000, 2.6160904E+000, 1.7385673E+000, 8.6354459E-001, 3.3980006E-003
