s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1951288E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6003180E+002, 9.9623626E+000, 1.1951286E+000, 1.7964058E-005, 4.4971130E+002, 4.4512127E+002, 4.4095789E+002, 4.3724989E+002, 4.3396441E+002, 4.3104419E+002, 4.2840834E+002, 4.2602460E+002, 4.2385918E+002, 4.2183207E+002, 3.9651242E+002, 3.6902815E+002, 3.4060652E+002, 3.1215015E+002, 2.8385972E+002, 2.5552888E+002, 2.2716494E+002, 1.9870534E+002, 1.7035564E+002, 1.4191785E+002, 1.1349238E+002, 8.4978769E+001, 5.6496449E+001, 2.8049589E+001, 6.3790637E-002
 3.2000000E+002, 1.0000001E+001, 1.1951288E+000, 1.7964058E-005, 3.4566541E+002, 3.4180019E+002, 3.3833828E+002, 3.3535006E+002, 3.3278311E+002, 3.3058182E+002, 3.2868130E+002, 3.2704519E+002, 3.2565383E+002, 3.2441873E+002, 3.0621345E+002, 2.8554123E+002, 2.6353710E+002, 2.4141800E+002, 2.1952108E+002, 1.9749065E+002, 1.7550521E+002, 1.5359726E+002, 1.3159502E+002, 1.0954323E+002, 8.7590610E+001, 6.5667196E+001, 4.3696328E+001, 2.1649097E+001, 8.1823975E-002
