s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 1.796E-05, 1.196E+00
 5.040E+00, 2.142E-02, 2.064E-02, 4.261E-05, 1.196E+00
 1.008E+01, 6.315E-02, 6.779E-02, 4.319E-05, 1.196E+00
 1.502E+01, 1.039E-01, 1.042E-01, 3.722E-05, 1.196E+00
 2.006E+01, 1.439E-01, 1.479E-01, 3.290E-05, 1.196E+00
 2.500E+01, 1.829E-01, 1.890E-01, 2.887E-05, 1.196E+00
 3.004E+01, 2.210E-01, 2.305E-01, 2.751E-05, 1.196E+00
 3.508E+01, 2.585E-01, 2.725E-01, 2.666E-05, 1.196E+00
 4.002E+01, 2.945E-01, 3.147E-01, 2.580E-05, 1.196E+00
 4.506E+01, 3.296E-01, 3.560E-01, 2.942E-05, 1.196E+00
 5.000E+01, 3.636E-01, 3.983E-01, 3.845E-05, 1.196E+00
 5.504E+01, 3.967E-01, 4.391E-01, 7.310E-05, 1.196E+00
 6.006E+01, 4.290E-01, 4.751E-01, 1.631E-04, 1.196E+00
 6.502E+01, 4.601E-01, 5.001E-01, 2.665E-04, 1.196E+00
 7.006E+01, 4.902E-01, 5.675E-01, 3.210E-04, 1.196E+00
 7.505E+01, 5.192E-01, 6.397E-01, 3.579E-04, 1.196E+00
 8.005E+01, 5.467E-01, 6.705E-01, 4.501E-04, 1.196E+00
 8.503E+01, 5.727E-01, 6.765E-01, 2.968E-04, 1.196E+00
 9.001E+01, 5.972E-01, 7.380E-01, 4.200E-04, 1.196E+00
 9.502E+01, 6.204E-01, 7.619E-01, 4.022E-04, 1.196E+00
 1.000E+02, 6.426E-01, 8.015E-01, 5.496E-04, 1.196E+00
 1.050E+02, 6.636E-01, 8.110E-01, 5.243E-04, 1.196E+00
 1.100E+02, 6.835E-01, 8.587E-01, 4.650E-04, 1.196E+00
 1.150E+02, 7.023E-01, 8.789E-01, 4.275E-04, 1.196E+00
 1.200E+02, 7.200E-01, 8.763E-01, 4.712E-04, 1.196E+00
 1.250E+02, 7.366E-01, 9.028E-01, 5.962E-04, 1.196E+00
 1.300E+02, 7.523E-01, 8.930E-01, 4.082E-04, 1.196E+00
 1.350E+02, 7.668E-01, 9.553E-01, 4.499E-04, 1.196E+00
 1.400E+02, 7.804E-01, 9.707E-01, 5.283E-04, 1.196E+00
 1.450E+02, 7.931E-01, 9.482E-01, 5.530E-04, 1.196E+00
 1.500E+02, 8.052E-01, 9.514E-01, 4.539E-04, 1.196E+00
 1.550E+02, 8.167E-01, 9.833E-01, 5.202E-04, 1.196E+00
 1.600E+02, 8.276E-01, 9.833E-01, 5.997E-04, 1.196E+00
 1.650E+02, 8.378E-01, 1.039E+00, 5.696E-04, 1.196E+00
 1.700E+02, 8.471E-01, 1.010E+00, 6.314E-04, 1.196E+00
 1.750E+02, 8.555E-01, 1.084E+00, 7.583E-04, 1.196E+00
