s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00, 2.711E-20, 6.563E-03, 1.796E-05, 1.196E+00
 1.033E+00, 4.496E-01, 4.537E-01, 3.461E-05, 1.196E+00
 2.009E+00, 1.267E+00, 1.281E+00, 9.701E-05, 1.196E+00
 3.004E+00, 2.053E+00, 2.099E+00, 3.311E-04, 1.196E+00
 4.003E+00, 2.824E+00, 2.977E+00, 7.527E-04, 1.196E+00
 5.001E+00, 3.566E+00, 3.838E+00, 9.930E-04, 1.196E+00
 6.002E+00, 4.278E+00, 4.615E+00, 9.682E-04, 1.196E+00
 7.001E+00, 4.957E+00, 5.504E+00, 1.514E-03, 1.196E+00
 8.002E+00, 5.602E+00, 6.371E+00, 1.534E-03, 1.196E+00
 9.002E+00, 6.214E+00, 7.159E+00, 2.010E-03, 1.196E+00
 1.000E+01, 6.790E+00, 8.238E+00, 2.230E-03, 1.196E+00
 1.100E+01, 7.331E+00, 8.876E+00, 2.199E-03, 1.196E+00
 1.200E+01, 7.833E+00, 9.535E+00, 2.614E-03, 1.196E+00
 1.300E+01, 8.297E+00, 1.010E+01, 2.658E-03, 1.196E+00
 1.400E+01, 8.722E+00, 1.080E+01, 2.510E-03, 1.196E+00
 1.500E+01, 9.110E+00, 1.106E+01, 2.881E-03, 1.196E+00
 1.600E+01, 9.460E+00, 1.164E+01, 3.377E-03, 1.196E+00
 1.700E+01, 9.775E+00, 1.198E+01, 3.848E-03, 1.196E+00
 1.800E+01, 1.006E+01, 1.253E+01, 3.551E-03, 1.196E+00
 1.900E+01, 1.033E+01, 1.280E+01, 3.944E-03, 1.196E+00
 2.000E+01, 1.056E+01, 1.310E+01, 3.813E-03, 1.196E+00
 2.100E+01, 1.078E+01, 1.360E+01, 4.101E-03, 1.196E+00
 2.200E+01, 1.097E+01, 1.389E+01, 4.015E-03, 1.196E+00
 2.300E+01, 1.115E+01, 1.401E+01, 3.786E-03, 1.196E+00
 2.400E+01, 1.131E+01, 1.383E+01, 4.040E-03, 1.196E+00
 2.500E+01, 1.144E+01, 1.406E+01, 3.737E-03, 1.196E+00
 2.600E+01, 1.156E+01, 1.429E+01, 4.384E-03, 1.196E+00
 2.700E+01, 1.166E+01, 1.449E+01, 4.526E-03, 1.196E+00
 2.800E+01, 1.176E+01, 1.434E+01, 4.219E-03, 1.196E+00
 2.900E+01, 1.185E+01, 1.481E+01, 4.440E-03, 1.196E+00
 3.000E+01, 1.193E+01, 1.488E+01, 4.310E-03, 1.196E+00
 3.100E+01, 1.200E+01, 1.487E+01, 3.670E-03, 1.196E+00
 3.200E+01, 1.206E+01, 1.506E+01, 4.310E-03, 1.196E+00
 3.300E+01, 1.211E+01, 1.497E+01, 4.357E-03, 1.196E+00
 3.400E+01, 1.216E+01, 1.488E+01, 4.055E-03, 1.196E+00
 3.500E+01, 1.220E+01, 1.491E+01, 4.012E-03, 1.196E+00
 3.600E+01, 1.224E+01, 1.489E+01, 4.087E-03, 1.196E+00
 3.700E+01, 1.227E+01, 1.519E+01, 3.899E-03, 1.196E+00
 3.800E+01, 1.230E+01, 1.510E+01, 4.297E-03, 1.196E+00
 3.900E+01, 1.233E+01, 1.530E+01, 4.215E-03, 1.196E+00
 4.000E+01, 1.235E+01, 1.528E+01, 3.832E-03, 1.196E+00
 4.100E+01, 1.237E+01, 1.541E+01, 4.476E-03, 1.196E+00
 4.200E+01, 1.239E+01, 1.551E+01, 4.708E-03, 1.196E+00
 4.300E+01, 1.240E+01, 1.519E+01, 3.617E-03, 1.196E+00
 4.400E+01, 1.241E+01, 1.570E+01, 4.138E-03, 1.196E+00
 4.500E+01, 1.241E+01, 1.502E+01, 3.791E-03, 1.196E+00
 4.600E+01, 1.242E+01, 1.541E+01, 4.362E-03, 1.196E+00
 4.700E+01, 1.243E+01, 1.528E+01, 4.310E-03, 1.196E+00
 4.800E+01, 1.244E+01, 1.526E+01, 4.076E-03, 1.196E+00
 4.900E+01, 1.245E+01, 1.575E+01, 4.000E-03, 1.196E+00
 5.000E+01, 1.246E+01, 1.554E+01, 4.640E-03, 1.196E+00
 5.100E+01, 1.246E+01, 1.531E+01, 3.746E-03, 1.196E+00
 5.200E+01, 1.247E+01, 1.569E+01, 4.353E-03, 1.196E+00
 5.300E+01, 1.247E+01, 1.567E+01, 4.016E-03, 1.196E+00
 5.400E+01, 1.247E+01, 1.551E+01, 4.233E-03, 1.196E+00
 5.500E+01, 1.248E+01, 1.535E+01, 3.818E-03, 1.196E+00
 5.600E+01, 1.248E+01, 1.550E+01, 4.054E-03, 1.196E+00
 5.700E+01, 1.248E+01, 1.533E+01, 4.386E-03, 1.196E+00
 5.800E+01, 1.247E+01, 1.538E+01, 4.072E-03, 1.196E+00
 5.900E+01, 1.247E+01, 1.519E+01, 4.585E-03, 1.196E+00
 6.000E+01, 1.247E+01, 1.533E+01, 3.668E-03, 1.196E+00
 6.100E+01, 1.247E+01, 1.547E+01, 4.342E-03, 1.196E+00
 6.200E+01, 1.247E+01, 1.574E+01, 4.436E-03, 1.196E+00
 6.300E+01, 1.248E+01, 1.550E+01, 4.088E-03, 1.196E+00
 6.400E+01, 1.248E+01, 1.568E+01, 4.068E-03, 1.196E+00
 6.500E+01, 1.248E+01, 1.534E+01, 4.212E-03, 1.196E+00
 6.600E+01, 1.249E+01, 1.520E+01, 4.165E-03, 1.196E+00
 6.700E+01, 1.249E+01, 1.559E+01, 4.145E-03, 1.196E+00
 6.800E+01, 1.249E+01, 1.539E+01, 4.500E-03, 1.196E+00
 6.900E+01, 1.249E+01, 1.547E+01, 4.442E-03, 1.196E+00
 7.000E+01, 1.249E+01, 1.558E+01, 4.549E-03, 1.196E+00
 7.100E+01, 1.249E+01, 1.534E+01, 3.954E-03, 1.196E+00
 7.200E+01, 1.249E+01, 1.513E+01, 4.392E-03, 1.196E+00
 7.300E+01, 1.249E+01, 1.534E+01, 4.521E-03, 1.196E+00
 7.400E+01, 1.250E+01, 1.539E+01, 4.254E-03, 1.196E+00
 7.500E+01, 1.251E+01, 1.559E+01, 4.475E-03, 1.196E+00
 7.600E+01, 1.251E+01, 1.574E+01, 3.928E-03, 1.196E+00
 7.700E+01, 1.252E+01, 1.582E+01, 3.788E-03, 1.196E+00
 7.800E+01, 1.252E+01, 1.534E+01, 3.922E-03, 1.196E+00
 7.900E+01, 1.252E+01, 1.515E+01, 4.267E-03, 1.196E+00
 8.000E+01, 1.252E+01, 1.511E+01, 4.064E-03, 1.196E+00
 8.100E+01, 1.252E+01, 1.532E+01, 3.945E-03, 1.196E+00
 8.200E+01, 1.252E+01, 1.547E+01, 4.233E-03, 1.196E+00
 8.300E+01, 1.252E+01, 1.554E+01, 4.065E-03, 1.196E+00
 8.400E+01, 1.252E+01, 1.523E+01, 3.732E-03, 1.196E+00
 8.500E+01, 1.252E+01, 1.553E+01, 3.998E-03, 1.196E+00
 8.600E+01, 1.253E+01, 1.561E+01, 4.155E-03, 1.196E+00
 8.700E+01, 1.253E+01, 1.531E+01, 3.992E-03, 1.196E+00
 8.800E+01, 1.253E+01, 1.541E+01, 4.134E-03, 1.196E+00
 8.900E+01, 1.253E+01, 1.560E+01, 4.065E-03, 1.196E+00
 9.000E+01, 1.254E+01, 1.583E+01, 4.653E-03, 1.196E+00
 9.100E+01, 1.254E+01, 1.568E+01, 4.420E-03, 1.196E+00
 9.200E+01, 1.254E+01, 1.565E+01, 4.419E-03, 1.196E+00
 9.300E+01, 1.253E+01, 1.559E+01, 4.174E-03, 1.196E+00
 9.400E+01, 1.253E+01, 1.549E+01, 4.154E-03, 1.196E+00
 9.500E+01, 1.253E+01, 1.558E+01, 3.919E-03, 1.196E+00
 9.600E+01, 1.254E+01, 1.557E+01, 4.312E-03, 1.196E+00
 9.700E+01, 1.254E+01, 1.593E+01, 3.951E-03, 1.196E+00
 9.800E+01, 1.255E+01, 1.534E+01, 3.739E-03, 1.196E+00
 9.900E+01, 1.255E+01, 1.542E+01, 3.616E-03, 1.196E+00
 1.000E+02, 1.255E+01, 1.547E+01, 3.909E-03, 1.196E+00
