s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 1.796E-05, 1.196E+00
 1.054E+00, 4.772E-01, 4.809E-01, 5.045E-05, 1.196E+00
 2.010E+00, 1.287E+00, 1.300E+00, 1.071E-04, 1.196E+00
 3.004E+00, 2.063E+00, 2.106E+00, 1.993E-04, 1.196E+00
 4.005E+00, 2.833E+00, 2.910E+00, 9.961E-04, 1.196E+00
 5.003E+00, 3.575E+00, 3.861E+00, 3.059E-03, 1.196E+00
 6.007E+00, 4.283E+00, 4.527E+00, 3.853E-03, 1.196E+00
 7.006E+00, 4.953E+00, 5.754E+00, 3.864E-03, 1.196E+00
 8.001E+00, 5.583E+00, 6.308E+00, 2.927E-03, 1.196E+00
 9.001E+00, 6.174E+00, 7.278E+00, 2.877E-03, 1.196E+00
 1.000E+01, 6.728E+00, 7.925E+00, 3.962E-03, 1.196E+00
 1.100E+01, 7.242E+00, 8.171E+00, 3.853E-03, 1.196E+00
 1.200E+01, 7.713E+00, 8.789E+00, 5.575E-03, 1.196E+00
 1.300E+01, 8.145E+00, 9.559E+00, 4.404E-03, 1.196E+00
 1.400E+01, 8.542E+00, 1.007E+01, 5.449E-03, 1.196E+00
 1.500E+01, 8.901E+00, 1.040E+01, 5.232E-03, 1.196E+00
 1.600E+01, 9.221E+00, 1.105E+01, 5.913E-03, 1.196E+00
 1.700E+01, 9.516E+00, 1.101E+01, 5.331E-03, 1.196E+00
 1.800E+01, 9.782E+00, 1.149E+01, 5.851E-03, 1.196E+00
 1.900E+01, 1.002E+01, 1.172E+01, 6.806E-03, 1.196E+00
 2.000E+01, 1.022E+01, 1.187E+01, 6.841E-03, 1.196E+00
 2.100E+01, 1.041E+01, 1.225E+01, 6.821E-03, 1.196E+00
 2.200E+01, 1.058E+01, 1.228E+01, 6.438E-03, 1.196E+00
 2.300E+01, 1.073E+01, 1.278E+01, 7.131E-03, 1.196E+00
 2.400E+01, 1.086E+01, 1.229E+01, 6.662E-03, 1.196E+00
 2.500E+01, 1.098E+01, 1.269E+01, 7.018E-03, 1.196E+00
 2.600E+01, 1.108E+01, 1.294E+01, 6.806E-03, 1.196E+00
 2.700E+01, 1.117E+01, 1.305E+01, 8.126E-03, 1.196E+00
 2.800E+01, 1.125E+01, 1.313E+01, 7.007E-03, 1.196E+00
 2.900E+01, 1.132E+01, 1.345E+01, 9.259E-03, 1.196E+00
 3.000E+01, 1.139E+01, 1.345E+01, 7.663E-03, 1.196E+00
 3.100E+01, 1.144E+01, 1.299E+01, 8.073E-03, 1.196E+00
 3.200E+01, 1.149E+01, 1.355E+01, 8.492E-03, 1.196E+00
 3.300E+01, 1.154E+01, 1.363E+01, 8.818E-03, 1.196E+00
 3.400E+01, 1.157E+01, 1.321E+01, 7.285E-03, 1.196E+00
 3.500E+01, 1.161E+01, 1.354E+01, 8.695E-03, 1.196E+00
