s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1951288E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6006836E+002, 9.9648704E+000, 1.1951293E+000, 1.7964058E-005, 2.0509541E+002, 2.0372301E+002, 2.0237252E+002, 2.0102193E+002, 1.9967591E+002, 1.9833560E+002, 1.9700030E+002, 1.9567255E+002, 1.9434501E+002, 1.9301607E+002, 1.7991634E+002, 1.6700057E+002, 1.5417528E+002, 1.4131960E+002, 1.2850277E+002, 1.1567998E+002, 1.0281763E+002, 8.9976182E+001, 7.7139380E+001, 6.4277763E+001, 5.1405624E+001, 3.8526229E+001, 2.5649363E+001, 1.2782648E+001, 2.8327734E-002
 3.2000000E+002, 1.0000004E+001, 1.1951286E+000, 1.7964058E-005, 8.8085738E+001, 8.7452366E+001, 8.6836887E+001, 8.6228309E+001, 8.5630047E+001, 8.5032943E+001, 8.4439566E+001, 8.3850044E+001, 8.3265608E+001, 8.2689236E+001, 7.7006730E+001, 7.1456222E+001, 6.5953899E+001, 6.0464788E+001, 5.4951659E+001, 4.9468948E+001, 4.3976622E+001, 3.8471576E+001, 3.2963519E+001, 2.7465809E+001, 2.1959689E+001, 1.6426562E+001, 1.0899590E+001, 5.3988392E+000, 4.5494944E-002
