s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 1.796E-05, 1.196E+00
 2.019E-01, 8.583E+00, 8.724E+00, 9.099E-05, 1.196E+00
 4.000E-01, 2.375E+01, 2.523E+01, 3.460E-03, 1.196E+00
 6.005E-01, 3.719E+01, 4.182E+01, 2.108E-02, 1.196E+00
 8.001E-01, 4.763E+01, 5.849E+01, 3.374E-02, 1.196E+00
 1.000E+00, 5.417E+01, 6.961E+01, 4.135E-02, 1.196E+00
 1.200E+00, 5.860E+01, 7.390E+01, 3.163E-02, 1.196E+00
 1.400E+00, 6.133E+01, 7.757E+01, 4.694E-02, 1.196E+00
 1.600E+00, 6.296E+01, 7.942E+01, 4.354E-02, 1.196E+00
 1.800E+00, 6.410E+01, 8.072E+01, 4.199E-02, 1.196E+00
 2.000E+00, 6.482E+01, 8.264E+01, 4.349E-02, 1.196E+00
 2.200E+00, 6.502E+01, 8.096E+01, 4.118E-02, 1.196E+00
 2.400E+00, 6.513E+01, 8.214E+01, 5.615E-02, 1.196E+00
 2.600E+00, 6.519E+01, 8.392E+01, 5.236E-02, 1.196E+00
 2.800E+00, 6.518E+01, 8.472E+01, 5.191E-02, 1.196E+00
 3.000E+00, 6.539E+01, 8.156E+01, 4.900E-02, 1.196E+00
 3.200E+00, 6.540E+01, 8.289E+01, 4.374E-02, 1.196E+00
 3.400E+00, 6.530E+01, 8.279E+01, 4.075E-02, 1.196E+00
 3.600E+00, 6.531E+01, 8.329E+01, 3.625E-02, 1.196E+00
 3.800E+00, 6.532E+01, 8.271E+01, 3.835E-02, 1.196E+00
 4.000E+00, 6.529E+01, 8.185E+01, 5.370E-02, 1.196E+00
 4.200E+00, 6.531E+01, 8.285E+01, 4.537E-02, 1.196E+00
 4.400E+00, 6.537E+01, 8.148E+01, 4.197E-02, 1.196E+00
 4.600E+00, 6.551E+01, 8.278E+01, 5.332E-02, 1.196E+00
 4.800E+00, 6.554E+01, 8.270E+01, 4.313E-02, 1.196E+00
 5.001E+00, 6.549E+01, 8.258E+01, 5.166E-02, 1.196E+00
 5.200E+00, 6.552E+01, 8.336E+01, 4.404E-02, 1.196E+00
 5.400E+00, 6.545E+01, 8.241E+01, 4.022E-02, 1.196E+00
 5.600E+00, 6.551E+01, 8.270E+01, 4.600E-02, 1.196E+00
 5.800E+00, 6.556E+01, 8.420E+01, 4.489E-02, 1.196E+00
 6.000E+00, 6.567E+01, 8.416E+01, 5.027E-02, 1.196E+00
 6.200E+00, 6.563E+01, 8.263E+01, 5.167E-02, 1.196E+00
 6.400E+00, 6.563E+01, 8.381E+01, 4.900E-02, 1.196E+00
 6.600E+00, 6.569E+01, 8.281E+01, 3.979E-02, 1.196E+00
 6.800E+00, 6.578E+01, 8.296E+01, 3.945E-02, 1.196E+00
 7.000E+00, 6.567E+01, 8.415E+01, 4.506E-02, 1.196E+00
