s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1951288E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6000530E+002, 9.9648242E+000, 1.1951287E+000, 1.7964058E-005, 4.4664290E+002, 4.4286135E+002, 4.3916035E+002, 4.3556680E+002, 4.3207986E+002, 4.2871628E+002, 4.2546102E+002, 4.2231796E+002, 4.1927254E+002, 4.1633469E+002, 3.9037741E+002, 3.6441169E+002, 3.3702269E+002, 3.0907132E+002, 2.8102264E+002, 2.5291248E+002, 2.2474494E+002, 1.9657341E+002, 1.6844474E+002, 1.4045916E+002, 1.1218754E+002, 8.4179393E+001, 5.6213942E+001, 2.7917440E+001, 1.5642195E-001
 3.2000000E+002, 9.9999968E+000, 1.1951288E+000, 1.7964058E-005, 3.4491571E+002, 3.4186245E+002, 3.3888852E+002, 3.3601485E+002, 3.3325183E+002, 3.3060656E+002, 3.2808502E+002, 3.2566537E+002, 3.2334276E+002, 3.2113239E+002, 3.0272538E+002, 2.8359355E+002, 2.6261523E+002, 2.4082052E+002, 2.1875678E+002, 1.9675062E+002, 1.7477335E+002, 1.5296082E+002, 1.3114779E+002, 1.0925167E+002, 8.7330550E+001, 6.5311527E+001, 4.3389544E+001, 2.1543127E+001, 1.8087399E-001
