s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 1.796E-05, 1.196E+00
 2.019E-01, 8.826E+00, 8.861E+00, 9.374E-05, 1.196E+00
 4.001E-01, 2.493E+01, 2.538E+01, 1.052E-03, 1.196E+00
 6.017E-01, 4.033E+01, 4.114E+01, 3.119E-02, 1.196E+00
 8.010E-01, 5.470E+01, 5.615E+01, 6.595E-02, 1.196E+00
 1.001E+00, 6.769E+01, 7.217E+01, 9.035E-02, 1.196E+00
 1.201E+00, 7.925E+01, 8.591E+01, 1.310E-01, 1.196E+00
 1.401E+00, 8.934E+01, 9.378E+01, 1.320E-01, 1.196E+00
 1.600E+00, 9.801E+01, 1.033E+02, 1.215E-01, 1.196E+00
 1.801E+00, 1.054E+02, 1.114E+02, 1.800E-01, 1.196E+00
 2.000E+00, 1.117E+02, 1.202E+02, 1.239E-01, 1.196E+00
 2.200E+00, 1.169E+02, 1.252E+02, 1.580E-01, 1.196E+00
 2.400E+00, 1.212E+02, 1.293E+02, 1.527E-01, 1.196E+00
 2.600E+00, 1.248E+02, 1.324E+02, 1.348E-01, 1.196E+00
 2.800E+00, 1.277E+02, 1.383E+02, 1.491E-01, 1.196E+00
 3.000E+00, 1.301E+02, 1.405E+02, 1.663E-01, 1.196E+00
 3.200E+00, 1.320E+02, 1.388E+02, 1.708E-01, 1.196E+00
 3.400E+00, 1.336E+02, 1.419E+02, 1.609E-01, 1.196E+00
 3.601E+00, 1.349E+02, 1.473E+02, 2.176E-01, 1.196E+00
 3.800E+00, 1.359E+02, 1.454E+02, 1.901E-01, 1.196E+00
 4.000E+00, 1.368E+02, 1.457E+02, 1.767E-01, 1.196E+00
 4.200E+00, 1.374E+02, 1.468E+02, 1.706E-01, 1.196E+00
 4.400E+00, 1.379E+02, 1.478E+02, 1.708E-01, 1.196E+00
 4.600E+00, 1.383E+02, 1.486E+02, 1.615E-01, 1.196E+00
