s,m/s,kg/m3,kg/m/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,"UBAR","RHO","MU","P10","P20","P30","P40","P50","P60","P70","P80","P90","P100","P200","P300","P400","P500","P600","P700","P800","P900","P1000","P1100","P1200","P1300","P1400","P1500","P1600"
 0.0000000E+000, 0.0000000E+000, 1.1954747E+000, 1.7964058E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0006617E+002, 3.9943751E+000, 1.1954746E+000, 1.7964058E-005, 6.3543050E+001, 6.2980381E+001, 6.2484258E+001, 6.2045349E+001, 6.1648341E+001, 6.1266291E+001, 6.0881984E+001, 6.0494474E+001, 6.0108671E+001, 5.9726878E+001, 5.5925453E+001, 5.1927965E+001, 4.7931322E+001, 4.3929687E+001, 3.9932103E+001, 3.5935346E+001, 3.1925664E+001, 2.7930635E+001, 2.3933340E+001, 1.9936728E+001, 1.5938430E+001, 1.1942436E+001, 7.9470304E+000, 3.9481613E+000, 1.2440617E-002
 8.0000000E+002, 3.9999999E+000, 1.1954747E+000, 1.7964058E-005, 4.6244159E+001, 4.5799795E+001, 4.5421524E+001, 4.5102777E+001, 4.4825842E+001, 4.4559164E+001, 4.4287323E+001, 4.4011788E+001, 4.3735988E+001, 4.3464321E+001, 4.0767667E+001, 3.7850430E+001, 3.4935883E+001, 3.2007690E+001, 2.9100562E+001, 2.6186584E+001, 2.3267693E+001, 2.0356035E+001, 1.7436206E+001, 1.4524759E+001, 1.1609836E+001, 8.6930061E+000, 5.7681245E+000, 2.8549306E+000, 1.4186104E-002
