s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00, 2.711E-20, 6.563E-03, 1.796E-05, 1.196E+00
 5.040E+00, 2.115E-02, 2.430E-02, 2.618E-05, 1.196E+00
 1.003E+01, 6.234E-02, 6.376E-02, 2.422E-05, 1.196E+00
 1.502E+01, 1.027E-01, 1.054E-01, 2.193E-05, 1.196E+00
 2.001E+01, 1.425E-01, 1.466E-01, 2.032E-05, 1.196E+00
 2.500E+01, 1.816E-01, 1.885E-01, 1.928E-05, 1.196E+00
 3.004E+01, 2.201E-01, 2.303E-01, 1.942E-05, 1.196E+00
 3.503E+01, 2.578E-01, 2.722E-01, 1.911E-05, 1.196E+00
 4.002E+01, 2.945E-01, 3.141E-01, 1.910E-05, 1.196E+00
 4.501E+01, 3.306E-01, 3.558E-01, 2.001E-05, 1.196E+00
 5.000E+01, 3.659E-01, 3.975E-01, 2.498E-05, 1.196E+00
 5.504E+01, 4.008E-01, 4.421E-01, 5.131E-05, 1.196E+00
 6.002E+01, 4.350E-01, 4.631E-01, 1.507E-04, 1.196E+00
 6.504E+01, 4.682E-01, 5.182E-01, 1.163E-04, 1.196E+00
 7.003E+01, 5.002E-01, 5.803E-01, 2.005E-04, 1.196E+00
 7.503E+01, 5.306E-01, 6.537E-01, 1.810E-04, 1.196E+00
 8.002E+01, 5.594E-01, 6.345E-01, 1.434E-04, 1.196E+00
 8.501E+01, 5.865E-01, 7.006E-01, 1.969E-04, 1.196E+00
 9.001E+01, 6.124E-01, 7.455E-01, 1.822E-04, 1.196E+00
 9.502E+01, 6.373E-01, 7.949E-01, 2.178E-04, 1.196E+00
 1.000E+02, 6.611E-01, 8.638E-01, 2.553E-04, 1.196E+00
 1.050E+02, 6.838E-01, 8.641E-01, 2.226E-04, 1.196E+00
 1.100E+02, 7.053E-01, 9.256E-01, 3.165E-04, 1.196E+00
 1.150E+02, 7.257E-01, 9.285E-01, 2.977E-04, 1.196E+00
 1.200E+02, 7.450E-01, 9.649E-01, 2.639E-04, 1.196E+00
 1.250E+02, 7.631E-01, 9.947E-01, 2.704E-04, 1.196E+00
 1.300E+02, 7.801E-01, 9.698E-01, 2.602E-04, 1.196E+00
 1.350E+02, 7.962E-01, 1.013E+00, 2.880E-04, 1.196E+00
 1.400E+02, 8.114E-01, 1.002E+00, 2.497E-04, 1.196E+00
 1.450E+02, 8.258E-01, 1.084E+00, 3.365E-04, 1.196E+00
 1.500E+02, 8.391E-01, 1.092E+00, 3.736E-04, 1.196E+00
 1.550E+02, 8.515E-01, 1.107E+00, 2.969E-04, 1.196E+00
 1.600E+02, 8.631E-01, 1.131E+00, 3.454E-04, 1.196E+00
 1.650E+02, 8.738E-01, 1.140E+00, 3.049E-04, 1.196E+00
 1.700E+02, 8.842E-01, 1.182E+00, 3.286E-04, 1.196E+00
 1.750E+02, 8.939E-01, 1.130E+00, 3.125E-04, 1.196E+00
 1.800E+02, 9.029E-01, 1.147E+00, 3.755E-04, 1.196E+00
 1.850E+02, 9.112E-01, 1.173E+00, 3.076E-04, 1.196E+00
 1.900E+02, 9.189E-01, 1.176E+00, 3.735E-04, 1.196E+00
 1.950E+02, 9.260E-01, 1.157E+00, 3.324E-04, 1.196E+00
 2.000E+02, 9.326E-01, 1.160E+00, 2.824E-04, 1.196E+00
 2.050E+02, 9.390E-01, 1.220E+00, 3.429E-04, 1.196E+00
 2.100E+02, 9.450E-01, 1.238E+00, 3.763E-04, 1.196E+00
 2.150E+02, 9.507E-01, 1.220E+00, 3.401E-04, 1.196E+00
 2.200E+02, 9.562E-01, 1.228E+00, 3.254E-04, 1.196E+00
 2.250E+02, 9.613E-01, 1.243E+00, 4.138E-04, 1.196E+00
 2.300E+02, 9.661E-01, 1.241E+00, 3.444E-04, 1.196E+00
 2.350E+02, 9.705E-01, 1.271E+00, 3.153E-04, 1.196E+00
 2.400E+02, 9.746E-01, 1.225E+00, 3.578E-04, 1.196E+00
 2.450E+02, 9.784E-01, 1.271E+00, 2.881E-04, 1.196E+00
 2.500E+02, 9.820E-01, 1.276E+00, 4.181E-04, 1.196E+00
 2.550E+02, 9.853E-01, 1.251E+00, 4.150E-04, 1.196E+00
 2.600E+02, 9.883E-01, 1.284E+00, 3.718E-04, 1.196E+00
 2.650E+02, 9.911E-01, 1.299E+00, 3.715E-04, 1.196E+00
 2.700E+02, 9.936E-01, 1.272E+00, 2.843E-04, 1.196E+00
 2.750E+02, 9.959E-01, 1.289E+00, 4.241E-04, 1.196E+00
 2.800E+02, 9.981E-01, 1.314E+00, 3.468E-04, 1.196E+00
 2.850E+02, 1.000E+00, 1.301E+00, 3.557E-04, 1.196E+00
 2.900E+02, 1.002E+00, 1.305E+00, 3.410E-04, 1.196E+00
 2.950E+02, 1.003E+00, 1.290E+00, 3.161E-04, 1.196E+00
 3.000E+02, 1.005E+00, 1.268E+00, 3.495E-04, 1.196E+00
 3.050E+02, 1.006E+00, 1.277E+00, 3.136E-04, 1.196E+00
 3.100E+02, 1.007E+00, 1.289E+00, 3.303E-04, 1.196E+00
 3.150E+02, 1.008E+00, 1.296E+00, 3.910E-04, 1.196E+00
 3.200E+02, 1.009E+00, 1.277E+00, 3.417E-04, 1.196E+00
 3.250E+02, 1.010E+00, 1.275E+00, 3.362E-04, 1.196E+00
 3.300E+02, 1.011E+00, 1.302E+00, 3.142E-04, 1.196E+00
 3.350E+02, 1.012E+00, 1.321E+00, 3.855E-04, 1.196E+00
 3.400E+02, 1.013E+00, 1.282E+00, 3.591E-04, 1.196E+00
 3.450E+02, 1.014E+00, 1.311E+00, 3.760E-04, 1.196E+00
 3.500E+02, 1.014E+00, 1.274E+00, 3.410E-04, 1.196E+00
 3.550E+02, 1.014E+00, 1.308E+00, 3.713E-04, 1.196E+00
 3.600E+02, 1.015E+00, 1.273E+00, 3.224E-04, 1.196E+00
 3.650E+02, 1.015E+00, 1.294E+00, 3.491E-04, 1.196E+00
 3.700E+02, 1.015E+00, 1.321E+00, 4.013E-04, 1.196E+00
 3.750E+02, 1.015E+00, 1.325E+00, 3.652E-04, 1.196E+00
 3.800E+02, 1.015E+00, 1.300E+00, 3.893E-04, 1.196E+00
 3.850E+02, 1.016E+00, 1.294E+00, 3.118E-04, 1.196E+00
 3.900E+02, 1.016E+00, 1.336E+00, 4.128E-04, 1.196E+00
 3.950E+02, 1.017E+00, 1.323E+00, 4.264E-04, 1.196E+00
 4.000E+02, 1.017E+00, 1.323E+00, 3.271E-04, 1.196E+00
 4.050E+02, 1.018E+00, 1.291E+00, 3.415E-04, 1.196E+00
 4.100E+02, 1.018E+00, 1.320E+00, 4.160E-04, 1.196E+00
 4.150E+02, 1.018E+00, 1.309E+00, 3.422E-04, 1.196E+00
 4.200E+02, 1.019E+00, 1.314E+00, 3.120E-04, 1.196E+00
 4.250E+02, 1.018E+00, 1.330E+00, 4.266E-04, 1.196E+00
 4.300E+02, 1.018E+00, 1.287E+00, 3.461E-04, 1.196E+00
 4.350E+02, 1.019E+00, 1.307E+00, 3.862E-04, 1.196E+00
 4.400E+02, 1.019E+00, 1.321E+00, 3.548E-04, 1.196E+00
 4.450E+02, 1.019E+00, 1.271E+00, 3.717E-04, 1.196E+00
 4.500E+02, 1.019E+00, 1.288E+00, 3.237E-04, 1.196E+00
 4.550E+02, 1.019E+00, 1.303E+00, 3.997E-04, 1.196E+00
 4.600E+02, 1.019E+00, 1.294E+00, 3.337E-04, 1.196E+00
 4.650E+02, 1.018E+00, 1.305E+00, 3.367E-04, 1.196E+00
 4.700E+02, 1.018E+00, 1.285E+00, 2.862E-04, 1.196E+00
 4.750E+02, 1.018E+00, 1.302E+00, 3.238E-04, 1.196E+00
 4.800E+02, 1.017E+00, 1.316E+00, 3.633E-04, 1.196E+00
 4.850E+02, 1.017E+00, 1.280E+00, 3.471E-04, 1.196E+00
 4.900E+02, 1.017E+00, 1.309E+00, 3.575E-04, 1.196E+00
 4.950E+02, 1.017E+00, 1.289E+00, 3.148E-04, 1.196E+00
 5.000E+02, 1.018E+00, 1.283E+00, 3.385E-04, 1.196E+00
