s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-5.082E-21,-4.227E-04, 1.796E-05, 1.196E+00
 2.019E-01, 8.682E+00, 8.725E+00, 9.099E-05, 1.196E+00
 4.000E-01, 2.478E+01, 2.523E+01, 3.461E-03, 1.196E+00
 6.002E-01, 4.002E+01, 4.115E+01, 2.275E-02, 1.196E+00
 8.001E-01, 5.403E+01, 5.887E+01, 3.782E-02, 1.196E+00
 1.000E+00, 6.656E+01, 7.573E+01, 4.949E-02, 1.196E+00
 1.200E+00, 7.750E+01, 8.650E+01, 4.330E-02, 1.196E+00
 1.400E+00, 8.684E+01, 9.815E+01, 6.104E-02, 1.196E+00
 1.600E+00, 9.466E+01, 1.074E+02, 6.024E-02, 1.196E+00
 1.800E+00, 1.011E+02, 1.174E+02, 7.003E-02, 1.196E+00
 2.000E+00, 1.062E+02, 1.224E+02, 7.892E-02, 1.196E+00
 2.200E+00, 1.104E+02, 1.291E+02, 6.882E-02, 1.196E+00
 2.400E+00, 1.137E+02, 1.325E+02, 6.784E-02, 1.196E+00
 2.600E+00, 1.161E+02, 1.326E+02, 7.588E-02, 1.196E+00
 2.800E+00, 1.177E+02, 1.351E+02, 7.746E-02, 1.196E+00
 3.000E+00, 1.188E+02, 1.366E+02, 6.656E-02, 1.196E+00
 3.200E+00, 1.197E+02, 1.379E+02, 8.343E-02, 1.196E+00
 3.400E+00, 1.203E+02, 1.389E+02, 8.505E-02, 1.196E+00
 3.600E+00, 1.208E+02, 1.421E+02, 9.181E-02, 1.196E+00
 3.800E+00, 1.212E+02, 1.414E+02, 7.613E-02, 1.196E+00
 4.000E+00, 1.216E+02, 1.413E+02, 6.564E-02, 1.196E+00
 4.200E+00, 1.220E+02, 1.413E+02, 8.196E-02, 1.196E+00
 4.400E+00, 1.222E+02, 1.424E+02, 7.792E-02, 1.196E+00
 4.600E+00, 1.223E+02, 1.422E+02, 7.615E-02, 1.196E+00
 4.800E+00, 1.224E+02, 1.412E+02, 7.612E-02, 1.196E+00
 5.000E+00, 1.224E+02, 1.425E+02, 7.266E-02, 1.196E+00
 5.200E+00, 1.225E+02, 1.440E+02, 9.012E-02, 1.196E+00
 5.400E+00, 1.226E+02, 1.433E+02, 8.325E-02, 1.196E+00
 5.600E+00, 1.226E+02, 1.422E+02, 6.555E-02, 1.196E+00
 5.800E+00, 1.226E+02, 1.427E+02, 8.770E-02, 1.196E+00
 6.000E+00, 1.226E+02, 1.440E+02, 8.277E-02, 1.196E+00
 6.200E+00, 1.227E+02, 1.451E+02, 8.308E-02, 1.196E+00
 6.400E+00, 1.228E+02, 1.397E+02, 8.249E-02, 1.196E+00
 6.600E+00, 1.228E+02, 1.452E+02, 8.160E-02, 1.196E+00
 6.800E+00, 1.228E+02, 1.438E+02, 7.290E-02, 1.196E+00
 7.000E+00, 1.229E+02, 1.434E+02, 7.598E-02, 1.196E+00
