s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,
Time,"SPRINKLER 1","SPRINKLER 2","SPRINKLER 3","SPRINKLER 4","TC_1_01","TC_1_02","TC_1_03","TC_1_04","TC_1_05","TC_1_06","TC_1_07","TC_1_08","TC_1_09","TC_1_10","TC_1_11","TC_1_12","TC_2_01","TC_2_02","TC_2_03","TC_2_04","TC_2_05","TC_2_06","TC_2_07","TC_2_08","TC_2_09","TC_2_10","TC_2_11","TC_2_12","TC_3_01","TC_3_02","TC_3_03","TC_3_04","TC_3_05","TC_3_06","TC_3_07","TC_3_08","TC_3_09","TC_3_10","TC_3_11","TC_3_12","TC_4_01","TC_4_02","TC_4_03","TC_4_04","TC_4_05","TC_4_06","TC_4_07","TC_4_08","TC_4_09","TC_4_10","TC_4_11","TC_4_12","BDP_1_01","BDP_1_02","BDP_1_03","BDP_1_04","BDP_2_01","BDP_2_02","BDP_2_03","BDP_2_04","Acts"
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 5.758E-03, 5.758E-03, 6.168E-03, 8.217E-03, 2.992E-03, 2.992E-03, 5.149E-03, 7.761E-03, 0.000E+00
 4.007E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.003E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 1.998E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.001E+01, 1.670E-02, 1.670E-02, 1.110E-02, 8.842E-03, 2.961E-03, 2.961E-03, 4.100E-03, 8.548E-03, 0.000E+00
 8.005E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.008E+01, 2.006E+01, 2.006E+01, 2.006E+01, 2.006E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.001E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.001E+01, 1.996E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.003E+01, 2.005E+01, 2.839E-02, 2.839E-02, 3.482E-02, 3.467E-02, 4.940E-03, 4.940E-03, 2.936E-03, 9.862E-03, 0.000E+00
 1.200E+01, 2.004E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.040E+01, 2.071E+01, 2.071E+01, 2.071E+01, 2.071E+01, 2.038E+01, 2.038E+01, 2.020E+01, 2.018E+01, 2.019E+01, 2.018E+01, 2.018E+01, 2.002E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.006E+01, 2.006E+01, 2.007E+01, 2.008E+01, 2.008E+01, 2.009E+01, 2.008E+01, 2.002E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.002E+01, 1.998E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.005E+01, 2.006E+01, 2.007E+01, 2.012E+01, 2.298E-01, 2.298E-01, 1.311E-01, 8.583E-02, 5.592E-03, 5.592E-03, 2.624E-03, 9.360E-03, 0.000E+00
 1.600E+01, 2.030E+01, 2.000E+01, 2.000E+01, 2.035E+01, 2.279E+01, 2.387E+01, 2.387E+01, 2.387E+01, 2.387E+01, 2.237E+01, 2.237E+01, 2.142E+01, 2.075E+01, 2.065E+01, 2.048E+01, 2.030E+01, 2.004E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.008E+01, 2.010E+01, 2.010E+01, 2.011E+01, 2.013E+01, 2.014E+01, 2.015E+01, 2.013E+01, 2.003E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.005E+01, 2.006E+01, 2.006E+01, 2.006E+01, 2.006E+01, 2.006E+01, 2.006E+01, 2.004E+01, 2.321E+01, 2.399E+01, 2.399E+01, 2.399E+01, 2.399E+01, 2.315E+01, 2.315E+01, 2.297E+01, 2.275E+01, 2.252E+01, 2.197E+01, 2.057E+01, 4.178E-01, 4.178E-01, 2.779E-01, 2.127E-01, 8.527E-03, 8.527E-03, 5.239E-03, 1.065E-02, 0.000E+00
 2.000E+01, 2.123E+01, 2.000E+01, 2.000E+01, 2.226E+01, 3.082E+01, 3.257E+01, 3.257E+01, 3.257E+01, 3.257E+01, 3.147E+01, 3.147E+01, 2.998E+01, 2.789E+01, 2.638E+01, 2.425E+01, 2.051E+01, 2.006E+01, 2.013E+01, 2.013E+01, 2.013E+01, 2.013E+01, 2.015E+01, 2.015E+01, 2.016E+01, 2.018E+01, 2.020E+01, 2.021E+01, 2.019E+01, 2.004E+01, 2.007E+01, 2.007E+01, 2.007E+01, 2.007E+01, 2.008E+01, 2.008E+01, 2.009E+01, 2.009E+01, 2.009E+01, 2.009E+01, 2.006E+01, 3.813E+01, 4.033E+01, 4.033E+01, 4.033E+01, 4.033E+01, 3.803E+01, 3.803E+01, 3.755E+01, 3.548E+01, 3.061E+01, 2.725E+01, 2.381E+01, 5.074E-01, 5.074E-01, 4.836E-01, 4.390E-01, 1.983E-02, 1.983E-02, 1.530E-02, 1.882E-02, 0.000E+00
 2.400E+01, 2.291E+01, 2.000E+01, 2.011E+01, 2.489E+01, 4.188E+01, 4.446E+01, 4.446E+01, 4.446E+01, 4.446E+01, 4.255E+01, 4.255E+01, 4.054E+01, 3.723E+01, 3.225E+01, 2.667E+01, 2.074E+01, 2.008E+01, 2.016E+01, 2.016E+01, 2.016E+01, 2.016E+01, 2.019E+01, 2.019E+01, 2.021E+01, 2.023E+01, 2.026E+01, 2.027E+01, 2.024E+01, 2.069E+01, 2.156E+01, 2.156E+01, 2.156E+01, 2.156E+01, 2.103E+01, 2.103E+01, 2.087E+01, 2.063E+01, 2.037E+01, 2.020E+01, 2.008E+01, 5.268E+01, 5.607E+01, 5.607E+01, 5.607E+01, 5.607E+01, 5.508E+01, 5.508E+01, 5.527E+01, 4.809E+01, 3.501E+01, 2.688E+01, 2.278E+01, 6.334E-01, 6.334E-01, 4.946E-01, 4.944E-01, 7.367E-02, 7.367E-02, 6.828E-02, 6.891E-02, 0.000E+00
 2.800E+01, 2.496E+01, 2.006E+01, 2.061E+01, 2.777E+01, 5.165E+01, 5.515E+01, 5.515E+01, 5.515E+01, 5.515E+01, 5.268E+01, 5.268E+01, 4.944E+01, 4.595E+01, 3.909E+01, 3.077E+01, 2.110E+01, 2.019E+01, 2.090E+01, 2.090E+01, 2.090E+01, 2.090E+01, 2.097E+01, 2.097E+01, 2.106E+01, 2.108E+01, 2.103E+01, 2.105E+01, 2.063E+01, 2.301E+01, 2.633E+01, 2.633E+01, 2.633E+01, 2.633E+01, 2.605E+01, 2.605E+01, 2.503E+01, 2.398E+01, 2.284E+01, 2.175E+01, 2.012E+01, 6.397E+01, 6.667E+01, 6.667E+01, 6.667E+01, 6.667E+01, 6.561E+01, 6.561E+01, 6.433E+01, 5.667E+01, 4.470E+01, 3.387E+01, 2.199E+01, 4.926E-01, 4.926E-01, 3.103E-01, 2.188E-01, 4.129E-01, 4.129E-01, 3.562E-01, 3.955E-01, 0.000E+00
 3.200E+01, 2.679E+01, 2.077E+01, 2.162E+01, 3.198E+01, 5.911E+01, 6.221E+01, 6.221E+01, 6.221E+01, 6.221E+01, 5.846E+01, 5.846E+01, 5.357E+01, 4.906E+01, 4.284E+01, 3.474E+01, 2.202E+01, 2.443E+01, 2.825E+01, 2.825E+01, 2.825E+01, 2.825E+01, 2.787E+01, 2.787E+01, 2.758E+01, 2.778E+01, 2.772E+01, 2.726E+01, 2.449E+01, 2.826E+01, 3.376E+01, 3.376E+01, 3.376E+01, 3.376E+01, 3.418E+01, 3.418E+01, 3.147E+01, 2.785E+01, 2.514E+01, 2.292E+01, 2.018E+01, 7.607E+01, 7.972E+01, 7.972E+01, 7.972E+01, 7.972E+01, 7.807E+01, 7.807E+01, 7.638E+01, 6.810E+01, 5.784E+01, 4.364E+01, 2.164E+01, 2.803E-01, 2.803E-01, 2.348E-01, 2.641E-01, 5.833E-01, 5.833E-01, 5.077E-01, 4.902E-01, 0.000E+00
 3.600E+01, 2.904E+01, 2.166E+01, 2.315E+01, 3.655E+01, 6.909E+01, 7.083E+01, 7.083E+01, 7.083E+01, 7.083E+01, 6.718E+01, 6.718E+01, 6.152E+01, 5.490E+01, 4.787E+01, 3.910E+01, 2.256E+01, 2.953E+01, 3.420E+01, 3.420E+01, 3.420E+01, 3.420E+01, 3.444E+01, 3.444E+01, 3.368E+01, 3.300E+01, 3.192E+01, 2.980E+01, 2.476E+01, 3.691E+01, 4.244E+01, 4.244E+01, 4.244E+01, 4.244E+01, 4.364E+01, 4.364E+01, 4.046E+01, 3.491E+01, 2.954E+01, 2.527E+01, 2.024E+01, 8.631E+01, 9.076E+01, 9.076E+01, 9.076E+01, 9.076E+01, 8.889E+01, 8.889E+01, 8.615E+01, 7.867E+01, 6.660E+01, 4.878E+01, 2.153E+01, 4.885E-01, 4.885E-01, 4.183E-01, 3.782E-01, 4.756E-01, 4.756E-01, 5.063E-01, 5.459E-01, 0.000E+00
 4.000E+01, 3.194E+01, 2.284E+01, 2.504E+01, 4.111E+01, 7.629E+01, 7.864E+01, 7.864E+01, 7.864E+01, 7.864E+01, 7.581E+01, 7.581E+01, 7.095E+01, 6.379E+01, 5.393E+01, 4.339E+01, 2.357E+01, 3.689E+01, 4.114E+01, 4.114E+01, 4.114E+01, 4.114E+01, 4.262E+01, 4.262E+01, 4.249E+01, 4.057E+01, 3.745E+01, 3.263E+01, 2.347E+01, 4.603E+01, 5.075E+01, 5.075E+01, 5.075E+01, 5.075E+01, 5.205E+01, 5.205E+01, 4.918E+01, 4.239E+01, 3.337E+01, 2.827E+01, 2.045E+01, 9.408E+01, 9.819E+01, 9.819E+01, 9.819E+01, 9.819E+01, 9.681E+01, 9.681E+01, 9.317E+01, 8.596E+01, 7.441E+01, 5.625E+01, 2.190E+01, 5.686E-01, 5.686E-01, 3.683E-01, 2.525E-01, 4.463E-01, 4.463E-01, 5.111E-01, 5.079E-01, 0.000E+00
