s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,SPK_1,TC_1_1,TC_1_2,TC_1_3,TC_1_4,TC_1_5,SPK_2,TC_2_1,TC_2_2,TC_2_3,TC_2_4,TC_2_5,SPK_3,TC_3_1,TC_3_2,TC_3_3,TC_3_4,TC_3_5,SPK_4,TC_4_1,TC_4_2,TC_4_3,TC_4_4,TC_4_5,Acts
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 4.004E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 8.005E+00, 2.700E+01, 2.702E+01, 2.705E+01, 2.744E+01, 2.805E+01, 2.703E+01, 2.700E+01, 2.705E+01, 2.753E+01, 2.872E+01, 3.047E+01, 2.703E+01, 2.700E+01, 2.703E+01, 2.703E+01, 2.704E+01, 2.704E+01, 2.705E+01, 2.700E+01, 2.703E+01, 2.703E+01, 2.703E+01, 2.704E+01, 2.705E+01, 0.000E+00
 1.201E+01, 2.726E+01, 3.977E+01, 3.841E+01, 3.547E+01, 3.726E+01, 2.707E+01, 2.732E+01, 4.353E+01, 4.303E+01, 3.669E+01, 3.575E+01, 2.707E+01, 2.710E+01, 3.446E+01, 3.247E+01, 2.739E+01, 2.710E+01, 2.711E+01, 2.721E+01, 3.902E+01, 3.498E+01, 2.878E+01, 2.710E+01, 2.711E+01, 0.000E+00
 1.600E+01, 2.823E+01, 4.812E+01, 4.719E+01, 3.930E+01, 3.341E+01, 2.710E+01, 2.825E+01, 4.465E+01, 4.446E+01, 4.246E+01, 3.582E+01, 2.715E+01, 2.783E+01, 4.871E+01, 4.305E+01, 2.924E+01, 2.718E+01, 2.720E+01, 2.830E+01, 5.202E+01, 4.450E+01, 2.914E+01, 2.718E+01, 2.719E+01, 0.000E+00
 2.000E+01, 2.904E+01, 5.076E+01, 5.403E+01, 5.347E+01, 4.373E+01, 2.793E+01, 2.900E+01, 5.506E+01, 5.680E+01, 5.406E+01, 4.526E+01, 2.775E+01, 2.911E+01, 5.947E+01, 5.386E+01, 3.647E+01, 2.728E+01, 2.730E+01, 2.950E+01, 5.746E+01, 5.070E+01, 3.336E+01, 2.728E+01, 2.729E+01, 0.000E+00
 2.400E+01, 3.002E+01, 5.586E+01, 5.768E+01, 5.727E+01, 5.231E+01, 2.836E+01, 2.993E+01, 5.671E+01, 6.081E+01, 6.228E+01, 5.259E+01, 3.085E+01, 3.115E+01, 7.108E+01, 6.249E+01, 4.389E+01, 3.284E+01, 2.746E+01, 3.130E+01, 6.460E+01, 5.842E+01, 4.645E+01, 3.216E+01, 2.742E+01, 0.000E+00
 2.801E+01, 3.113E+01, 5.787E+01, 6.582E+01, 6.607E+01, 6.059E+01, 2.789E+01, 3.134E+01, 6.631E+01, 7.069E+01, 6.630E+01, 6.132E+01, 2.794E+01, 3.311E+01, 6.668E+01, 6.159E+01, 4.836E+01, 4.300E+01, 2.995E+01, 3.338E+01, 7.096E+01, 6.421E+01, 4.814E+01, 3.850E+01, 3.106E+01, 0.000E+00
 3.200E+01, 3.295E+01, 7.344E+01, 7.371E+01, 7.053E+01, 6.858E+01, 2.909E+01, 3.384E+01, 7.684E+01, 7.445E+01, 7.012E+01, 6.658E+01, 3.010E+01, 3.503E+01, 7.029E+01, 6.683E+01, 5.224E+01, 4.586E+01, 3.542E+01, 3.534E+01, 7.189E+01, 6.728E+01, 5.166E+01, 4.620E+01, 3.688E+01, 0.000E+00
