s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 4.022E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 8.025E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 1.201E+01, 2.103E+01, 2.344E+01, 2.250E+01, 2.102E+01, 2.101E+01, 2.101E+01, 2.103E+01, 2.360E+01, 2.230E+01, 2.102E+01, 2.101E+01, 2.101E+01, 2.108E+01, 2.535E+01, 2.423E+01, 2.106E+01, 2.101E+01, 2.101E+01, 2.107E+01, 2.493E+01, 2.358E+01, 2.104E+01, 2.101E+01, 2.101E+01, 0.000E+00
 1.603E+01, 2.130E+01, 2.799E+01, 2.482E+01, 2.107E+01, 2.101E+01, 2.101E+01, 2.131E+01, 2.773E+01, 2.442E+01, 2.106E+01, 2.101E+01, 2.101E+01, 2.145E+01, 2.908E+01, 2.523E+01, 2.109E+01, 2.102E+01, 2.101E+01, 2.139E+01, 2.773E+01, 2.375E+01, 2.107E+01, 2.102E+01, 2.101E+01, 0.000E+00
 2.002E+01, 2.169E+01, 2.839E+01, 2.458E+01, 2.107E+01, 2.102E+01, 2.101E+01, 2.169E+01, 2.867E+01, 2.372E+01, 2.107E+01, 2.102E+01, 2.101E+01, 2.187E+01, 2.859E+01, 2.401E+01, 2.107E+01, 2.102E+01, 2.102E+01, 2.183E+01, 2.991E+01, 2.479E+01, 2.108E+01, 2.102E+01, 2.102E+01, 0.000E+00
 2.403E+01, 2.211E+01, 3.035E+01, 2.636E+01, 2.116E+01, 2.102E+01, 2.102E+01, 2.209E+01, 2.929E+01, 2.399E+01, 2.114E+01, 2.102E+01, 2.102E+01, 2.238E+01, 3.248E+01, 2.774E+01, 2.147E+01, 2.103E+01, 2.103E+01, 2.237E+01, 3.196E+01, 2.760E+01, 2.141E+01, 2.103E+01, 2.103E+01, 0.000E+00
 2.802E+01, 2.267E+01, 3.159E+01, 2.762E+01, 2.299E+01, 2.194E+01, 2.103E+01, 2.258E+01, 3.131E+01, 2.722E+01, 2.404E+01, 2.213E+01, 2.103E+01, 2.297E+01, 3.254E+01, 2.928E+01, 2.403E+01, 2.248E+01, 2.105E+01, 2.296E+01, 3.292E+01, 2.928E+01, 2.434E+01, 2.224E+01, 2.105E+01, 0.000E+00
 3.202E+01, 2.321E+01, 3.297E+01, 2.927E+01, 2.428E+01, 2.313E+01, 2.131E+01, 2.309E+01, 3.298E+01, 2.907E+01, 2.446E+01, 2.363E+01, 2.126E+01, 2.364E+01, 3.536E+01, 3.237E+01, 2.449E+01, 2.411E+01, 2.119E+01, 2.365E+01, 3.492E+01, 3.180E+01, 2.454E+01, 2.268E+01, 2.134E+01, 0.000E+00
