s,status,status,status,status
Time,"Act4","Act3","Act2","Act1"
 0.000E+00,-1,-1,-1,-1
 1.417E-01,-1,-1,-1,-1
 2.833E-01,-1,-1,-1,-1
 4.250E-01,-1,-1,-1,-1
 4.958E-01,-1,-1,-1,-1
 6.375E-01,-1,-1,-1,-1
 7.791E-01,-1,-1,-1,-1
 8.500E-01,-1,-1,-1,-1
 9.916E-01,-1,-1,-1,-1
 1.133E+00,-1,-1,-1,-1
 1.204E+00,-1,-1,-1,-1
 1.346E+00,-1,-1,-1,-1
 1.487E+00,-1,-1,-1,-1
 1.619E+00,-1,-1,-1,-1
 1.740E+00,-1,-1,-1,-1
 1.840E+00,-1,-1,-1,-1
 1.929E+00,-1,-1,-1,-1
 2.042E+00,-1,-1,-1,-1
 2.175E+00,-1,-1,-1,-1
 2.286E+00,-1,-1,-1,-1
 2.425E+00,-1,-1,-1,-1
 2.533E+00,-1,-1,-1,-1
 2.657E+00,-1,-1,-1,-1
 2.774E+00,-1,-1,-1,-1
 2.881E+00,-1,-1,-1,-1
 3.009E+00,-1,-1,-1,-1
 3.137E+00,-1,-1,-1,-1
 3.250E+00,-1,-1,-1,-1
 3.378E+00,-1,-1,-1,-1
 3.493E+00,-1,-1,-1,-1
 3.606E+00,-1,-1,-1,-1
 3.736E+00,-1,-1,-1,-1
 3.849E+00,-1,-1,-1,-1
 3.962E+00,-1,-1,-1,-1
 4.091E+00,-1,-1,-1,-1
 4.215E+00,-1,-1,-1,-1
 4.322E+00,-1,-1,-1,-1
 4.446E+00,-1,-1,-1,-1
 4.563E+00,-1,-1,-1,-1
 4.680E+00,-1,-1,-1,-1
 4.817E+00,-1,-1,-1,-1
 4.926E+00,-1,-1,-1,-1
 5.043E+00,-1,-1,-1,-1
 5.176E+00,-1,-1,-1,-1
 5.293E+00,-1,-1,-1,-1
 5.410E+00,-1,-1,-1,-1
 5.525E+00,-1,-1,-1,-1
 5.655E+00,-1,-1,-1,-1
