s,status,status,status,status
Time,Act4,Act3,Act2,Act1
 0.000E+00,-1,-1,-1,-1
 2.026E-01,-1,-1,-1,-1
 3.040E-01,-1,-1,-1,-1
 4.053E-01,-1,-1,-1,-1
 5.066E-01,-1,-1,-1,-1
 6.079E-01,-1,-1,-1,-1
 8.106E-01,-1,-1,-1,-1
 9.119E-01,-1,-1,-1,-1
 1.013E+00,-1,-1,-1,-1
 1.115E+00,-1,-1,-1,-1
 1.216E+00,-1,-1,-1,-1
 1.363E+00,-1,-1,-1,-1
 1.479E+00,-1,-1,-1,-1
 1.594E+00,-1,-1,-1,-1
 1.691E+00,-1,-1,-1,-1
 1.810E+00,-1,-1,-1,-1
 1.942E+00,-1,-1,-1,-1
 2.059E+00,-1,-1,-1,-1
 2.163E+00,-1,-1,-1,-1
 2.296E+00,-1,-1,-1,-1
 2.404E+00,-1,-1,-1,-1
 2.533E+00,-1,-1,-1,-1
 2.653E+00,-1,-1,-1,-1
 2.768E+00,-1,-1,-1,-1
 2.887E+00,-1,-1,-1,-1
 3.004E+00,-1,-1,-1,-1
 3.124E+00,-1,-1,-1,-1
 3.256E+00,-1,-1,-1,-1
 3.371E+00,-1,-1,-1,-1
 3.489E+00,-1,-1,-1,-1
 3.607E+00,-1,-1,-1,-1
 3.734E+00,-1,-1,-1,-1
 3.852E+00,-1,-1,-1,-1
 3.961E+00,-1,-1,-1,-1
 4.094E+00,-1,-1,-1,-1
 4.218E+00,-1,-1,-1,-1
 4.334E+00,-1,-1,-1,-1
 4.451E+00,-1,-1,-1,-1
 4.570E+00,-1,-1,-1,-1
 4.694E+00,-1,-1,-1,-1
 4.812E+00,-1,-1,-1,-1
 4.923E+00,-1,-1,-1,-1
 5.055E+00,-1,-1,-1,-1
 5.167E+00,-1,-1,-1,-1
 5.291E+00,-1,-1,-1,-1
 5.405E+00,-1,-1,-1,-1
 5.529E+00,-1,-1,-1,-1
 5.653E+00,-1,-1,-1,-1
 5.769E+00,-1,-1,-1,-1
