s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,SPK_1,TC_1_1,TC_1_2,TC_1_3,TC_1_4,TC_1_5,SPK_2,TC_2_1,TC_2_2,TC_2_3,TC_2_4,TC_2_5,SPK_3,TC_3_1,TC_3_2,TC_3_3,TC_3_4,TC_3_5,SPK_4,TC_4_1,TC_4_2,TC_4_3,TC_4_4,TC_4_5,Acts
 0.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 4.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 0.000E+00
 8.008E+00, 2.800E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.802E+01, 2.800E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.801E+01, 2.802E+01, 2.800E+01, 2.802E+01, 2.802E+01, 2.803E+01, 2.804E+01, 2.805E+01, 2.800E+01, 2.802E+01, 2.802E+01, 2.803E+01, 2.804E+01, 2.804E+01, 0.000E+00
 1.200E+01, 2.803E+01, 3.131E+01, 3.200E+01, 3.249E+01, 3.261E+01, 2.804E+01, 2.802E+01, 3.055E+01, 3.092E+01, 3.132E+01, 3.100E+01, 2.804E+01, 2.800E+01, 2.805E+01, 2.806E+01, 2.807E+01, 2.809E+01, 2.810E+01, 2.800E+01, 2.805E+01, 2.805E+01, 2.807E+01, 2.809E+01, 2.810E+01, 0.000E+00
 1.601E+01, 2.831E+01, 3.807E+01, 3.874E+01, 3.811E+01, 3.424E+01, 2.807E+01, 2.830E+01, 3.879E+01, 3.833E+01, 3.580E+01, 3.342E+01, 2.806E+01, 2.804E+01, 3.344E+01, 3.253E+01, 2.944E+01, 2.815E+01, 2.816E+01, 2.803E+01, 3.132E+01, 2.972E+01, 3.002E+01, 2.814E+01, 2.816E+01, 0.000E+00
 2.000E+01, 2.902E+01, 4.657E+01, 4.242E+01, 3.855E+01, 3.705E+01, 2.810E+01, 2.894E+01, 3.835E+01, 3.730E+01, 3.749E+01, 3.735E+01, 2.809E+01, 2.865E+01, 4.116E+01, 3.480E+01, 2.951E+01, 2.821E+01, 2.823E+01, 2.824E+01, 3.599E+01, 3.456E+01, 3.076E+01, 2.820E+01, 2.823E+01, 0.000E+00
 2.401E+01, 2.988E+01, 5.216E+01, 5.298E+01, 5.105E+01, 4.518E+01, 2.985E+01, 2.928E+01, 4.287E+01, 4.439E+01, 4.471E+01, 4.234E+01, 2.965E+01, 2.902E+01, 3.713E+01, 3.443E+01, 3.166E+01, 2.865E+01, 2.827E+01, 2.851E+01, 3.851E+01, 3.872E+01, 3.435E+01, 2.922E+01, 2.825E+01, 0.000E+00
 2.801E+01, 3.085E+01, 5.580E+01, 5.483E+01, 5.278E+01, 5.392E+01, 3.215E+01, 2.983E+01, 5.131E+01, 5.406E+01, 5.364E+01, 5.013E+01, 3.300E+01, 2.946E+01, 4.264E+01, 3.965E+01, 3.830E+01, 3.790E+01, 3.248E+01, 2.900E+01, 4.597E+01, 4.544E+01, 4.105E+01, 3.898E+01, 3.309E+01, 0.000E+00
 3.201E+01, 3.243E+01, 6.976E+01, 6.913E+01, 6.500E+01, 5.735E+01, 2.962E+01, 3.060E+01, 6.149E+01, 6.116E+01, 5.838E+01, 5.485E+01, 3.047E+01, 3.023E+01, 5.566E+01, 5.073E+01, 4.892E+01, 4.660E+01, 3.284E+01, 2.992E+01, 5.613E+01, 5.471E+01, 4.847E+01, 4.204E+01, 3.377E+01, 0.000E+00
 3.600E+01, 3.465E+01, 7.147E+01, 7.075E+01, 6.768E+01, 6.516E+01, 2.926E+01, 3.243E+01, 6.917E+01, 6.790E+01, 6.739E+01, 6.479E+01, 2.949E+01, 3.139E+01, 5.619E+01, 5.303E+01, 5.443E+01, 5.332E+01, 3.889E+01, 3.112E+01, 6.103E+01, 5.685E+01, 5.431E+01, 5.024E+01, 3.957E+01, 0.000E+00
 4.000E+01, 3.680E+01, 8.306E+01, 8.088E+01, 7.686E+01, 7.494E+01, 3.825E+01, 3.374E+01, 7.482E+01, 7.691E+01, 7.482E+01, 7.320E+01, 3.747E+01, 3.208E+01, 5.762E+01, 5.917E+01, 5.918E+01, 5.715E+01, 4.183E+01, 3.202E+01, 5.726E+01, 5.751E+01, 5.681E+01, 5.333E+01, 4.249E+01, 0.000E+00
 4.400E+01, 3.925E+01, 8.467E+01, 8.339E+01, 8.351E+01, 7.811E+01, 4.099E+01, 3.606E+01, 8.746E+01, 8.397E+01, 8.253E+01, 7.968E+01, 4.215E+01, 3.320E+01, 6.460E+01, 6.665E+01, 6.693E+01, 6.170E+01, 4.880E+01, 3.317E+01, 5.999E+01, 6.171E+01, 6.325E+01, 6.144E+01, 4.883E+01, 0.000E+00
 4.800E+01, 4.163E+01, 9.686E+01, 9.812E+01, 9.294E+01, 8.534E+01, 4.417E+01, 3.933E+01, 9.767E+01, 9.613E+01, 9.311E+01, 8.916E+01, 4.505E+01, 3.416E+01, 6.695E+01, 6.967E+01, 7.236E+01, 6.906E+01, 5.677E+01, 3.419E+01, 6.545E+01, 6.647E+01, 6.670E+01, 6.759E+01, 5.448E+01, 0.000E+00
 5.200E+01, 4.463E+01, 1.029E+02, 1.014E+02, 9.636E+01, 9.347E+01, 4.917E+01, 4.232E+01, 9.911E+01, 9.828E+01, 9.478E+01, 8.972E+01, 4.593E+01, 3.526E+01, 7.053E+01, 7.519E+01, 7.991E+01, 7.446E+01, 6.093E+01, 3.557E+01, 7.526E+01, 7.606E+01, 7.819E+01, 7.653E+01, 5.838E+01, 0.000E+00
 5.600E+01, 4.847E+01, 1.171E+02, 1.124E+02, 1.082E+02, 1.039E+02, 5.506E+01, 4.570E+01, 1.126E+02, 1.141E+02, 1.126E+02, 1.011E+02, 5.239E+01, 3.700E+01, 8.173E+01, 8.506E+01, 8.604E+01, 8.109E+01, 6.532E+01, 3.730E+01, 7.848E+01, 8.028E+01, 8.239E+01, 8.286E+01, 6.584E+01, 0.000E+00
