s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,SPK_1,TC_1_1,TC_1_2,TC_1_3,TC_1_4,TC_1_5,SPK_2,TC_2_1,TC_2_2,TC_2_3,TC_2_4,TC_2_5,SPK_3,TC_3_1,TC_3_2,TC_3_3,TC_3_4,TC_3_5,SPK_4,TC_4_1,TC_4_2,TC_4_3,TC_4_4,TC_4_5,Acts
 0.000E+00, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 0.000E+00
 4.044E+00, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 0.000E+00
 8.012E+00, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 0.000E+00
 1.201E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 0.000E+00
 1.601E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.301E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.300E+01, 2.301E+01, 2.301E+01, 2.302E+01, 2.302E+01, 2.302E+01, 0.000E+00
 2.001E+01, 2.300E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.300E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.302E+01, 2.300E+01, 2.302E+01, 2.302E+01, 2.303E+01, 2.303E+01, 2.303E+01, 2.300E+01, 2.302E+01, 2.302E+01, 2.303E+01, 2.303E+01, 2.303E+01, 0.000E+00
 2.402E+01, 2.300E+01, 2.302E+01, 2.303E+01, 2.303E+01, 2.303E+01, 2.303E+01, 2.300E+01, 2.303E+01, 2.303E+01, 2.305E+01, 2.303E+01, 2.303E+01, 2.300E+01, 2.358E+01, 2.334E+01, 2.304E+01, 2.304E+01, 2.304E+01, 2.300E+01, 2.358E+01, 2.331E+01, 2.304E+01, 2.304E+01, 2.304E+01, 0.000E+00
 2.802E+01, 2.303E+01, 2.514E+01, 2.420E+01, 2.329E+01, 2.306E+01, 2.304E+01, 2.303E+01, 2.502E+01, 2.457E+01, 2.350E+01, 2.307E+01, 2.304E+01, 2.311E+01, 2.767E+01, 2.576E+01, 2.401E+01, 2.306E+01, 2.306E+01, 2.310E+01, 2.719E+01, 2.536E+01, 2.447E+01, 2.308E+01, 2.306E+01, 0.000E+00
 3.201E+01, 2.319E+01, 2.838E+01, 2.661E+01, 2.548E+01, 2.325E+01, 2.306E+01, 2.317E+01, 2.794E+01, 2.576E+01, 2.433E+01, 2.308E+01, 2.306E+01, 2.342E+01, 3.214E+01, 3.000E+01, 2.506E+01, 2.308E+01, 2.308E+01, 2.344E+01, 3.360E+01, 3.072E+01, 2.516E+01, 2.325E+01, 2.308E+01, 0.000E+00
