s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,SPK_1,TC_1_1,TC_1_2,TC_1_3,TC_1_4,TC_1_5,SPK_2,TC_2_1,TC_2_2,TC_2_3,TC_2_4,TC_2_5,SPK_3,TC_3_1,TC_3_2,TC_3_3,TC_3_4,TC_3_5,SPK_4,TC_4_1,TC_4_2,TC_4_3,TC_4_4,TC_4_5,Acts
 0.000E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 4.004E+00, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 0.000E+00
 8.008E+00, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.757E+01, 4.326E+01, 4.119E+01, 3.887E+01, 3.230E+01, 2.707E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.701E+01, 2.701E+01, 0.000E+00
 1.200E+01, 2.750E+01, 4.448E+01, 4.364E+01, 4.189E+01, 3.252E+01, 2.704E+01, 2.962E+01, 5.983E+01, 5.647E+01, 5.298E+01, 3.880E+01, 2.713E+01, 2.700E+01, 2.702E+01, 2.702E+01, 2.702E+01, 2.702E+01, 2.705E+01, 2.700E+01, 2.701E+01, 2.701E+01, 2.701E+01, 2.702E+01, 2.702E+01, 0.000E+00
 1.601E+01, 2.944E+01, 5.819E+01, 5.552E+01, 5.096E+01, 3.259E+01, 2.708E+01, 3.244E+01, 6.751E+01, 6.535E+01, 6.118E+01, 4.618E+01, 2.721E+01, 2.700E+01, 2.705E+01, 2.704E+01, 2.704E+01, 2.704E+01, 2.709E+01, 2.700E+01, 2.701E+01, 2.702E+01, 2.702E+01, 2.703E+01, 2.703E+01, 0.000E+00
 2.001E+01, 3.190E+01, 6.713E+01, 6.634E+01, 6.178E+01, 4.717E+01, 2.714E+01, 3.580E+01, 8.134E+01, 8.130E+01, 7.719E+01, 5.310E+01, 2.730E+01, 2.700E+01, 2.708E+01, 2.707E+01, 2.707E+01, 2.707E+01, 2.713E+01, 2.720E+01, 3.763E+01, 3.830E+01, 3.713E+01, 3.437E+01, 2.712E+01, 0.000E+00
 2.400E+01, 3.451E+01, 7.324E+01, 7.043E+01, 6.680E+01, 5.783E+01, 2.722E+01, 4.018E+01, 8.445E+01, 8.265E+01, 8.033E+01, 5.772E+01, 2.738E+01, 2.701E+01, 2.799E+01, 2.769E+01, 2.724E+01, 2.709E+01, 2.717E+01, 2.786E+01, 4.361E+01, 4.533E+01, 4.730E+01, 4.441E+01, 3.356E+01, 0.000E+00
 2.801E+01, 3.734E+01, 7.640E+01, 7.549E+01, 7.257E+01, 6.605E+01, 2.727E+01, 4.465E+01, 1.001E+02, 9.293E+01, 8.786E+01, 7.409E+01, 2.753E+01, 2.737E+01, 4.087E+01, 4.195E+01, 4.082E+01, 3.796E+01, 2.836E+01, 2.875E+01, 5.172E+01, 5.303E+01, 5.506E+01, 4.362E+01, 2.989E+01, 0.000E+00
 3.200E+01, 4.061E+01, 8.917E+01, 8.902E+01, 8.681E+01, 7.976E+01, 2.737E+01, 5.065E+01, 1.108E+02, 1.082E+02, 1.064E+02, 8.967E+01, 2.778E+01, 2.841E+01, 5.310E+01, 5.392E+01, 5.338E+01, 4.382E+01, 3.284E+01, 2.983E+01, 5.773E+01, 5.930E+01, 5.805E+01, 5.254E+01, 2.812E+01, 0.000E+00
