s,status,status,status,status
Time,"Act4","Act3","Act2","Act1"
 0.000E+00,-1,-1,-1,-1
 1.417E-01,-1,-1,-1,-1
 2.833E-01,-1,-1,-1,-1
 4.250E-01,-1,-1,-1,-1
 4.958E-01,-1,-1,-1,-1
 6.375E-01,-1,-1,-1,-1
 7.791E-01,-1,-1,-1,-1
 8.500E-01,-1,-1,-1,-1
 9.916E-01,-1,-1,-1,-1
 1.133E+00,-1,-1,-1,-1
 1.204E+00,-1,-1,-1,-1
 1.346E+00,-1,-1,-1,-1
 1.487E+00,-1,-1,-1,-1
 1.619E+00,-1,-1,-1,-1
 1.740E+00,-1,-1,-1,-1
 1.841E+00,-1,-1,-1,-1
 1.930E+00,-1,-1,-1,-1
 2.043E+00,-1,-1,-1,-1
 2.174E+00,-1,-1,-1,-1
 2.285E+00,-1,-1,-1,-1
 2.418E+00,-1,-1,-1,-1
 2.524E+00,-1,-1,-1,-1
 2.653E+00,-1,-1,-1,-1
 2.769E+00,-1,-1,-1,-1
 2.894E+00,-1,-1,-1,-1
 3.018E+00,-1,-1,-1,-1
 3.128E+00,-1,-1,-1,-1
 3.241E+00,-1,-1,-1,-1
 3.366E+00,-1,-1,-1,-1
 3.482E+00,-1,-1,-1,-1
 3.607E+00,-1,-1,-1,-1
 3.732E+00,-1,-1,-1,-1
 3.841E+00,-1,-1,-1,-1
 3.966E+00,-1,-1,-1,-1
 4.091E+00,-1,-1,-1,-1
 4.203E+00,-1,-1,-1,-1
 4.332E+00,-1,-1,-1,-1
 4.450E+00,-1,-1,-1,-1
 4.567E+00,-1,-1,-1,-1
 4.684E+00,-1,-1,-1,-1
 4.801E+00,-1,-1,-1,-1
 4.928E+00,-1,-1,-1,-1
 5.042E+00,-1,-1,-1,-1
 5.164E+00,-1,-1,-1,-1
 5.294E+00,-1,-1,-1,-1
 5.401E+00,-1,-1,-1,-1
 5.523E+00,-1,-1,-1,-1
 5.650E+00,-1,-1,-1,-1
