s,status,status,status,status
Time,"Act4","Act3","Act2","Act1"
 0.000E+00,-1,-1,-1,-1
 1.430E-01,-1,-1,-1,-1
 2.861E-01,-1,-1,-1,-1
 4.291E-01,-1,-1,-1,-1
 5.007E-01,-1,-1,-1,-1
 6.437E-01,-1,-1,-1,-1
 7.868E-01,-1,-1,-1,-1
 8.583E-01,-1,-1,-1,-1
 1.001E+00,-1,-1,-1,-1
 1.144E+00,-1,-1,-1,-1
 1.216E+00,-1,-1,-1,-1
 1.359E+00,-1,-1,-1,-1
 1.502E+00,-1,-1,-1,-1
 1.574E+00,-1,-1,-1,-1
 1.689E+00,-1,-1,-1,-1
 1.834E+00,-1,-1,-1,-1
 1.957E+00,-1,-1,-1,-1
 2.056E+00,-1,-1,-1,-1
 2.170E+00,-1,-1,-1,-1
 2.292E+00,-1,-1,-1,-1
 2.420E+00,-1,-1,-1,-1
 2.524E+00,-1,-1,-1,-1
 2.642E+00,-1,-1,-1,-1
 2.773E+00,-1,-1,-1,-1
 2.885E+00,-1,-1,-1,-1
 3.016E+00,-1,-1,-1,-1
 3.128E+00,-1,-1,-1,-1
 3.240E+00,-1,-1,-1,-1
 3.371E+00,-1,-1,-1,-1
 3.483E+00,-1,-1,-1,-1
 3.616E+00,-1,-1,-1,-1
 3.727E+00,-1,-1,-1,-1
 3.853E+00,-1,-1,-1,-1
 3.969E+00,-1,-1,-1,-1
 4.089E+00,-1,-1,-1,-1
 4.212E+00,-1,-1,-1,-1
 4.324E+00,-1,-1,-1,-1
 4.445E+00,-1,-1,-1,-1
 4.572E+00,-1,-1,-1,-1
 4.688E+00,-1,-1,-1,-1
 4.810E+00,-1,-1,-1,-1
 4.929E+00,-1,-1,-1,-1
 5.048E+00,-1,-1,-1,-1
 5.168E+00,-1,-1,-1,-1
 5.287E+00,-1,-1,-1,-1
 5.409E+00,-1,-1,-1,-1
 5.525E+00,-1,-1,-1,-1
 5.648E+00,-1,-1,-1,-1
