s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 4.002E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 8.004E+00, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 0.000E+00
 1.202E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.124E+01, 2.889E+01, 2.625E+01, 2.113E+01, 2.101E+01, 2.101E+01, 2.120E+01, 2.823E+01, 2.480E+01, 2.108E+01, 2.101E+01, 2.101E+01, 0.000E+00
 1.602E+01, 2.101E+01, 2.212E+01, 2.202E+01, 2.126E+01, 2.101E+01, 2.101E+01, 2.102E+01, 2.283E+01, 2.247E+01, 2.125E+01, 2.101E+01, 2.101E+01, 2.188E+01, 3.311E+01, 2.563E+01, 2.109E+01, 2.102E+01, 2.102E+01, 2.179E+01, 3.240E+01, 2.575E+01, 2.108E+01, 2.102E+01, 2.102E+01, 0.000E+00
 2.000E+01, 2.113E+01, 2.447E+01, 2.331E+01, 2.154E+01, 2.101E+01, 2.101E+01, 2.120E+01, 2.574E+01, 2.311E+01, 2.167E+01, 2.101E+01, 2.101E+01, 2.268E+01, 3.348E+01, 2.670E+01, 2.111E+01, 2.103E+01, 2.103E+01, 2.255E+01, 3.413E+01, 2.701E+01, 2.113E+01, 2.103E+01, 2.103E+01, 0.000E+00
 2.402E+01, 2.133E+01, 2.650E+01, 2.507E+01, 2.140E+01, 2.101E+01, 2.102E+01, 2.147E+01, 2.720E+01, 2.499E+01, 2.129E+01, 2.101E+01, 2.102E+01, 2.353E+01, 3.666E+01, 2.841E+01, 2.124E+01, 2.104E+01, 2.104E+01, 2.350E+01, 3.774E+01, 2.817E+01, 2.121E+01, 2.104E+01, 2.104E+01, 0.000E+00
 2.801E+01, 2.166E+01, 2.843E+01, 2.554E+01, 2.188E+01, 2.102E+01, 2.103E+01, 2.178E+01, 2.776E+01, 2.586E+01, 2.297E+01, 2.148E+01, 2.103E+01, 2.444E+01, 3.779E+01, 2.994E+01, 2.396E+01, 2.106E+01, 2.106E+01, 2.455E+01, 3.915E+01, 3.063E+01, 2.332E+01, 2.105E+01, 2.105E+01, 0.000E+00
 3.202E+01, 2.209E+01, 3.095E+01, 2.889E+01, 2.578E+01, 2.330E+01, 2.161E+01, 2.217E+01, 3.019E+01, 2.736E+01, 2.630E+01, 2.422E+01, 2.338E+01, 2.545E+01, 4.060E+01, 3.268E+01, 2.424E+01, 2.116E+01, 2.108E+01, 2.574E+01, 4.304E+01, 3.392E+01, 2.328E+01, 2.113E+01, 2.107E+01, 0.000E+00
