s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 0.000E+00
 4.012E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 0.000E+00
 8.005E+00, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.802E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.800E+01, 2.801E+01, 2.802E+01, 2.803E+01, 3.238E+01, 3.579E+01, 3.588E+01, 3.715E+01, 2.804E+01, 2.802E+01, 3.239E+01, 3.222E+01, 3.346E+01, 3.600E+01, 2.804E+01, 0.000E+00
 1.201E+01, 2.800E+01, 2.813E+01, 2.856E+01, 2.883E+01, 2.840E+01, 2.804E+01, 2.800E+01, 2.846E+01, 2.908E+01, 2.988E+01, 3.056E+01, 2.804E+01, 2.904E+01, 5.861E+01, 4.455E+01, 3.848E+01, 2.879E+01, 2.810E+01, 2.904E+01, 5.717E+01, 4.551E+01, 3.955E+01, 3.137E+01, 2.810E+01, 0.000E+00
 1.601E+01, 2.823E+01, 3.938E+01, 4.021E+01, 3.991E+01, 3.676E+01, 2.805E+01, 2.821E+01, 3.725E+01, 3.742E+01, 3.731E+01, 3.733E+01, 2.805E+01, 3.042E+01, 5.681E+01, 4.773E+01, 4.773E+01, 3.040E+01, 2.818E+01, 3.062E+01, 6.019E+01, 4.596E+01, 3.938E+01, 2.819E+01, 2.818E+01, 0.000E+00
 2.001E+01, 2.883E+01, 4.451E+01, 4.429E+01, 4.315E+01, 3.636E+01, 3.161E+01, 2.883E+01, 4.383E+01, 4.554E+01, 4.567E+01, 4.219E+01, 3.116E+01, 3.258E+01, 8.041E+01, 5.578E+01, 3.879E+01, 2.839E+01, 2.831E+01, 3.276E+01, 7.050E+01, 5.349E+01, 4.533E+01, 2.839E+01, 2.829E+01, 0.000E+00
 2.400E+01, 2.942E+01, 4.530E+01, 4.619E+01, 4.572E+01, 4.206E+01, 3.421E+01, 2.955E+01, 4.716E+01, 4.803E+01, 4.474E+01, 4.183E+01, 3.514E+01, 3.518E+01, 7.013E+01, 5.350E+01, 4.818E+01, 2.890E+01, 2.841E+01, 3.474E+01, 6.929E+01, 5.565E+01, 4.615E+01, 2.980E+01, 2.839E+01, 0.000E+00
 2.800E+01, 2.996E+01, 4.713E+01, 4.815E+01, 5.039E+01, 5.113E+01, 3.502E+01, 3.027E+01, 4.817E+01, 5.116E+01, 5.400E+01, 4.996E+01, 3.680E+01, 3.844E+01, 8.710E+01, 5.996E+01, 4.939E+01, 3.436E+01, 2.849E+01, 3.806E+01, 8.820E+01, 6.339E+01, 5.420E+01, 3.281E+01, 2.847E+01, 0.000E+00
 3.200E+01, 3.074E+01, 5.027E+01, 5.148E+01, 5.446E+01, 5.493E+01, 3.874E+01, 3.130E+01, 5.836E+01, 5.898E+01, 5.854E+01, 5.567E+01, 3.734E+01, 4.145E+01, 8.070E+01, 6.664E+01, 6.249E+01, 3.698E+01, 2.885E+01, 4.144E+01, 8.497E+01, 6.956E+01, 6.756E+01, 4.643E+01, 3.054E+01, 0.000E+00
 3.601E+01, 3.178E+01, 5.572E+01, 5.843E+01, 6.070E+01, 5.826E+01, 3.869E+01, 3.254E+01, 5.904E+01, 5.954E+01, 6.007E+01, 5.713E+01, 3.443E+01, 4.444E+01, 8.549E+01, 8.177E+01, 7.456E+01, 4.855E+01, 3.369E+01, 4.424E+01, 8.594E+01, 8.595E+01, 8.558E+01, 4.879E+01, 3.370E+01, 0.000E+00
 4.000E+01, 3.285E+01, 6.106E+01, 6.320E+01, 6.926E+01, 6.733E+01, 4.117E+01, 3.367E+01, 6.371E+01, 6.576E+01, 6.705E+01, 6.609E+01, 3.462E+01, 4.728E+01, 9.463E+01, 8.303E+01, 7.506E+01, 4.896E+01, 3.543E+01, 4.794E+01, 9.849E+01, 8.865E+01, 7.554E+01, 4.817E+01, 3.454E+01, 0.000E+00
 4.400E+01, 3.436E+01, 6.893E+01, 6.868E+01, 6.872E+01, 6.571E+01, 3.696E+01, 3.521E+01, 7.092E+01, 7.167E+01, 7.180E+01, 7.215E+01, 4.979E+01, 5.070E+01, 1.024E+02, 9.322E+01, 8.838E+01, 5.515E+01, 3.530E+01, 5.206E+01, 1.098E+02, 9.756E+01, 8.682E+01, 5.725E+01, 3.281E+01, 0.000E+00
 4.800E+01, 3.587E+01, 7.210E+01, 7.356E+01, 7.324E+01, 7.811E+01, 4.870E+01, 3.696E+01, 6.921E+01, 6.964E+01, 7.129E+01, 7.305E+01, 3.624E+01, 5.445E+01, 1.042E+02, 1.007E+02, 9.401E+01, 8.353E+01, 4.068E+01, 5.576E+01, 1.029E+02, 9.961E+01, 8.925E+01, 6.528E+01, 4.227E+01, 0.000E+00
 5.201E+01, 3.753E+01, 7.478E+01, 7.762E+01, 8.103E+01, 8.018E+01, 5.342E+01, 3.831E+01, 7.335E+01, 7.629E+01, 8.071E+01, 8.049E+01, 4.358E+01, 5.900E+01, 1.276E+02, 1.035E+02, 9.575E+01, 7.451E+01, 4.187E+01, 5.963E+01, 1.180E+02, 1.125E+02, 1.028E+02, 6.345E+01, 4.418E+01, 0.000E+00
 5.601E+01, 3.911E+01, 8.490E+01, 9.120E+01, 9.492E+01, 9.048E+01, 6.570E+01, 3.994E+01, 8.313E+01, 8.034E+01, 8.550E+01, 8.848E+01, 5.945E+01, 6.339E+01, 1.145E+02, 1.189E+02, 1.054E+02, 6.512E+01, 4.461E+01, 6.302E+01, 1.048E+02, 1.223E+02, 1.135E+02, 7.463E+01, 4.452E+01, 0.000E+00
