s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 0.000E+00
 4.014E+00, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 2.200E+01, 0.000E+00
 8.004E+00, 2.200E+01, 2.202E+01, 2.202E+01, 2.203E+01, 2.203E+01, 2.202E+01, 2.200E+01, 2.202E+01, 2.202E+01, 2.203E+01, 2.203E+01, 2.202E+01, 2.200E+01, 2.202E+01, 2.203E+01, 2.203E+01, 2.204E+01, 2.203E+01, 2.200E+01, 2.202E+01, 2.203E+01, 2.203E+01, 2.204E+01, 2.203E+01, 0.000E+00
 1.201E+01, 2.200E+01, 2.205E+01, 2.206E+01, 2.225E+01, 2.206E+01, 2.206E+01, 2.200E+01, 2.205E+01, 2.206E+01, 2.215E+01, 2.206E+01, 2.206E+01, 2.200E+01, 2.206E+01, 2.207E+01, 2.228E+01, 2.209E+01, 2.208E+01, 2.200E+01, 2.205E+01, 2.206E+01, 2.217E+01, 2.209E+01, 2.208E+01, 0.000E+00
 1.600E+01, 2.210E+01, 2.880E+01, 2.533E+01, 2.383E+01, 2.288E+01, 2.210E+01, 2.209E+01, 2.753E+01, 2.550E+01, 2.365E+01, 2.230E+01, 2.210E+01, 2.225E+01, 3.485E+01, 2.877E+01, 2.584E+01, 2.356E+01, 2.215E+01, 2.228E+01, 3.730E+01, 3.393E+01, 3.021E+01, 2.347E+01, 2.215E+01, 0.000E+00
 2.001E+01, 2.304E+01, 4.800E+01, 4.185E+01, 3.227E+01, 2.590E+01, 2.216E+01, 2.303E+01, 5.022E+01, 4.182E+01, 2.844E+01, 2.314E+01, 2.217E+01, 2.358E+01, 4.952E+01, 4.099E+01, 3.403E+01, 2.440E+01, 2.219E+01, 2.385E+01, 5.795E+01, 5.087E+01, 3.053E+01, 2.305E+01, 2.219E+01, 0.000E+00
 2.400E+01, 2.436E+01, 4.998E+01, 4.708E+01, 3.225E+01, 2.624E+01, 2.479E+01, 2.498E+01, 5.551E+01, 4.837E+01, 3.419E+01, 2.533E+01, 2.439E+01, 2.513E+01, 5.648E+01, 5.295E+01, 3.445E+01, 2.543E+01, 2.399E+01, 2.572E+01, 5.534E+01, 4.627E+01, 3.215E+01, 2.804E+01, 2.518E+01, 0.000E+00
 2.801E+01, 2.554E+01, 4.463E+01, 4.422E+01, 3.933E+01, 3.688E+01, 3.349E+01, 2.616E+01, 3.955E+01, 4.095E+01, 3.968E+01, 3.571E+01, 3.536E+01, 2.717E+01, 5.839E+01, 5.029E+01, 4.208E+01, 3.854E+01, 3.296E+01, 2.757E+01, 5.997E+01, 5.334E+01, 4.468E+01, 4.136E+01, 3.359E+01, 0.000E+00
 3.200E+01, 2.637E+01, 5.617E+01, 5.863E+01, 5.310E+01, 4.605E+01, 3.671E+01, 2.717E+01, 6.030E+01, 5.545E+01, 4.925E+01, 4.146E+01, 4.013E+01, 2.882E+01, 6.385E+01, 5.731E+01, 5.099E+01, 4.412E+01, 3.828E+01, 2.925E+01, 6.905E+01, 6.809E+01, 5.893E+01, 4.553E+01, 3.463E+01, 0.000E+00
