s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
Time,"SPK_1","TC_1_1","TC_1_2","TC_1_3","TC_1_4","TC_1_5","SPK_2","TC_2_1","TC_2_2","TC_2_3","TC_2_4","TC_2_5","SPK_3","TC_3_1","TC_3_2","TC_3_3","TC_3_4","TC_3_5","SPK_4","TC_4_1","TC_4_2","TC_4_3","TC_4_4","TC_4_5","Acts"
 0.000E+00, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00
 4.005E+00, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00
 8.032E+00, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 0.000E+00
 1.200E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 2.401E+01, 0.000E+00
 1.601E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.401E+01, 2.400E+01, 2.400E+01, 2.400E+01, 2.411E+01, 2.400E+01, 2.401E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.402E+01, 2.402E+01, 2.402E+01, 2.400E+01, 2.401E+01, 2.401E+01, 2.402E+01, 2.402E+01, 2.402E+01, 0.000E+00
 2.001E+01, 2.400E+01, 2.407E+01, 2.431E+01, 2.513E+01, 2.405E+01, 2.401E+01, 2.400E+01, 2.437E+01, 2.457E+01, 2.561E+01, 2.406E+01, 2.401E+01, 2.400E+01, 2.402E+01, 2.402E+01, 2.403E+01, 2.403E+01, 2.403E+01, 2.400E+01, 2.402E+01, 2.402E+01, 2.403E+01, 2.403E+01, 2.403E+01, 0.000E+00
 2.401E+01, 2.406E+01, 2.708E+01, 2.680E+01, 2.656E+01, 2.432E+01, 2.402E+01, 2.404E+01, 2.579E+01, 2.547E+01, 2.510E+01, 2.410E+01, 2.402E+01, 2.400E+01, 2.403E+01, 2.404E+01, 2.484E+01, 2.407E+01, 2.404E+01, 2.400E+01, 2.404E+01, 2.405E+01, 2.490E+01, 2.410E+01, 2.404E+01, 0.000E+00
 2.802E+01, 2.413E+01, 2.590E+01, 2.544E+01, 2.628E+01, 2.430E+01, 2.402E+01, 2.413E+01, 2.714E+01, 2.646E+01, 2.569E+01, 2.404E+01, 2.403E+01, 2.405E+01, 2.779E+01, 2.663E+01, 2.528E+01, 2.470E+01, 2.405E+01, 2.413E+01, 3.062E+01, 2.929E+01, 2.785E+01, 2.520E+01, 2.405E+01, 0.000E+00
 3.200E+01, 2.427E+01, 2.832E+01, 2.840E+01, 2.819E+01, 2.600E+01, 2.405E+01, 2.422E+01, 2.726E+01, 2.725E+01, 2.802E+01, 2.496E+01, 2.404E+01, 2.431E+01, 3.121E+01, 2.750E+01, 2.640E+01, 2.457E+01, 2.406E+01, 2.443E+01, 3.111E+01, 2.798E+01, 2.562E+01, 2.419E+01, 2.406E+01, 0.000E+00
