s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
 2.5100027E+003, 2.8926594E+002, 2.8933090E+002, 2.8930243E+002, 2.8930344E+002, 2.8930424E+002, 2.8930420E+002, 2.8930664E+002, 2.8930581E+002, 2.8930568E+002, 2.8926615E+002
 2.5200073E+003, 2.8947601E+002, 2.8953851E+002, 2.8951284E+002, 2.8951382E+002, 2.8951499E+002, 2.8951428E+002, 2.8951671E+002, 2.8951565E+002, 2.8951622E+002, 2.8947650E+002
 2.5300036E+003, 2.9006232E+002, 2.9013944E+002, 2.9009980E+002, 2.9010071E+002, 2.9010161E+002, 2.9010095E+002, 2.9010350E+002, 2.9010243E+002, 2.9010257E+002, 2.9006284E+002
 2.5400082E+003, 2.8991997E+002, 2.8998514E+002, 2.8995745E+002, 2.8995797E+002, 2.8995945E+002, 2.8995877E+002, 2.8996125E+002, 2.8996005E+002, 2.8996045E+002, 2.8992078E+002
 2.5500044E+003, 2.8985899E+002, 2.8992442E+002, 2.8989467E+002, 2.8989666E+002, 2.8989785E+002, 2.8989764E+002, 2.8989998E+002, 2.8989872E+002, 2.8989917E+002, 2.8985940E+002
 2.5600007E+003, 2.8938248E+002, 2.8945491E+002, 2.8941856E+002, 2.8941989E+002, 2.8942108E+002, 2.8942057E+002, 2.8942324E+002, 2.8942236E+002, 2.8942258E+002, 2.8938272E+002
 2.5700053E+003, 2.8970671E+002, 2.8977361E+002, 2.8974289E+002, 2.8974408E+002, 2.8974530E+002, 2.8974487E+002, 2.8974732E+002, 2.8974614E+002, 2.8974663E+002, 2.8970707E+002
 2.5800016E+003, 2.8963368E+002, 2.8969345E+002, 2.8966974E+002, 2.8967155E+002, 2.8967238E+002, 2.8967215E+002, 2.8967500E+002, 2.8967368E+002, 2.8967363E+002, 2.8963392E+002
 2.5900062E+003, 2.8942866E+002, 2.8949578E+002, 2.8946543E+002, 2.8946642E+002, 2.8946748E+002, 2.8946687E+002, 2.8946960E+002, 2.8946832E+002, 2.8946904E+002, 2.8942884E+002
 2.6000024E+003, 2.8885473E+002, 2.8892103E+002, 2.8889122E+002, 2.8889251E+002, 2.8889371E+002, 2.8889314E+002, 2.8889562E+002, 2.8889440E+002, 2.8889479E+002, 2.8885527E+002
 2.6100070E+003, 2.8826195E+002, 2.8833125E+002, 2.8829805E+002, 2.8829955E+002, 2.8830065E+002, 2.8830010E+002, 2.8830249E+002, 2.8830146E+002, 2.8830218E+002, 2.8826211E+002
 2.6200033E+003, 2.8876947E+002, 2.8882826E+002, 2.8880565E+002, 2.8880689E+002, 2.8880834E+002, 2.8880760E+002, 2.8881016E+002, 2.8880919E+002, 2.8880917E+002, 2.8877003E+002
 2.6300079E+003, 2.8905378E+002, 2.8911696E+002, 2.8909009E+002, 2.8909103E+002, 2.8909244E+002, 2.8909196E+002, 2.8909469E+002, 2.8909332E+002, 2.8909380E+002, 2.8905434E+002
 2.6400042E+003, 2.8905415E+002, 2.8911188E+002, 2.8909005E+002, 2.8909128E+002, 2.8909247E+002, 2.8909181E+002, 2.8909457E+002, 2.8909357E+002, 2.8909370E+002, 2.8905429E+002
 2.6500004E+003, 2.8943482E+002, 2.8950387E+002, 2.8947145E+002, 2.8947228E+002, 2.8947408E+002, 2.8947320E+002, 2.8947577E+002, 2.8947427E+002, 2.8947504E+002, 2.8943531E+002
 2.6600050E+003, 2.8946924E+002, 2.8953883E+002, 2.8950624E+002, 2.8950734E+002, 2.8950836E+002, 2.8950807E+002, 2.8951049E+002, 2.8950944E+002, 2.8950905E+002, 2.8946987E+002
 2.6700013E+003, 2.8923055E+002, 2.8929439E+002, 2.8926603E+002, 2.8926828E+002, 2.8926948E+002, 2.8926868E+002, 2.8927130E+002, 2.8927015E+002, 2.8927060E+002, 2.8923072E+002
 2.6800059E+003, 2.8872341E+002, 2.8879105E+002, 2.8876046E+002, 2.8876105E+002, 2.8876263E+002, 2.8876192E+002, 2.8876430E+002, 2.8876324E+002, 2.8876330E+002, 2.8872391E+002
 2.6900022E+003, 2.8890738E+002, 2.8897449E+002, 2.8894448E+002, 2.8894460E+002, 2.8894619E+002, 2.8894580E+002, 2.8894820E+002, 2.8894694E+002, 2.8894728E+002, 2.8890779E+002
 2.7000067E+003, 2.8877509E+002, 2.8884749E+002, 2.8881146E+002, 2.8881231E+002, 2.8881365E+002, 2.8881319E+002, 2.8881569E+002, 2.8881476E+002, 2.8881496E+002, 2.8877538E+002
 2.7100030E+003, 2.9134098E+002, 2.9141347E+002, 2.9138046E+002, 2.9137922E+002, 2.9137954E+002, 2.9137921E+002, 2.9138206E+002, 2.9138080E+002, 2.9138114E+002, 2.9134124E+002
 2.7200076E+003, 2.9875916E+002, 2.9883375E+002, 2.9880405E+002, 2.9879862E+002, 2.9879939E+002, 2.9879860E+002, 2.9880165E+002, 2.9880005E+002, 2.9880090E+002, 2.9875991E+002
 2.7300039E+003, 3.0190433E+002, 3.0198009E+002, 3.0194886E+002, 3.0194404E+002, 3.0194517E+002, 3.0194448E+002, 3.0194719E+002, 3.0194615E+002, 3.0194669E+002, 3.0190510E+002
 2.7400001E+003, 3.0299480E+002, 3.0307010E+002, 3.0303876E+002, 3.0303444E+002, 3.0303578E+002, 3.0303546E+002, 3.0303809E+002, 3.0303713E+002, 3.0303704E+002, 3.0299564E+002
 2.7500047E+003, 3.0328911E+002, 3.0336212E+002, 3.0333354E+002, 3.0332975E+002, 3.0333036E+002, 3.0332977E+002, 3.0333233E+002, 3.0333127E+002, 3.0333186E+002, 3.0329022E+002
 2.7600010E+003, 3.0351951E+002, 3.0359510E+002, 3.0356477E+002, 3.0355992E+002, 3.0356073E+002, 3.0356041E+002, 3.0356297E+002, 3.0356175E+002, 3.0356207E+002, 3.0352055E+002
 2.7700056E+003, 3.0327285E+002, 3.0334874E+002, 3.0331681E+002, 3.0331357E+002, 3.0331435E+002, 3.0331345E+002, 3.0331620E+002, 3.0331489E+002, 3.0331520E+002, 3.0327373E+002
 2.7800019E+003, 3.0376128E+002, 3.0383365E+002, 3.0380667E+002, 3.0380162E+002, 3.0380263E+002, 3.0380254E+002, 3.0380537E+002, 3.0380355E+002, 3.0380414E+002, 3.0376231E+002
 2.7900064E+003, 3.0427180E+002, 3.0433104E+002, 3.0431567E+002, 3.0431219E+002, 3.0431284E+002, 3.0431222E+002, 3.0431510E+002, 3.0431412E+002, 3.0431428E+002, 3.0427255E+002
 2.8000027E+003, 3.0419433E+002, 3.0426332E+002, 3.0423845E+002, 3.0423503E+002, 3.0423577E+002, 3.0423489E+002, 3.0423783E+002, 3.0423643E+002, 3.0423705E+002, 3.0419510E+002
 2.8100073E+003, 3.0297853E+002, 3.0305087E+002, 3.0302351E+002, 3.0301826E+002, 3.0301935E+002, 3.0301887E+002, 3.0302155E+002, 3.0302012E+002, 3.0302047E+002, 3.0297923E+002
 2.8200036E+003, 3.0253196E+002, 3.0260822E+002, 3.0257698E+002, 3.0257263E+002, 3.0257293E+002, 3.0257255E+002, 3.0257536E+002, 3.0257361E+002, 3.0257428E+002, 3.0253276E+002
 2.8300081E+003, 3.0284517E+002, 3.0291450E+002, 3.0289003E+002, 3.0288524E+002, 3.0288589E+002, 3.0288521E+002, 3.0288793E+002, 3.0288691E+002, 3.0288691E+002, 3.0284557E+002
 2.8400044E+003, 3.0331213E+002, 3.0337783E+002, 3.0335590E+002, 3.0335201E+002, 3.0335279E+002, 3.0335247E+002, 3.0335532E+002, 3.0335416E+002, 3.0335446E+002, 3.0331259E+002
 2.8500007E+003, 3.0361585E+002, 3.0368710E+002, 3.0366156E+002, 3.0365702E+002, 3.0365650E+002, 3.0365593E+002, 3.0365889E+002, 3.0365741E+002, 3.0365815E+002, 3.0361624E+002
 2.8600053E+003, 3.0334768E+002, 3.0342053E+002, 3.0339265E+002, 3.0338831E+002, 3.0338909E+002, 3.0338833E+002, 3.0339108E+002, 3.0339004E+002, 3.0338973E+002, 3.0334858E+002
 2.8700016E+003, 3.0432072E+002, 3.0439388E+002, 3.0436512E+002, 3.0436146E+002, 3.0436172E+002, 3.0436120E+002, 3.0436395E+002, 3.0436276E+002, 3.0436324E+002, 3.0432148E+002
 2.8800061E+003, 3.0442280E+002, 3.0449882E+002, 3.0446702E+002, 3.0446336E+002, 3.0446344E+002, 3.0446283E+002, 3.0446571E+002, 3.0446469E+002, 3.0446525E+002, 3.0442330E+002
 2.8900024E+003, 3.0494237E+002, 3.0501123E+002, 3.0498724E+002, 3.0498331E+002, 3.0498417E+002, 3.0498302E+002, 3.0498552E+002, 3.0498448E+002, 3.0498497E+002, 3.0494310E+002
 2.9000070E+003, 3.0459102E+002, 3.0466530E+002, 3.0463519E+002, 3.0463179E+002, 3.0463209E+002, 3.0463182E+002, 3.0463439E+002, 3.0463262E+002, 3.0463345E+002, 3.0459153E+002
 2.9100033E+003, 3.0370825E+002, 3.0378110E+002, 3.0375195E+002, 3.0374795E+002, 3.0374931E+002, 3.0374847E+002, 3.0375142E+002, 3.0374997E+002, 3.0375020E+002, 3.0370881E+002
 2.9200078E+003, 3.0338615E+002, 3.0346079E+002, 3.0343105E+002, 3.0342632E+002, 3.0342740E+002, 3.0342664E+002, 3.0342939E+002, 3.0342811E+002, 3.0342828E+002, 3.0338703E+002
 2.9300041E+003, 3.0392890E+002, 3.0400481E+002, 3.0397348E+002, 3.0396957E+002, 3.0397048E+002, 3.0396988E+002, 3.0397243E+002, 3.0397061E+002, 3.0397131E+002, 3.0392994E+002
 2.9400004E+003, 3.0412638E+002, 3.0420064E+002, 3.0417103E+002, 3.0416672E+002, 3.0416784E+002, 3.0416694E+002, 3.0416968E+002, 3.0416830E+002, 3.0416832E+002, 3.0412682E+002
 2.9500050E+003, 3.0364377E+002, 3.0371903E+002, 3.0368854E+002, 3.0368403E+002, 3.0368502E+002, 3.0368493E+002, 3.0368727E+002, 3.0368566E+002, 3.0368613E+002, 3.0364456E+002
 2.9600013E+003, 3.0316581E+002, 3.0324228E+002, 3.0321188E+002, 3.0320574E+002, 3.0320701E+002, 3.0320589E+002, 3.0320877E+002, 3.0320771E+002, 3.0320791E+002, 3.0316631E+002
 2.9700058E+003, 3.0319821E+002, 3.0327521E+002, 3.0324124E+002, 3.0323813E+002, 3.0323921E+002, 3.0323886E+002, 3.0324132E+002, 3.0323996E+002, 3.0324051E+002, 3.0319899E+002
 2.9800021E+003, 3.0352422E+002, 3.0359888E+002, 3.0356904E+002, 3.0356528E+002, 3.0356529E+002, 3.0356482E+002, 3.0356765E+002, 3.0356582E+002, 3.0356636E+002, 3.0352487E+002
 2.9900067E+003, 3.0322572E+002, 3.0330176E+002, 3.0327079E+002, 3.0326476E+002, 3.0326698E+002, 3.0326617E+002, 3.0326879E+002, 3.0326740E+002, 3.0326760E+002, 3.0322619E+002
 3.0000030E+003, 3.0349487E+002, 3.0357126E+002, 3.0353980E+002, 3.0353529E+002, 3.0353553E+002, 3.0353534E+002, 3.0353801E+002, 3.0353658E+002, 3.0353709E+002, 3.0349560E+002
 3.0100076E+003, 3.0568285E+002, 3.0575520E+002, 3.0572944E+002, 3.0572388E+002, 3.0572418E+002, 3.0572374E+002, 3.0572670E+002, 3.0572520E+002, 3.0572517E+002, 3.0568361E+002
 3.0200038E+003, 3.1279908E+002, 3.1287177E+002, 3.1286265E+002, 3.1284022E+002, 3.1284139E+002, 3.1284058E+002, 3.1284344E+002, 3.1284222E+002, 3.1284261E+002, 3.1279991E+002
 3.0300001E+003, 3.1556453E+002, 3.1564030E+002, 3.1562793E+002, 3.1560552E+002, 3.1560712E+002, 3.1560700E+002, 3.1560950E+002, 3.1560808E+002, 3.1560861E+002, 3.1556545E+002
 3.0400047E+003, 3.1695075E+002, 3.1702956E+002, 3.1701355E+002, 3.1699125E+002, 3.1699334E+002, 3.1699308E+002, 3.1699616E+002, 3.1699424E+002, 3.1699482E+002, 3.1695165E+002
 3.0500010E+003, 3.1661362E+002, 3.1669022E+002, 3.1667794E+002, 3.1665508E+002, 3.1665620E+002, 3.1665624E+002, 3.1665890E+002, 3.1665775E+002, 3.1665794E+002, 3.1661481E+002
 3.0600055E+003, 3.1644024E+002, 3.1651982E+002, 3.1650334E+002, 3.1648084E+002, 3.1648234E+002, 3.1648226E+002, 3.1648520E+002, 3.1648382E+002, 3.1648424E+002, 3.1644102E+002
 3.0700018E+003, 3.1644033E+002, 3.1651567E+002, 3.1650116E+002, 3.1648046E+002, 3.1648326E+002, 3.1648207E+002, 3.1648504E+002, 3.1648391E+002, 3.1648431E+002, 3.1644094E+002
 3.0800064E+003, 3.1692352E+002, 3.1700065E+002, 3.1698754E+002, 3.1696492E+002, 3.1696568E+002, 3.1696591E+002, 3.1696885E+002, 3.1696705E+002, 3.1696750E+002, 3.1692421E+002
 3.0900027E+003, 3.1731986E+002, 3.1739827E+002, 3.1738233E+002, 3.1736110E+002, 3.1736281E+002, 3.1736244E+002, 3.1736521E+002, 3.1736401E+002, 3.1736416E+002, 3.1732094E+002
 3.1000073E+003, 3.1648670E+002, 3.1656404E+002, 3.1654937E+002, 3.1652789E+002, 3.1652901E+002, 3.1652886E+002, 3.1653195E+002, 3.1653081E+002, 3.1653115E+002, 3.1648734E+002
 3.1100035E+003, 3.1667379E+002, 3.1675156E+002, 3.1673570E+002, 3.1671458E+002, 3.1671674E+002, 3.1671585E+002, 3.1671874E+002, 3.1671753E+002, 3.1671807E+002, 3.1667464E+002
 3.1200081E+003, 3.1680982E+002, 3.1688302E+002, 3.1687120E+002, 3.1685080E+002, 3.1685251E+002, 3.1685231E+002, 3.1685495E+002, 3.1685342E+002, 3.1685371E+002, 3.1681068E+002
 3.1300044E+003, 3.1717966E+002, 3.1725322E+002, 3.1724209E+002, 3.1722065E+002, 3.1722250E+002, 3.1722207E+002, 3.1722477E+002, 3.1722337E+002, 3.1722330E+002, 3.1718031E+002
 3.1400007E+003, 3.1717147E+002, 3.1724729E+002, 3.1723524E+002, 3.1721191E+002, 3.1721363E+002, 3.1721408E+002, 3.1721692E+002, 3.1721538E+002, 3.1721575E+002, 3.1717226E+002
 3.1500053E+003, 3.1713289E+002, 3.1721129E+002, 3.1719686E+002, 3.1717448E+002, 3.1717583E+002, 3.1717534E+002, 3.1717817E+002, 3.1717725E+002, 3.1717771E+002, 3.1713425E+002
 3.1600015E+003, 3.1645694E+002, 3.1653746E+002, 3.1651920E+002, 3.1649778E+002, 3.1650028E+002, 3.1649948E+002, 3.1650247E+002, 3.1650072E+002, 3.1650123E+002, 3.1645825E+002
 3.1700061E+003, 3.1709085E+002, 3.1716459E+002, 3.1715357E+002, 3.1713158E+002, 3.1713365E+002, 3.1713327E+002, 3.1713581E+002, 3.1713463E+002, 3.1713462E+002, 3.1709176E+002
 3.1800024E+003, 3.1792697E+002, 3.1800491E+002, 3.1798842E+002, 3.1796791E+002, 3.1796981E+002, 3.1796972E+002, 3.1797238E+002, 3.1797067E+002, 3.1797102E+002, 3.1792787E+002
 3.1900070E+003, 3.1765169E+002, 3.1773064E+002, 3.1771674E+002, 3.1769329E+002, 3.1769454E+002, 3.1769445E+002, 3.1769731E+002, 3.1769575E+002, 3.1769589E+002, 3.1765253E+002
 3.2000033E+003, 3.1777916E+002, 3.1785824E+002, 3.1784445E+002, 3.1782053E+002, 3.1782263E+002, 3.1782215E+002, 3.1782489E+002, 3.1782363E+002, 3.1782366E+002, 3.1778040E+002
 3.2100078E+003, 3.1772824E+002, 3.1780775E+002, 3.1779148E+002, 3.1777000E+002, 3.1777129E+002, 3.1777115E+002, 3.1777417E+002, 3.1777268E+002, 3.1777303E+002, 3.1772955E+002
 3.2200041E+003, 3.1768950E+002, 3.1776668E+002, 3.1775248E+002, 3.1773005E+002, 3.1773202E+002, 3.1773176E+002, 3.1773460E+002, 3.1773356E+002, 3.1773395E+002, 3.1769033E+002
 3.2300004E+003, 3.1743630E+002, 3.1751467E+002, 3.1749786E+002, 3.1747771E+002, 3.1747868E+002, 3.1747838E+002, 3.1748156E+002, 3.1747986E+002, 3.1748068E+002, 3.1743733E+002
 3.2400050E+003, 3.1716016E+002, 3.1723926E+002, 3.1722248E+002, 3.1720128E+002, 3.1720299E+002, 3.1720264E+002, 3.1720546E+002, 3.1720420E+002, 3.1720421E+002, 3.1716126E+002
 3.2500012E+003, 3.1695448E+002, 3.1703251E+002, 3.1702006E+002, 3.1699577E+002, 3.1699683E+002, 3.1699690E+002, 3.1699968E+002, 3.1699814E+002, 3.1699887E+002, 3.1695529E+002
 3.2600058E+003, 3.1658273E+002, 3.1665859E+002, 3.1664392E+002, 3.1662382E+002, 3.1662529E+002, 3.1662467E+002, 3.1662747E+002, 3.1662653E+002, 3.1662644E+002, 3.1658359E+002
 3.2700021E+003, 3.1713766E+002, 3.1721211E+002, 3.1719783E+002, 3.1717856E+002, 3.1718031E+002, 3.1717968E+002, 3.1718251E+002, 3.1718078E+002, 3.1718183E+002, 3.1713846E+002
 3.2800067E+003, 3.1779206E+002, 3.1787127E+002, 3.1785521E+002, 3.1783314E+002, 3.1783441E+002, 3.1783477E+002, 3.1783733E+002, 3.1783549E+002, 3.1783592E+002, 3.1779299E+002
 3.2900030E+003, 3.1788738E+002, 3.1796568E+002, 3.1795110E+002, 3.1792847E+002, 3.1792993E+002, 3.1792957E+002, 3.1793284E+002, 3.1793146E+002, 3.1793154E+002, 3.1788822E+002
 3.3000075E+003, 3.1710611E+002, 3.1718549E+002, 3.1717104E+002, 3.1714703E+002, 3.1714903E+002, 3.1714851E+002, 3.1715129E+002, 3.1714971E+002, 3.1715059E+002, 3.1710695E+002
 3.3100038E+003, 3.1889156E+002, 3.1896686E+002, 3.1894684E+002, 3.1893316E+002, 3.1893404E+002, 3.1893448E+002, 3.1893677E+002, 3.1893535E+002, 3.1893559E+002, 3.1889228E+002
 3.3200001E+003, 3.2636548E+002, 3.2644487E+002, 3.2642348E+002, 3.2640781E+002, 3.2640906E+002, 3.2640863E+002, 3.2641174E+002, 3.2641031E+002, 3.2641068E+002, 3.2636607E+002
 3.3300047E+003, 3.2925215E+002, 3.2933151E+002, 3.2931340E+002, 3.2929475E+002, 3.2929652E+002, 3.2929597E+002, 3.2929890E+002, 3.2929786E+002, 3.2929801E+002, 3.2925300E+002
 3.3400010E+003, 3.3040866E+002, 3.3048714E+002, 3.3047138E+002, 3.3045046E+002, 3.3045332E+002, 3.3045265E+002, 3.3045594E+002, 3.3045418E+002, 3.3045494E+002, 3.3040966E+002
 3.3500055E+003, 3.3132324E+002, 3.3140210E+002, 3.3138599E+002, 3.3136574E+002, 3.3136838E+002, 3.3136790E+002, 3.3137057E+002, 3.3136914E+002, 3.3136956E+002, 3.3132448E+002
 3.3600018E+003, 3.3091979E+002, 3.3099926E+002, 3.3097885E+002, 3.3096250E+002, 3.3096449E+002, 3.3096461E+002, 3.3096717E+002, 3.3096568E+002, 3.3096663E+002, 3.3092099E+002
 3.3700064E+003, 3.3049748E+002, 3.3057698E+002, 3.3056000E+002, 3.3053966E+002, 3.3054225E+002, 3.3054175E+002, 3.3054474E+002, 3.3054343E+002, 3.3054356E+002, 3.3049826E+002
 3.3800027E+003, 3.3084622E+002, 3.3092597E+002, 3.3090929E+002, 3.3088811E+002, 3.3089085E+002, 3.3089098E+002, 3.3089384E+002, 3.3089230E+002, 3.3089242E+002, 3.3084705E+002
 3.3900072E+003, 3.3136669E+002, 3.3144511E+002, 3.3143106E+002, 3.3140914E+002, 3.3141102E+002, 3.3141056E+002, 3.3141383E+002, 3.3141255E+002, 3.3141237E+002, 3.3136746E+002
 3.4000035E+003, 3.3183768E+002, 3.3191577E+002, 3.3190507E+002, 3.3188054E+002, 3.3188292E+002, 3.3188242E+002, 3.3188511E+002, 3.3188377E+002, 3.3188434E+002, 3.3183869E+002
 3.4100081E+003, 3.3102236E+002, 3.3110268E+002, 3.3108639E+002, 3.3106525E+002, 3.3106689E+002, 3.3106731E+002, 3.3107038E+002, 3.3106830E+002, 3.3106864E+002, 3.3102333E+002
 3.4200044E+003, 3.3108816E+002, 3.3116714E+002, 3.3115039E+002, 3.3113092E+002, 3.3113258E+002, 3.3113233E+002, 3.3113552E+002, 3.3113412E+002, 3.3113447E+002, 3.3108898E+002
 3.4300007E+003, 3.3154236E+002, 3.3161846E+002, 3.3160838E+002, 3.3158465E+002, 3.3158775E+002, 3.3158679E+002, 3.3159004E+002, 3.3158847E+002, 3.3158879E+002, 3.3154340E+002
 3.4400052E+003, 3.3114195E+002, 3.3122033E+002, 3.3120471E+002, 3.3118426E+002, 3.3118662E+002, 3.3118674E+002, 3.3118937E+002, 3.3118801E+002, 3.3118854E+002, 3.3114268E+002
 3.4500015E+003, 3.3131169E+002, 3.3139109E+002, 3.3137158E+002, 3.3135427E+002, 3.3135665E+002, 3.3135645E+002, 3.3135925E+002, 3.3135768E+002, 3.3135795E+002, 3.3131276E+002
 3.4600061E+003, 3.3068713E+002, 3.3076454E+002, 3.3075158E+002, 3.3072920E+002, 3.3073141E+002, 3.3073118E+002, 3.3073370E+002, 3.3073220E+002, 3.3073277E+002, 3.3068762E+002
 3.4700024E+003, 3.3102679E+002, 3.3110406E+002, 3.3109082E+002, 3.3106895E+002, 3.3107154E+002, 3.3107125E+002, 3.3107390E+002, 3.3107233E+002, 3.3107278E+002, 3.3102736E+002
 3.4800069E+003, 3.3112197E+002, 3.3119913E+002, 3.3118139E+002, 3.3116485E+002, 3.3116642E+002, 3.3116636E+002, 3.3116925E+002, 3.3116798E+002, 3.3116810E+002, 3.3112278E+002
 3.4900032E+003, 3.3136012E+002, 3.3144018E+002, 3.3142650E+002, 3.3140248E+002, 3.3140473E+002, 3.3140414E+002, 3.3140714E+002, 3.3140573E+002, 3.3140648E+002, 3.3136075E+002
 3.5000078E+003, 3.3141901E+002, 3.3149714E+002, 3.3148298E+002, 3.3146108E+002, 3.3146339E+002, 3.3146351E+002, 3.3146640E+002, 3.3146478E+002, 3.3146527E+002, 3.3141987E+002
 3.5100041E+003, 3.3147614E+002, 3.3155626E+002, 3.3154177E+002, 3.3151953E+002, 3.3152091E+002, 3.3152072E+002, 3.3152379E+002, 3.3152204E+002, 3.3152256E+002, 3.3147746E+002
 3.5200004E+003, 3.3135337E+002, 3.3143438E+002, 3.3141708E+002, 3.3139597E+002, 3.3139807E+002, 3.3139758E+002, 3.3140050E+002, 3.3139920E+002, 3.3139925E+002, 3.3135413E+002
 3.5300049E+003, 3.3007090E+002, 3.3015277E+002, 3.3012999E+002, 3.3011269E+002, 3.3011540E+002, 3.3011542E+002, 3.3011794E+002, 3.3011646E+002, 3.3011673E+002, 3.3007188E+002
 3.5400012E+003, 3.3040510E+002, 3.3048374E+002, 3.3046171E+002, 3.3044714E+002, 3.3044948E+002, 3.3044914E+002, 3.3045232E+002, 3.3045096E+002, 3.3045129E+002, 3.3040606E+002
 3.5500058E+003, 3.3087562E+002, 3.3095367E+002, 3.3093675E+002, 3.3091742E+002, 3.3092024E+002, 3.3091970E+002, 3.3092252E+002, 3.3092133E+002, 3.3092177E+002, 3.3087649E+002
 3.5600021E+003, 3.3103076E+002, 3.3111070E+002, 3.3109041E+002, 3.3107311E+002, 3.3107529E+002, 3.3107468E+002, 3.3107782E+002, 3.3107660E+002, 3.3107672E+002, 3.3103128E+002
 3.5700066E+003, 3.3075134E+002, 3.3082962E+002, 3.3081130E+002, 3.3079329E+002, 3.3079657E+002, 3.3079596E+002, 3.3079876E+002, 3.3079707E+002, 3.3079772E+002, 3.3075236E+002
 3.5800029E+003, 3.3106434E+002, 3.3114228E+002, 3.3112913E+002, 3.3110640E+002, 3.3110925E+002, 3.3110912E+002, 3.3111194E+002, 3.3111026E+002, 3.3111093E+002, 3.3106550E+002
 3.5900075E+003, 3.3098446E+002, 3.3106556E+002, 3.3105317E+002, 3.3102641E+002, 3.3102906E+002, 3.3102901E+002, 3.3103187E+002, 3.3103045E+002, 3.3103077E+002, 3.3098546E+002
 3.6000038E+003, 3.3121817E+002, 3.3129538E+002, 3.3128194E+002, 3.3126018E+002, 3.3126298E+002, 3.3126262E+002, 3.3126560E+002, 3.3126418E+002, 3.3126431E+002, 3.3121913E+002
 3.6100001E+003, 3.3430501E+002, 3.3438463E+002, 3.3437123E+002, 3.3435104E+002, 3.3434986E+002, 3.3434985E+002, 3.3435288E+002, 3.3435188E+002, 3.3435207E+002, 3.3430613E+002
 3.6200046E+003, 3.4154778E+002, 3.4162905E+002, 3.4161688E+002, 3.4159590E+002, 3.4159766E+002, 3.4159382E+002, 3.4159707E+002, 3.4159529E+002, 3.4159599E+002, 3.4154921E+002
 3.6300009E+003, 3.4360443E+002, 3.4368569E+002, 3.4367311E+002, 3.4365281E+002, 3.4365476E+002, 3.4365139E+002, 3.4365395E+002, 3.4365243E+002, 3.4365308E+002, 3.4360602E+002
 3.6400055E+003, 3.4441649E+002, 3.4449665E+002, 3.4448322E+002, 3.4446453E+002, 3.4446616E+002, 3.4446299E+002, 3.4446575E+002, 3.4446408E+002, 3.4446449E+002, 3.4441765E+002
 3.6500018E+003, 3.4443644E+002, 3.4451874E+002, 3.4450533E+002, 3.4448493E+002, 3.4448416E+002, 3.4448301E+002, 3.4448576E+002, 3.4448377E+002, 3.4448441E+002, 3.4443757E+002
 3.6600064E+003, 3.4469986E+002, 3.4478037E+002, 3.4476532E+002, 3.4474949E+002, 3.4475068E+002, 3.4474590E+002, 3.4474896E+002, 3.4474734E+002, 3.4474784E+002, 3.4470127E+002
 3.6700026E+003, 3.4445926E+002, 3.4454040E+002, 3.4453037E+002, 3.4450868E+002, 3.4450945E+002, 3.4450631E+002, 3.4450863E+002, 3.4450714E+002, 3.4450717E+002, 3.4446034E+002
 3.6800072E+003, 3.4421151E+002, 3.4429366E+002, 3.4427883E+002, 3.4426013E+002, 3.4426091E+002, 3.4425891E+002, 3.4426140E+002, 3.4425916E+002, 3.4425962E+002, 3.4421289E+002
 3.6900035E+003, 3.4447008E+002, 3.4454912E+002, 3.4453633E+002, 3.4451911E+002, 3.4452090E+002, 3.4451642E+002, 3.4451904E+002, 3.4451780E+002, 3.4451838E+002, 3.4447133E+002
 3.7000081E+003, 3.4419122E+002, 3.4427323E+002, 3.4425849E+002, 3.4424042E+002, 3.4424062E+002, 3.4423815E+002, 3.4424063E+002, 3.4423889E+002, 3.4423946E+002, 3.4419250E+002
 3.7100044E+003, 3.4454698E+002, 3.4462867E+002, 3.4461559E+002, 3.4459627E+002, 3.4459686E+002, 3.4459371E+002, 3.4459629E+002, 3.4459463E+002, 3.4459504E+002, 3.4454806E+002
 3.7200006E+003, 3.4326444E+002, 3.4334391E+002, 3.4332512E+002, 3.4331343E+002, 3.4331418E+002, 3.4331136E+002, 3.4331388E+002, 3.4331230E+002, 3.4331272E+002, 3.4326579E+002
 3.7300052E+003, 3.4411259E+002, 3.4419319E+002, 3.4418025E+002, 3.4416124E+002, 3.4416237E+002, 3.4415864E+002, 3.4416207E+002, 3.4416051E+002, 3.4416094E+002, 3.4411376E+002
 3.7400015E+003, 3.4367069E+002, 3.4375351E+002, 3.4373952E+002, 3.4371994E+002, 3.4371996E+002, 3.4371769E+002, 3.4372004E+002, 3.4371787E+002, 3.4371868E+002, 3.4367187E+002
 3.7500061E+003, 3.4384699E+002, 3.4392500E+002, 3.4391450E+002, 3.4389507E+002, 3.4389719E+002, 3.4389382E+002, 3.4389674E+002, 3.4389461E+002, 3.4389501E+002, 3.4384829E+002
 3.7600023E+003, 3.4489453E+002, 3.4497461E+002, 3.4496100E+002, 3.4494366E+002, 3.4494531E+002, 3.4494187E+002, 3.4494389E+002, 3.4494249E+002, 3.4494256E+002, 3.4489574E+002
