s,kg/m2/s
Time,"MLR"
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 6.0945630E-006
 2.0000000E+001, 1.1169762E-003
 3.0000000E+001, 9.6180873E-003
 4.0000000E+001, 1.7557315E-002
 5.0000000E+001, 1.4030002E-002
 6.0000000E+001, 1.3062588E-002
 7.0000000E+001, 1.2933770E-002
 8.0100000E+001, 1.3125772E-002
 9.0100000E+001, 1.3251834E-002
 1.0010000E+002, 1.3250662E-002
 1.1010000E+002, 1.3248573E-002
 1.2010000E+002, 1.3333646E-002
 1.3010000E+002, 1.3490242E-002
 1.4010000E+002, 1.3670720E-002
 1.5010000E+002, 1.3851922E-002
 1.6010000E+002, 1.4026596E-002
 1.7010000E+002, 1.4185377E-002
 1.8010000E+002, 1.4324243E-002
 1.9010000E+002, 1.4439431E-002
 2.0010000E+002, 1.4499399E-002
 2.1010000E+002, 1.4675404E-002
 2.2010000E+002, 1.4817865E-002
 2.3010000E+002, 1.4929524E-002
 2.4010000E+002, 1.5024498E-002
 2.5010000E+002, 1.5102355E-002
 2.6010000E+002, 1.5154454E-002
 2.7010000E+002, 1.5187404E-002
 2.8010000E+002, 1.5207600E-002
 2.9010000E+002, 1.5197913E-002
 3.0010000E+002, 1.5145863E-002
 3.1000000E+002, 1.5033068E-002
 3.2000000E+002, 1.4816816E-002
 3.3000000E+002, 1.4523683E-002
 3.4000000E+002, 1.4174481E-002
 3.5000000E+002, 1.3777997E-002
 3.6000000E+002, 1.3345553E-002
 3.7000000E+002, 1.2889068E-002
 3.8000000E+002, 1.2420665E-002
 3.9000000E+002, 1.1942233E-002
 4.0000000E+002, 1.1457993E-002
 4.1000000E+002, 1.0970671E-002
 4.2000000E+002, 1.0479923E-002
 4.3000000E+002, 9.9829574E-003
 4.4000000E+002, 9.4760500E-003
 4.5000000E+002, 8.9546060E-003
 4.6000000E+002, 8.4134174E-003
 4.7000000E+002, 7.8486031E-003
 4.8000000E+002, 7.2574963E-003
 4.9000000E+002, 6.6409511E-003
 5.0000000E+002, 6.0058956E-003
 5.1000000E+002, 5.3690621E-003
 5.2000000E+002, 4.7583422E-003
 5.3000000E+002, 4.2085562E-003
 5.4000000E+002, 3.7481651E-003
 5.5000000E+002, 3.3834658E-003
 5.6000000E+002, 3.0957093E-003
 5.7000000E+002, 2.8557068E-003
 5.8000000E+002, 2.6404636E-003
 5.9000000E+002, 2.4390625E-003
 6.0000000E+002, 2.2491572E-003
 6.1000000E+002, 2.0717473E-003
 6.2000000E+002, 1.9080870E-003
 6.3000000E+002, 1.7586647E-003
 6.4000000E+002, 1.6232561E-003
 6.5000000E+002, 1.5011071E-003
 6.6000000E+002, 1.3911939E-003
 6.7000000E+002, 1.2924104E-003
 6.8000000E+002, 1.2035916E-003
 6.9000000E+002, 1.1236692E-003
 7.0000000E+002, 1.0516472E-003
 7.1000000E+002, 9.8663262E-004
 7.2000000E+002, 9.2780908E-004
 7.3000000E+002, 8.7445505E-004
 7.4000000E+002, 8.2594434E-004
 7.5000000E+002, 7.8174017E-004
 7.6000000E+002, 7.4134901E-004
 7.7000000E+002, 7.0435242E-004
 7.8000000E+002, 6.7037877E-004
 7.9000000E+002, 6.3910749E-004
 8.0000000E+002, 6.1025340E-004
