m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 5.9247777E+000, 0.0000000E+000, 1.4264817E+000
 2.3077672E-001, 5.4022744E+000, 7.5510204E-002, 1.5901619E+000
 2.5759274E-001, 4.8368327E+000, 1.5102041E-001, 1.7590379E+000
 2.8440883E-001, 4.4912736E+000, 2.2653061E-001, 1.9261701E+000
 3.1122496E-001, 4.1876314E+000, 3.0204082E-001, 2.0977269E+000
 3.3804113E-001, 3.9184403E+000, 3.7755102E-001, 2.2625445E+000
 3.6485732E-001, 3.6782211E+000, 4.5306122E-001, 2.4280610E+000
 3.9167354E-001, 3.3474191E+000, 5.2857143E-001, 2.6004219E+000
 4.1848978E-001, 3.1634180E+000, 6.0408163E-001, 2.7647900E+000
 4.4530603E-001, 2.9934483E+000, 6.7959184E-001, 2.9051330E+000
 4.7212229E-001, 2.8359969E+000, 7.5510204E-001, 3.0239152E+000
 4.9893857E-001, 2.6897766E+000, 8.3061224E-001, 3.1327277E+000
 5.2575485E-001, 2.4849126E+000, 9.0612245E-001, 3.2164338E+000
 5.5257114E-001, 2.3658450E+000, 9.8163265E-001, 3.2540439E+000
 5.7938743E-001, 2.2541169E+000, 1.0571429E+000, 3.2432831E+000
 6.0620373E-001, 2.1491488E+000, 1.1326531E+000, 3.2060888E+000
 6.3302004E-001, 2.0504671E+000, 1.2081633E+000, 3.1446410E+000
 6.5983635E-001, 1.9093436E+000, 1.2836735E+000, 3.0436377E+000
 6.8665266E-001, 1.8259034E+000, 1.3591837E+000, 2.9185084E+000
 7.1346898E-001, 1.6723949E+000, 1.4346939E+000, 2.7790289E+000
 7.4028530E-001, 1.6016133E+000, 1.5102041E+000, 2.6143469E+000
 7.6710162E-001, 1.5344144E+000, 1.5857143E+000, 2.4306734E+000
 7.9391795E-001, 1.4324559E+000, 1.6612245E+000, 2.2536994E+000
 8.2073427E-001, 1.3737862E+000, 1.7367347E+000, 2.0776993E+000
 8.4755060E-001, 1.3179505E+000, 1.8122449E+000, 1.9010135E+000
 8.7436693E-001, 1.2647959E+000, 1.8877551E+000, 1.7359518E+000
 9.0118327E-001, 1.2141838E+000, 1.9632653E+000, 1.5833680E+000
 9.2799960E-001, 1.1342286E+000, 2.0387755E+000, 1.4334619E+000
 9.5481593E-001, 1.0896175E+000, 2.1142857E+000, 1.2939182E+000
 9.8163227E-001, 1.0471163E+000, 2.1897959E+000, 1.1673516E+000
 1.0084486E+000, 1.0066184E+000, 2.2653061E+000, 1.0515602E+000
 1.0352649E+000, 9.6802276E-001, 2.3408163E+000, 9.5032056E-001
 1.0620813E+000, 9.0741335E-001, 2.4163265E+000, 8.5854351E-001
 1.0888976E+000, 8.7303806E-001, 2.4918367E+000, 7.7540707E-001
 1.1157140E+000, 8.4023137E-001, 2.5673469E+000, 6.9945212E-001
 1.1425303E+000, 8.0891562E-001, 2.6428571E+000, 6.3026982E-001
 1.1693467E+000, 7.7901777E-001, 2.7183673E+000, 5.6750514E-001
 1.1961630E+000, 7.3434417E-001, 2.7938776E+000, 5.1208709E-001
 1.2229793E+000, 6.8160530E-001, 2.8693878E+000, 4.6378022E-001
 1.2497957E+000, 6.5696266E-001, 2.9448980E+000, 4.2064303E-001
 1.2766120E+000, 6.3340411E-001, 3.0204082E+000, 3.8144432E-001
 1.3034284E+000, 6.1087986E-001, 3.0959184E+000, 3.4594823E-001
 1.3302447E+000, 5.7955686E-001, 3.1714286E+000, 3.1426404E-001
 1.3570611E+000, 5.5903320E-001, 3.2469388E+000, 2.8616471E-001
 1.3838774E+000, 5.3938663E-001, 3.3224490E+000, 2.6101720E-001
 1.4106938E+000, 5.2057893E-001, 3.3979592E+000, 2.3833257E-001
 1.4375101E+000, 5.0257291E-001, 3.4734694E+000, 2.1777194E-001
 1.4643265E+000, 4.7981030E-001, 3.5489796E+000, 1.9919364E-001
 1.4911428E+000, 4.6327751E-001, 3.6244898E+000, 1.8254864E-001
 1.5179592E+000, 4.4742029E-001, 3.7000000E+000, 1.6287346E-001
