m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 5.0401845E+000, 0.0000000E+000, 2.3828546E+000
 2.3245767E-001, 4.0798700E+000, 7.5510204E-002, 2.5726731E+000
 2.6095458E-001, 2.9398534E+000, 1.5102041E-001, 2.5442640E+000
 2.8945151E-001, 2.4790411E+000, 2.2653061E-001, 2.4617274E+000
 3.1794844E-001, 2.1125262E+000, 3.0204082E-001, 2.2573588E+000
 3.4644539E-001, 1.8163121E+000, 3.7755102E-001, 2.0287952E+000
 3.7494234E-001, 1.5737079E+000, 4.5306122E-001, 1.7799971E+000
 4.0343930E-001, 1.2497967E+000, 5.2857143E-001, 1.5171266E+000
 4.3193626E-001, 1.1014207E+000, 6.0408163E-001, 1.2678602E+000
 4.6043322E-001, 8.6737160E-001, 6.7959184E-001, 1.0529977E+000
 4.8893019E-001, 7.7453507E-001, 7.5510204E-001, 8.6984446E-001
 5.1742716E-001, 6.4710746E-001, 8.3061224E-001, 7.1912490E-001
 5.4592413E-001, 5.8241149E-001, 9.0612245E-001, 5.9744760E-001
 5.7442110E-001, 5.2578084E-001, 9.8163265E-001, 4.9966943E-001
 6.0291807E-001, 4.7602649E-001, 1.0571429E+000, 4.1999552E-001
 6.3141505E-001, 4.3216175E-001, 1.1326531E+000, 3.5514679E-001
 6.5991203E-001, 3.7186829E-001, 1.2081633E+000, 3.0231689E-001
 6.8840900E-001, 3.1009289E-001, 1.2836735E+000, 2.5909282E-001
 7.1690598E-001, 2.8406845E-001, 1.3591837E+000, 2.2346391E-001
 7.4540296E-001, 2.6075782E-001, 1.4346939E+000, 1.9366622E-001
 7.7389994E-001, 2.3108077E-001, 1.5102041E+000, 1.6865675E-001
 8.0239692E-001, 2.1293919E-001, 1.5857143E+000, 1.4775297E-001
 8.3089390E-001, 1.9654867E-001, 1.6612245E+000, 1.3025522E-001
 8.5939088E-001, 1.8171577E-001, 1.7367347E+000, 1.1559704E-001
 8.8788786E-001, 1.6827105E-001, 1.8122449E+000, 1.0336811E-001
 9.1638484E-001, 1.5345081E-001, 1.8877551E+000, 9.3165989E-002
 9.4488183E-001, 1.3275582E-001, 1.9632653E+000, 8.4573313E-002
 9.7337881E-001, 1.2371524E-001, 2.0387755E+000, 7.7261393E-002
 1.0018758E+000, 1.1543192E-001, 2.1142857E+000, 7.0937225E-002
 1.0303728E+000, 1.0783304E-001, 2.1897959E+000, 6.5299661E-002
 1.0588698E+000, 1.0101770E-001, 2.2653061E+000, 6.0123112E-002
 1.0873667E+000, 9.4699735E-002, 2.3408163E+000, 5.5278991E-002
 1.1158637E+000, 8.8857403E-002, 2.4163265E+000, 5.0706231E-002
 1.1443607E+000, 8.3448309E-002, 2.4918367E+000, 4.6384021E-002
 1.1728577E+000, 7.4832796E-002, 2.5673469E+000, 4.2220694E-002
 1.2013547E+000, 7.0578840E-002, 2.6428571E+000, 3.8232983E-002
 1.2298517E+000, 6.6606817E-002, 2.7183673E+000, 3.4454529E-002
 1.2583486E+000, 6.2893571E-002, 2.7938776E+000, 3.0865860E-002
 1.2868456E+000, 5.9417918E-002, 2.8693878E+000, 2.7514065E-002
 1.3153426E+000, 5.7374309E-002, 2.9448980E+000, 2.4422646E-002
 1.3438396E+000, 5.4385410E-002, 3.0204082E+000, 2.1605463E-002
 1.3723366E+000, 5.1570372E-002, 3.0959184E+000, 1.9045969E-002
 1.4008336E+000, 4.8915691E-002, 3.1714286E+000, 1.6757836E-002
 1.4293306E+000, 4.5135208E-002, 3.2469388E+000, 1.4729265E-002
 1.4578275E+000, 4.2964145E-002, 3.3224490E+000, 1.2928027E-002
 1.4863245E+000, 4.0903161E-002, 3.3979592E+000, 1.1336797E-002
 1.5148215E+000, 3.8945319E-002, 3.4734694E+000, 9.9270640E-003
NaN,NaN, 3.5489796E+000, 8.6698073E-003
NaN,NaN, 3.6244898E+000, 7.5365610E-003
NaN,NaN, 3.7000000E+000, 6.0917538E-003
