m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.0477718E-001, 4.8331963E-001,-1.9000000E-001, 1.1569336E-001
 5.7236304E-001, 3.3907910E-001,-1.3510204E-001, 1.7944041E-001
 6.3994892E-001, 2.5095840E-001,-8.0204082E-002, 2.8769970E-001
 7.0753483E-001, 2.1522675E-001,-2.5306122E-002, 4.8028172E-001
 7.7512076E-001, 1.6768522E-001, 2.9591837E-002, 1.4543871E+000
 8.4270669E-001, 1.1828387E-001, 8.4489796E-002, 1.8019870E+000
 9.1029264E-001, 9.6837128E-002, 1.3938776E-001, 2.0075836E+000
 9.7787859E-001, 8.6784788E-002, 1.9428571E-001, 2.1330732E+000
 1.0454645E+000, 7.2527162E-002, 2.4918367E-001, 2.2055666E+000
 1.1130505E+000, 6.1212923E-002, 3.0408163E-001, 2.2115914E+000
 1.1806365E+000, 5.2111885E-002, 3.5897959E-001, 2.1588275E+000
 1.2482224E+000, 4.7721257E-002, 4.1387755E-001, 2.0821146E+000
 1.3158084E+000, 4.1138191E-002, 4.6877551E-001, 1.9908976E+000
 1.3833944E+000, 3.3015898E-002, 5.2367347E-001, 1.8914718E+000
 1.4509804E+000, 2.8912246E-002, 5.7857143E-001, 1.7880252E+000
 1.5185664E+000, 2.6869592E-002, 6.3346939E-001, 1.6835029E+000
 1.5861523E+000, 2.3718929E-002, 6.8836735E-001, 1.5800739E+000
 1.6537383E+000, 2.1025962E-002, 7.4326531E-001, 1.4793963E+000
 1.7213243E+000, 1.8712660E-002, 7.9816327E-001, 1.3824982E+000
 1.7889103E+000, 1.7547034E-002, 8.5306122E-001, 1.2022966E+000
NaN,NaN, 9.0795918E-001, 1.1196922E+000
NaN,NaN, 9.6285714E-001, 1.0423151E+000
NaN,NaN, 1.0177551E+000, 9.7007334E-001
NaN,NaN, 1.0726531E+000, 9.0278027E-001
NaN,NaN, 1.1275510E+000, 8.4021569E-001
NaN,NaN, 1.1824490E+000, 7.8215755E-001
NaN,NaN, 1.2373469E+000, 7.2836973E-001
NaN,NaN, 1.2922449E+000, 6.7858835E-001
NaN,NaN, 1.3471429E+000, 6.3255195E-001
NaN,NaN, 1.4020408E+000, 5.5061752E-001
NaN,NaN, 1.4569388E+000, 5.1420006E-001
NaN,NaN, 1.5118367E+000, 4.8051749E-001
NaN,NaN, 1.5667347E+000, 4.4935961E-001
NaN,NaN, 1.6216327E+000, 4.2052558E-001
NaN,NaN, 1.6765306E+000, 3.9383098E-001
NaN,NaN, 1.7314286E+000, 3.6911161E-001
NaN,NaN, 1.7863265E+000, 3.4621197E-001
NaN,NaN, 1.8412245E+000, 3.2499022E-001
NaN,NaN, 1.8961224E+000, 3.0531129E-001
NaN,NaN, 1.9510204E+000, 2.7005955E-001
NaN,NaN, 2.0059184E+000, 2.5425614E-001
NaN,NaN, 2.0608163E+000, 2.3953456E-001
NaN,NaN, 2.1157143E+000, 2.2581469E-001
NaN,NaN, 2.1706122E+000, 2.1301920E-001
NaN,NaN, 2.2255102E+000, 2.0107901E-001
NaN,NaN, 2.2804082E+000, 1.8993213E-001
NaN,NaN, 2.3353061E+000, 1.7951970E-001
NaN,NaN, 2.3902041E+000, 1.6978677E-001
NaN,NaN, 2.4451020E+000, 1.6067859E-001
NaN,NaN, 2.5000000E+000, 1.4412564E-001
