m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 9.2152232E-001, 0.0000000E+000, 5.2418321E-001
 2.2433288E-001, 9.2152232E-001, 7.5510204E-002, 5.4563622E-001
 2.4470503E-001, 7.1620857E-001, 1.5102041E-001, 4.8170543E-001
 2.6507722E-001, 4.8287344E-001, 2.2653061E-001, 4.2333522E-001
 2.8544944E-001, 3.9374849E-001, 3.0204082E-001, 3.6630780E-001
 3.0582169E-001, 3.2520930E-001, 3.7755102E-001, 3.1193200E-001
 3.2619396E-001, 3.2520930E-001, 4.5306122E-001, 2.6293415E-001
 3.4656625E-001, 2.7166442E-001, 5.2857143E-001, 2.1997452E-001
 3.6693855E-001, 2.2925203E-001, 6.0408163E-001, 1.8329493E-001
 3.8731086E-001, 1.9524221E-001, 6.7959184E-001, 1.5288081E-001
 4.0768319E-001, 1.5292382E-001, 7.5510204E-001, 1.2804513E-001
 4.2805552E-001, 1.5292382E-001, 8.3061224E-001, 1.0795009E-001
 4.4842786E-001, 1.3287477E-001, 9.0612245E-001, 9.1641996E-002
 4.6880021E-001, 1.1617882E-001, 9.8163265E-001, 7.8347933E-002
 4.8917256E-001, 1.0217407E-001, 1.0571429E+000, 6.7417290E-002
 5.0954492E-001, 9.0347176E-002, 1.1326531E+000, 5.8416335E-002
 5.2991728E-001, 8.4840810E-002, 1.2081633E+000, 5.0988013E-002
 5.5028965E-001, 7.5464116E-002, 1.2836735E+000, 4.4787660E-002
 5.7066202E-001, 6.7411973E-002, 1.3591837E+000, 3.9536399E-002
 5.9103440E-001, 6.0463290E-002, 1.4346939E+000, 3.5060059E-002
 6.1140677E-001, 5.4439146E-002, 1.5102041E+000, 3.1237673E-002
 6.3177915E-001, 5.4439146E-002, 1.5857143E+000, 2.7986896E-002
 6.5215153E-001, 4.6982173E-002, 1.6612245E+000, 2.5253672E-002
 6.7252392E-001, 4.2596370E-002, 1.7367347E+000, 2.2982570E-002
 6.9289630E-001, 3.8732640E-002, 1.8122449E+000, 2.1089945E-002
 7.1326869E-001, 3.5317372E-002, 1.8877551E+000, 1.9513248E-002
 7.3364108E-001, 3.5317372E-002, 1.9632653E+000, 1.8196174E-002
 7.5401347E-001, 3.2288897E-002, 2.0387755E+000, 1.7029683E-002
 7.7438587E-001, 2.9595426E-002, 2.1142857E+000, 1.5951634E-002
 7.9475826E-001, 2.6392701E-002, 2.1897959E+000, 1.4927101E-002
 8.1513065E-001, 2.4304335E-002, 2.2653061E+000, 1.3954356E-002
 8.3550305E-001, 2.4304335E-002, 2.3408163E+000, 1.2992181E-002
 8.5587545E-001, 2.2424862E-002, 2.4163265E+000, 1.2024531E-002
 8.7624785E-001, 2.0729335E-002, 2.4918367E+000, 1.1041807E-002
 8.9662024E-001, 1.9196406E-002, 2.5673469E+000, 1.0063524E-002
 9.1699264E-001, 1.7555139E-002, 2.6428571E+000, 9.1174537E-003
 9.3736505E-001, 1.7555139E-002, 2.7183673E+000, 8.2363861E-003
 9.5773745E-001, 1.6323214E-002, 2.7938776E+000, 7.4225468E-003
 9.7810985E-001, 1.5198327E-002, 2.8693878E+000, 6.6502728E-003
 9.9848225E-001, 1.4169259E-002, 2.9448980E+000, 5.9223006E-003
 1.0188547E+000, 1.3226249E-002, 3.0204082E+000, 5.2789345E-003
 1.0392271E+000, 1.3226249E-002, 3.0959184E+000, 4.7135199E-003
 1.0595995E+000, 1.2342294E-002, 3.1714286E+000, 4.2152108E-003
 1.0799719E+000, 1.1565321E-002, 3.2469388E+000, 3.7729787E-003
 1.1003443E+000, 1.0847259E-002, 3.3224490E+000, 3.3864952E-003
 1.1207167E+000, 1.0182563E-002, 3.3979592E+000, 3.0361843E-003
 1.1410891E+000, 1.0182563E-002, 3.4734694E+000, 2.7054731E-003
 1.1614615E+000, 9.5664000E-003, 3.5489796E+000, 2.3907269E-003
 1.1818339E+000, 9.0629360E-003, 3.6244898E+000, 2.0853910E-003
 1.2022063E+000, 8.5462426E-003, 3.7000000E+000, 1.6696524E-003
