m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.0477718E-001, 6.8421017E-001,-1.9000000E-001, 1.7729182E-001
 5.7236304E-001, 4.8694406E-001,-1.3510204E-001, 2.6494218E-001
 6.3994892E-001, 3.6477000E-001,-8.0204082E-002, 4.0610196E-001
 7.0753483E-001, 3.1502392E-001,-2.5306122E-002, 6.4443565E-001
 7.7512076E-001, 2.4749334E-001, 2.9591837E-002, 1.6971432E+000
 8.4270669E-001, 1.7640960E-001, 8.4489796E-002, 2.0570641E+000
 9.1029264E-001, 1.4497335E-001, 1.3938776E-001, 2.2713922E+000
 9.7787859E-001, 1.3031751E-001, 1.9428571E-001, 2.3986714E+000
 1.0454645E+000, 1.0914879E-001, 2.4918367E-001, 2.4683709E+000
 1.1130505E+000, 9.2289147E-002, 3.0408163E-001, 2.4626762E+000
 1.1806365E+000, 7.8700595E-002, 3.5897959E-001, 2.4024198E+000
 1.2482224E+000, 7.2146408E-002, 4.1387755E-001, 2.3177711E+000
 1.3158084E+000, 6.2277539E-002, 4.6877551E-001, 2.2174749E+000
 1.3833944E+000, 5.0071727E-002, 5.2367347E-001, 2.1083108E+000
 1.4509804E+000, 4.3919261E-002, 5.7857143E-001, 1.9945324E+000
 1.5185664E+000, 4.0813553E-002, 6.3346939E-001, 1.8790978E+000
 1.5861523E+000, 3.6094627E-002, 6.8836735E-001, 1.7645625E+000
 1.6537383E+000, 3.2068926E-002, 7.4326531E-001, 1.6527614E+000
 1.7213243E+000, 2.8615382E-002, 7.9816327E-001, 1.5450796E+000
 1.7889103E+000, 2.6823099E-002, 8.5306122E-001, 1.3446924E+000
NaN,NaN, 9.0795918E-001, 1.2527522E+000
NaN,NaN, 9.6285714E-001, 1.1664800E+000
NaN,NaN, 1.0177551E+000, 1.0858002E+000
NaN,NaN, 1.0726531E+000, 1.0105809E+000
NaN,NaN, 1.1275510E+000, 9.4060698E-001
NaN,NaN, 1.1824490E+000, 8.7559374E-001
NaN,NaN, 1.2373469E+000, 8.1524471E-001
NaN,NaN, 1.2922449E+000, 7.5932876E-001
NaN,NaN, 1.3471429E+000, 7.0758604E-001
NaN,NaN, 1.4020408E+000, 6.1549919E-001
NaN,NaN, 1.4569388E+000, 5.7460324E-001
NaN,NaN, 1.5118367E+000, 5.3680026E-001
NaN,NaN, 1.5667347E+000, 5.0184967E-001
NaN,NaN, 1.6216327E+000, 4.6951780E-001
NaN,NaN, 1.6765306E+000, 4.3960701E-001
NaN,NaN, 1.7314286E+000, 4.1192185E-001
NaN,NaN, 1.7863265E+000, 3.8627882E-001
NaN,NaN, 1.8412245E+000, 3.6250010E-001
NaN,NaN, 1.8961224E+000, 3.4042931E-001
NaN,NaN, 1.9510204E+000, 3.0091519E-001
NaN,NaN, 2.0059184E+000, 2.8323471E-001
NaN,NaN, 2.0608163E+000, 2.6678679E-001
NaN,NaN, 2.1157143E+000, 2.5146375E-001
NaN,NaN, 2.1706122E+000, 2.3717428E-001
NaN,NaN, 2.2255102E+000, 2.2383371E-001
NaN,NaN, 2.2804082E+000, 2.1137712E-001
NaN,NaN, 2.3353061E+000, 1.9973834E-001
NaN,NaN, 2.3902041E+000, 1.8885755E-001
NaN,NaN, 2.4451020E+000, 1.7867077E-001
NaN,NaN, 2.5000000E+000, 1.6015265E-001
