m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 2.5548245E+000, 0.0000000E+000, 1.7906512E+000
 5.9321271E-002, 2.5548245E+000, 6.0309278E-003, 1.7906512E+000
 6.6249925E-002, 1.8753762E+000, 1.2061856E-002, 1.9999521E+000
 7.3178673E-002, 1.4227782E+000, 1.8092784E-002, 1.9999521E+000
 8.0107492E-002, 1.4227782E+000, 2.4123711E-002, 2.0617318E+000
 8.7036363E-002, 8.8576669E-001, 3.0154639E-002, 2.0777517E+000
 9.3965276E-002, 7.1735529E-001, 3.6185567E-002, 2.0777517E+000
 1.0089422E-001, 7.1735529E-001, 4.2216495E-002, 2.0709252E+000
 1.0782319E-001, 5.8907089E-001, 4.8247423E-002, 2.0709252E+000
 1.1475219E-001, 4.8962739E-001, 5.4278351E-002, 2.0396766E+000
 1.2168120E-001, 4.8962739E-001, 6.0309278E-002, 1.9832354E+000
 1.2861022E-001, 3.7022778E-001, 6.6340206E-002, 1.9832354E+000
 1.3553926E-001, 3.1566404E-001, 7.2371134E-002, 1.9044904E+000
 1.4246831E-001, 3.1566404E-001, 7.8402062E-002, 1.9044904E+000
 1.4939737E-001, 2.7110912E-001, 8.4432990E-002, 1.8092178E+000
 1.5632644E-001, 2.3441974E-001, 9.0463918E-002, 1.7031327E+000
 1.6325552E-001, 2.3441974E-001, 9.6494845E-002, 1.7031327E+000
 1.7018460E-001, 1.9123251E-001, 1.0252577E-001, 1.5911136E+000
 1.7711368E-001, 1.6771030E-001, 1.0855670E-001, 1.5911136E+000
 1.8404278E-001, 1.6771030E-001, 1.1458763E-001, 1.4777645E+000
 1.9097187E-001, 1.4777292E-001, 1.2061856E-001, 1.3667341E+000
 1.9790097E-001, 1.3078399E-001, 1.2664948E-001, 1.3667341E+000
 2.0483007E-001, 1.3078399E-001, 1.3268041E-001, 1.2596947E+000
 2.1175918E-001, 1.1163006E-001, 1.3871134E-001, 1.2596947E+000
 2.1868829E-001, 9.9826962E-002, 1.4474227E-001, 1.1580726E+000
 2.2561740E-001, 9.9826962E-002, 1.5077320E-001, 1.0627820E+000
 2.3254652E-001, 8.9563395E-002, 1.5680412E-001, 1.0627820E+000
 2.3947563E-001, 8.0604158E-002, 1.6283505E-001, 9.7415092E-001
 2.4640475E-001, 8.0604158E-002, 1.6886598E-001, 9.7415092E-001
 2.5333387E-001, 7.0968829E-002, 1.7489691E-001, 8.9214128E-001
 2.6026299E-001, 6.4415453E-002, 1.8092784E-001, 8.1662865E-001
