m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.0477718E-001, 1.9065341E+000,-1.9000000E-001, 5.8074174E-001
 5.7236304E-001, 1.3727132E+000,-1.3510204E-001, 7.3291747E-001
 6.3994892E-001, 1.0441419E+000,-8.0204082E-002, 9.4807003E-001
 7.0753483E-001, 9.0919596E-001,-2.5306122E-002, 1.2458855E+000
 7.7512076E-001, 7.2527223E-001, 2.9591837E-002, 1.9488124E+000
 8.4270669E-001, 5.2791089E-001, 8.4489796E-002, 2.1567530E+000
 9.1029264E-001, 4.3999885E-001, 1.3938776E-001, 2.2980393E+000
 9.7787859E-001, 3.9738786E-001, 1.9428571E-001, 2.3681938E+000
 1.0454645E+000, 3.3727662E-001, 2.4918367E-001, 2.4134795E+000
 1.1130505E+000, 2.8888206E-001, 3.0408163E-001, 2.4756297E+000
 1.1806365E+000, 2.4937352E-001, 3.5897959E-001, 2.4797100E+000
 1.2482224E+000, 2.2929614E-001, 4.1387755E-001, 2.4614508E+000
 1.3158084E+000, 2.0011395E-001, 4.6877551E-001, 2.4239293E+000
 1.3833944E+000, 1.6287822E-001, 5.2367347E-001, 2.3709217E+000
 1.4509804E+000, 1.4408546E-001, 5.7857143E-001, 2.3055066E+000
 1.5185664E+000, 1.3418197E-001, 6.3346939E-001, 2.2309328E+000
 1.5861523E+000, 1.1951944E-001, 6.8836735E-001, 2.1495871E+000
 1.6537383E+000, 1.0681424E-001, 7.4326531E-001, 2.0635697E+000
 1.7213243E+000, 9.5750845E-002, 7.9816327E-001, 1.9745441E+000
 1.7889103E+000, 8.9924635E-002, 8.5306122E-001, 1.7938607E+000
NaN,NaN, 9.0795918E-001, 1.7049594E+000
NaN,NaN, 9.6285714E-001, 1.6180998E+000
NaN,NaN, 1.0177551E+000, 1.5334340E+000
NaN,NaN, 1.0726531E+000, 1.4513056E+000
NaN,NaN, 1.1275510E+000, 1.3723041E+000
NaN,NaN, 1.1824490E+000, 1.2967299E+000
NaN,NaN, 1.2373469E+000, 1.2245230E+000
NaN,NaN, 1.2922449E+000, 1.1555333E+000
NaN,NaN, 1.3471429E+000, 1.0897531E+000
NaN,NaN, 1.4020408E+000, 9.6826277E-001
NaN,NaN, 1.4569388E+000, 9.1252145E-001
NaN,NaN, 1.5118367E+000, 8.5991239E-001
NaN,NaN, 1.5667347E+000, 8.1036185E-001
NaN,NaN, 1.6216327E+000, 7.6371716E-001
NaN,NaN, 1.6765306E+000, 7.1984484E-001
NaN,NaN, 1.7314286E+000, 6.7862653E-001
NaN,NaN, 1.7863265E+000, 6.3994113E-001
NaN,NaN, 1.8412245E+000, 6.0362858E-001
NaN,NaN, 1.8961224E+000, 5.6953094E-001
NaN,NaN, 1.9510204E+000, 5.0750354E-001
NaN,NaN, 2.0059184E+000, 4.7933511E-001
NaN,NaN, 2.0608163E+000, 4.5290044E-001
NaN,NaN, 2.1157143E+000, 4.2810232E-001
NaN,NaN, 2.1706122E+000, 4.0483910E-001
NaN,NaN, 2.2255102E+000, 3.8300501E-001
NaN,NaN, 2.2804082E+000, 3.6250375E-001
NaN,NaN, 2.3353061E+000, 3.4324661E-001
NaN,NaN, 2.3902041E+000, 3.2513912E-001
NaN,NaN, 2.4451020E+000, 3.0810041E-001
NaN,NaN, 2.5000000E+000, 2.7693693E-001
