m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 4.2927045E+000, 0.0000000E+000, 1.1278452E+000
 6.1669954E-002, 3.4604544E+000, 1.0131579E-002, 1.2160672E+000
 7.0947373E-002, 3.4604544E+000, 2.0263158E-002, 1.2854879E+000
 8.0224930E-002, 2.8589949E+000, 3.0394737E-002, 1.3417010E+000
 8.9502582E-002, 2.0020675E+000, 4.0526316E-002, 1.3863170E+000
 9.8780302E-002, 1.7270113E+000, 5.0657895E-002, 1.4239437E+000
 1.0805807E-001, 1.5030247E+000, 6.0789474E-002, 1.4566484E+000
 1.1733588E-001, 1.3179586E+000, 7.0921053E-002, 1.4841566E+000
 1.2661372E-001, 1.0573868E+000, 8.1052632E-002, 1.5060950E+000
 1.3589159E-001, 9.4360331E-001, 9.1184211E-002, 1.5217075E+000
 1.4516947E-001, 8.4573405E-001, 1.0131579E-001, 1.5305888E+000
 1.5444737E-001, 7.6104596E-001, 1.1144737E-001, 1.5330947E+000
 1.6372528E-001, 7.6104596E-001, 1.2157895E-001, 1.5303507E+000
 1.7300321E-001, 6.4447571E-001, 1.3171053E-001, 1.5227412E+000
 1.8228114E-001, 5.8467357E-001, 1.4184211E-001, 1.5095590E+000
 1.9155908E-001, 5.3186876E-001, 1.5197368E-001, 1.4903421E+000
 2.0083703E-001, 4.8507927E-001, 1.6210526E-001, 1.4649438E+000
 2.1011499E-001, 4.2414986E-001, 1.7223684E-001, 1.4345294E+000
 2.1939294E-001, 3.8874199E-001, 1.8236842E-001, 1.3998734E+000
 2.2867091E-001, 3.5695379E-001, 1.9250000E-001, 1.3616277E+000
 2.3794888E-001, 3.2835589E-001, 2.0263158E-001, 1.3200928E+000
 2.4722685E-001, 3.0257929E-001, 2.1276316E-001, 1.2764486E+000
 2.5650482E-001, 2.9407328E-001, 2.2289474E-001, 1.2312622E+000
 2.6578280E-001, 2.7161611E-001, 2.3302632E-001, 1.1842497E+000
 2.7506078E-001, 2.5122197E-001, 2.4315789E-001, 1.1352452E+000
 2.8433877E-001, 2.3267398E-001, 2.5328947E-001, 1.0847080E+000
 2.9361675E-001, 2.1222916E-001, 2.6342105E-001, 1.0333557E+000
 3.0289474E-001, 1.9734733E-001, 2.7355263E-001, 9.8192483E-001
 3.1217273E-001, 1.8370584E-001, 2.8368421E-001, 9.3095741E-001
 3.2145072E-001, 1.7118419E-001, 2.9381579E-001, 8.8115702E-001
 3.3072871E-001, 1.5967529E-001, 3.0394737E-001, 8.3288568E-001
 3.4000670E-001, 1.5816154E-001, 3.1407895E-001, 7.8636381E-001
 3.4928469E-001, 1.4796345E-001, 3.2421053E-001, 7.4173210E-001
 3.5856269E-001, 1.3853888E-001, 3.3434211E-001, 6.9889743E-001
 3.6784069E-001, 1.2981741E-001, 3.4447368E-001, 6.5781232E-001
 3.7711868E-001, 1.2090723E-001, 3.5460526E-001, 6.1847294E-001
 3.8639668E-001, 1.1372359E-001, 3.6473684E-001, 5.8090147E-001
 3.9567468E-001, 1.0703929E-001, 3.7486842E-001, 5.4517216E-001
 4.0495268E-001, 1.0081137E-001, 3.8500000E-001, 5.1128920E-001
 4.1423068E-001, 9.5001261E-002, 3.9513158E-001, 4.7925726E-001
 4.2350868E-001, 8.9131130E-002, 4.0526316E-001, 4.4912208E-001
 4.3278669E-001, 8.4289329E-002, 4.1539474E-001, 4.2092236E-001
 4.4206469E-001, 8.4289329E-002, 4.2552632E-001, 3.9464369E-001
 4.5134269E-001, 7.9753272E-002, 4.3565789E-001, 3.7023142E-001
 4.6062069E-001, 7.4760133E-002, 4.4578947E-001, 3.4759464E-001
 4.6989870E-001, 7.0963025E-002, 4.5592105E-001, 3.2662905E-001
 4.7917670E-001, 6.7394988E-002, 4.6605263E-001, 3.0720709E-001
 4.8845471E-001, 6.4037632E-002, 4.7618421E-001, 2.8919587E-001
 4.9773271E-001, 6.0070686E-002, 4.8631579E-001, 2.7247518E-001
 5.0701072E-001, 5.7240836E-002, 4.9644737E-001, 2.5694152E-001
 5.1628873E-001, 5.4572634E-002, 5.0657895E-001, 2.4250031E-001
 5.2556673E-001, 5.2053262E-002, 5.1671053E-001, 2.2905800E-001
 5.3484474E-001, 5.2053262E-002, 5.2684211E-001, 2.1653278E-001
 5.4412275E-001, 4.8830811E-002, 5.3697368E-001, 2.0485111E-001
 5.5340075E-001, 4.6692489E-002, 5.4710526E-001, 1.9394674E-001
 5.6267876E-001, 4.4670928E-002, 5.5723684E-001, 1.8376304E-001
 5.7195677E-001, 4.2756912E-002, 5.6736842E-001, 1.7425494E-001
 5.8123478E-001, 4.0102625E-002, 5.7750000E-001, 1.6537828E-001
 5.9051279E-001, 3.8466257E-002, 5.8763158E-001, 1.5708700E-001
 5.9979080E-001, 3.6916145E-002, 5.9776316E-001, 1.4934016E-001
NaN,NaN, 6.0789474E-001, 1.4210358E-001
NaN,NaN, 6.1802632E-001, 1.3534078E-001
NaN,NaN, 6.2815789E-001, 1.2901527E-001
NaN,NaN, 6.3828947E-001, 1.2309197E-001
NaN,NaN, 6.4842105E-001, 1.1753831E-001
NaN,NaN, 6.5855263E-001, 1.1232451E-001
NaN,NaN, 6.6868421E-001, 1.0742548E-001
NaN,NaN, 6.7881579E-001, 1.0282280E-001
NaN,NaN, 6.8894737E-001, 9.8495187E-002
