m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.3037785E+000, 0.0000000E+000, 5.2585258E-001
 2.3037644E-001, 1.0458757E+000, 3.7373737E-002, 5.4478024E-001
 2.5679212E-001, 7.4975327E-001, 7.4747475E-002, 5.6177377E-001
 2.8320781E-001, 6.2600382E-001, 1.1212121E-001, 5.6365238E-001
 3.0962352E-001, 5.2847959E-001, 1.4949495E-001, 5.6001532E-001
 3.3603923E-001, 4.5040564E-001, 1.8686869E-001, 5.5056224E-001
 3.6245495E-001, 3.8707054E-001, 2.2424242E-001, 5.4073351E-001
 3.8887068E-001, 3.0601816E-001, 2.6161616E-001, 5.0859081E-001
 4.1528642E-001, 2.6798426E-001, 2.9898990E-001, 4.8905241E-001
 4.4170215E-001, 2.3590292E-001, 3.3636364E-001, 4.5036869E-001
 4.6811789E-001, 2.0866268E-001, 3.7373737E-001, 4.3242152E-001
 4.9453363E-001, 1.8539174E-001, 4.1111111E-001, 3.9948259E-001
 5.2094938E-001, 1.5434339E-001, 4.4848485E-001, 3.8343183E-001
 5.4736512E-001, 1.3833821E-001, 4.8585859E-001, 3.5052081E-001
 5.7378087E-001, 1.2439985E-001, 5.2323232E-001, 3.3384409E-001
 6.0019662E-001, 1.1221440E-001, 5.6060606E-001, 3.0070668E-001
 6.2661237E-001, 1.0152287E-001, 5.9797980E-001, 2.8459892E-001
 6.5302812E-001, 8.7137907E-002, 6.3535354E-001, 2.5431653E-001
 6.7944388E-001, 7.9266621E-002, 6.7272727E-001, 2.4032958E-001
 7.0585963E-001, 7.2277733E-002, 7.1010101E-001, 2.1465899E-001
 7.3227538E-001, 6.6056412E-002, 7.4747475E-001, 2.0297797E-001
 7.5869114E-001, 6.0504759E-002, 7.8484848E-001, 1.8178579E-001
 7.8510689E-001, 5.3423260E-002, 8.2222222E-001, 1.7216022E-001
 8.1152265E-001, 4.9150032E-002, 8.5959596E-001, 1.5456591E-001
 8.3793841E-001, 4.5300118E-002, 8.9696970E-001, 1.4651448E-001
 8.6435416E-001, 4.1824843E-002, 9.3434343E-001, 1.3176607E-001
 8.9076992E-001, 3.8681737E-002, 9.7171717E-001, 1.2503393E-001
 9.1718568E-001, 3.5074706E-002, 1.0090909E+000, 1.1277694E-001
 9.4360144E-001, 3.0284510E-002, 1.0464646E+000, 1.0720766E-001
 9.7001720E-001, 2.8196713E-002, 1.0838384E+000, 9.7095996E-002
 9.9643296E-001, 2.6286087E-002, 1.1212121E+000, 9.2511454E-002
 1.0228487E+000, 2.4535048E-002, 1.1585859E+000, 8.4165397E-002
 1.0492645E+000, 2.2806776E-002, 1.1959596E+000, 8.0365229E-002
 1.0756802E+000, 2.1363763E-002, 1.2333333E+000, 7.3424261E-002
 1.1020960E+000, 2.0030849E-002, 1.2707071E+000, 7.0253777E-002
 1.1285118E+000, 1.8797860E-002, 1.3080808E+000, 6.4459180E-002
 1.1549275E+000, 1.7655892E-002, 1.3454545E+000, 6.1813114E-002
 1.1813433E+000, 1.6696367E-002, 1.3828283E+000, 5.6963222E-002
 1.2077590E+000, 1.5736892E-002, 1.4202020E+000, 5.4738833E-002
 1.2341748E+000, 1.4842161E-002, 1.4575758E+000, 5.0648300E-002
 1.2605906E+000, 1.4006669E-002, 1.4949495E+000, 4.8761665E-002
 1.2870063E+000, 1.3225344E-002, 1.5323232E+000, 4.5258341E-002
 1.3134221E+000, 1.2661923E-002, 1.5696970E+000, 4.3627996E-002
 1.3398378E+000, 1.1997302E-002, 1.6070707E+000, 4.0586613E-002
 1.3662536E+000, 1.1372117E-002, 1.6444444E+000, 3.9166809E-002
 1.3926694E+000, 1.0783213E-002, 1.6818182E+000, 3.6522679E-002
 1.4190851E+000, 1.0227947E-002, 1.7191919E+000, 3.5298987E-002
 1.4455009E+000, 9.8758474E-003, 1.7565657E+000, 3.3032271E-002
 1.4719166E+000, 9.3997601E-003, 1.7939394E+000, 3.1981019E-002
 1.4983324E+000, 8.9484688E-003, 1.8313131E+000, 3.0035256E-002
NaN,NaN, 1.8686869E+000, 2.9134867E-002
NaN,NaN, 1.9060606E+000, 2.7462955E-002
NaN,NaN, 1.9434343E+000, 2.6694285E-002
NaN,NaN, 1.9808081E+000, 2.5280884E-002
NaN,NaN, 2.0181818E+000, 2.4632894E-002
NaN,NaN, 2.0555556E+000, 2.3415296E-002
NaN,NaN, 2.0929293E+000, 2.2842419E-002
NaN,NaN, 2.1303030E+000, 2.1791590E-002
NaN,NaN, 2.1676768E+000, 2.1309347E-002
NaN,NaN, 2.2050505E+000, 2.0413012E-002
NaN,NaN, 2.2424242E+000, 1.9986898E-002
NaN,NaN, 2.2797980E+000, 1.9171415E-002
NaN,NaN, 2.3171717E+000, 1.8777975E-002
NaN,NaN, 2.3545455E+000, 1.8018766E-002
NaN,NaN, 2.3919192E+000, 1.7657430E-002
NaN,NaN, 2.4292929E+000, 1.6955979E-002
NaN,NaN, 2.4666667E+000, 1.6613920E-002
NaN,NaN, 2.5040404E+000, 1.5936302E-002
NaN,NaN, 2.5414141E+000, 1.5586203E-002
NaN,NaN, 2.5787879E+000, 1.4861356E-002
NaN,NaN, 2.6161616E+000, 1.4494659E-002
NaN,NaN, 2.6535354E+000, 1.3762540E-002
NaN,NaN, 2.6909091E+000, 1.3398521E-002
NaN,NaN, 2.7282828E+000, 1.2672734E-002
NaN,NaN, 2.7656566E+000, 1.2312029E-002
NaN,NaN, 2.8030303E+000, 1.1607276E-002
NaN,NaN, 2.8404040E+000, 1.1261709E-002
NaN,NaN, 2.8777778E+000, 1.0581801E-002
NaN,NaN, 2.9151515E+000, 1.0248605E-002
NaN,NaN, 2.9525253E+000, 9.5926895E-003
NaN,NaN, 2.9898990E+000, 9.2722214E-003
NaN,NaN, 3.0272727E+000, 8.6428423E-003
NaN,NaN, 3.0646465E+000, 8.3376737E-003
NaN,NaN, 3.1020202E+000, 7.7509950E-003
NaN,NaN, 3.1393939E+000, 7.4672198E-003
NaN,NaN, 3.1767677E+000, 6.9186375E-003
NaN,NaN, 3.2141414E+000, 6.6546882E-003
NaN,NaN, 3.2515152E+000, 6.1572506E-003
NaN,NaN, 3.2888889E+000, 5.9182999E-003
NaN,NaN, 3.3262626E+000, 5.4563773E-003
NaN,NaN, 3.3636364E+000, 5.2350976E-003
NaN,NaN, 3.4010101E+000, 4.8092964E-003
NaN,NaN, 3.4383838E+000, 4.6047632E-003
NaN,NaN, 3.4757576E+000, 4.2125440E-003
NaN,NaN, 3.5131313E+000, 4.0258628E-003
NaN,NaN, 3.5505051E+000, 3.6701395E-003
NaN,NaN, 3.5878788E+000, 3.4988307E-003
NaN,NaN, 3.6252525E+000, 3.1662462E-003
NaN,NaN, 3.6626263E+000, 3.0061259E-003
NaN,NaN, 3.7000000E+000, 2.6892155E-003
