m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.3928677E+001, 0.0000000E+000, 4.0761053E+000
 2.2829520E-001, 1.3928677E+001, 7.5510204E-002, 4.6457673E+000
 2.5262965E-001, 1.2070661E+001, 1.5102041E-001, 4.9872357E+000
 2.7696412E-001, 9.9172076E+000, 2.2653061E-001, 5.3358624E+000
 3.0129859E-001, 8.8350350E+000, 3.0204082E-001, 5.6368029E+000
 3.2563308E-001, 7.9269279E+000, 3.7755102E-001, 5.8155053E+000
 3.4996757E-001, 7.1527061E+000, 4.5306122E-001, 5.8952436E+000
 3.7430207E-001, 6.4846345E+000, 5.2857143E-001, 5.9202793E+000
 3.9863658E-001, 5.5004759E+000, 6.0408163E-001, 5.8354319E+000
 4.2297109E-001, 5.0478424E+000, 6.7959184E-001, 5.6088323E+000
 4.4730560E-001, 4.6452011E+000, 7.5510204E-001, 5.3251538E+000
 4.7164012E-001, 4.2853063E+000, 8.3061224E-001, 4.9965302E+000
 4.9597463E-001, 3.9622333E+000, 9.0612245E-001, 4.6337407E+000
 5.2030915E-001, 3.4938031E+000, 9.8163265E-001, 4.2252452E+000
 5.4464368E-001, 3.2495137E+000, 1.0571429E+000, 3.7870995E+000
 5.6897820E-001, 3.0272885E+000, 1.1326531E+000, 3.3646249E+000
 5.9331273E-001, 2.8246272E+000, 1.2081633E+000, 2.9669506E+000
 6.1764725E-001, 2.6393964E+000, 1.2836735E+000, 2.6074681E+000
 6.4198178E-001, 2.4697617E+000, 1.3591837E+000, 2.2854673E+000
 6.6631631E-001, 2.2183482E+000, 1.4346939E+000, 1.9939661E+000
 6.9065084E-001, 2.0816829E+000, 1.5102041E+000, 1.7289236E+000
 7.1498537E-001, 1.9556953E+000, 1.5857143E+000, 1.4964359E+000
 7.3931990E-001, 1.8394012E+000, 1.6612245E+000, 1.2986725E+000
 7.6365444E-001, 1.8394012E+000, 1.7367347E+000, 1.1310187E+000
 7.8798897E-001, 1.6694099E+000, 1.8122449E+000, 9.8568973E-001
 8.1232350E-001, 1.5726518E+000, 1.8877551E+000, 8.6005548E-001
 8.3665804E-001, 1.4828765E+000, 1.9632653E+000, 7.5198748E-001
 8.6099257E-001, 1.3995055E+000, 2.0387755E+000, 6.5900569E-001
 8.8532710E-001, 1.3220148E+000, 2.1142857E+000, 5.7834162E-001
 9.0966164E-001, 1.2143318E+000, 2.1897959E+000, 5.0858222E-001
 9.3399617E-001, 1.1481953E+000, 2.2653061E+000, 4.4872737E-001
 9.5833071E-001, 1.0864744E+000, 2.3408163E+000, 3.9746724E-001
 9.8266525E-001, 1.0288375E+000, 2.4163265E+000, 3.5350983E-001
 1.0069998E+000, 9.7498143E-001, 2.4918367E+000, 3.1576475E-001
 1.0313343E+000, 9.2462637E-001, 2.5673469E+000, 2.8330050E-001
 1.0556689E+000, 8.6029867E-001, 2.6428571E+000, 2.5539037E-001
 1.0800034E+000, 8.1645424E-001, 2.7183673E+000, 2.3133840E-001
 1.1043379E+000, 7.7529869E-001, 2.7938776E+000, 2.1053367E-001
 1.1286725E+000, 7.3664670E-001, 2.8693878E+000, 1.9241805E-001
 1.1530070E+000, 7.0032719E-001, 2.9448980E+000, 1.7654160E-001
 1.1773415E+000, 6.5993159E-001, 3.0204082E+000, 1.6249693E-001
 1.2016761E+000, 6.2789710E-001, 3.0959184E+000, 1.4986972E-001
 1.2260106E+000, 5.9767062E-001, 3.1714286E+000, 1.3836460E-001
 1.2503452E+000, 5.6913748E-001, 3.2469388E+000, 1.2782985E-001
 1.2746797E+000, 5.4219270E-001, 3.3224490E+000, 1.1807051E-001
 1.2990142E+000, 5.4208332E-001, 3.3979592E+000, 1.0890599E-001
 1.3233488E+000, 5.1679185E-001, 3.4734694E+000, 1.0021106E-001
 1.3476833E+000, 4.9282364E-001, 3.5489796E+000, 9.1857967E-002
 1.3720179E+000, 4.7010081E-001, 3.6244898E+000, 8.3770067E-002
 1.3963524E+000, 4.4855108E-001, 3.7000000E+000, 7.3330574E-002
