m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 8.5749060E+000, 0.0000000E+000, 2.3304135E+000
 2.3245767E-001, 7.0857328E+000, 7.5510204E-002, 2.6038961E+000
 2.6095458E-001, 5.3323292E+000, 1.5102041E-001, 2.6124948E+000
 2.8945151E-001, 4.5722973E+000, 2.2653061E-001, 2.6575173E+000
 3.1794844E-001, 3.9585089E+000, 3.0204082E-001, 2.6404425E+000
 3.4644539E-001, 3.4547644E+000, 3.7755102E-001, 2.5309465E+000
 3.7494234E-001, 3.0359008E+000, 4.5306122E-001, 2.3473475E+000
 4.0343930E-001, 2.4676744E+000, 5.2857143E-001, 2.1540649E+000
 4.3193626E-001, 2.2036156E+000, 6.0408163E-001, 1.9558210E+000
 4.6043322E-001, 1.7784644E+000, 6.7959184E-001, 1.7437276E+000
 4.8893019E-001, 1.6063111E+000, 7.5510204E-001, 1.5344842E+000
 5.1742716E-001, 1.3725109E+000, 8.3061224E-001, 1.3381705E+000
 5.4592413E-001, 1.2488833E+000, 9.0612245E-001, 1.1604245E+000
 5.7442110E-001, 1.1393231E+000, 9.8163265E-001, 1.0033075E+000
 6.0291807E-001, 1.0419240E+000, 1.0571429E+000, 8.6612224E-001
 6.3141505E-001, 9.5508260E-001, 1.1326531E+000, 7.4746558E-001
 6.5991203E-001, 8.3797023E-001, 1.2081633E+000, 6.4650043E-001
 6.8840900E-001, 7.1114860E-001, 1.2836735E+000, 5.6137447E-001
 7.1690598E-001, 6.5689441E-001, 1.3591837E+000, 4.8953048E-001
 7.4540296E-001, 6.0783129E-001, 1.4346939E+000, 4.2854308E-001
 7.7389994E-001, 5.4476735E-001, 1.5102041E+000, 3.7681980E-001
 8.0239692E-001, 5.0545023E-001, 1.5857143E+000, 3.3288581E-001
 8.3089390E-001, 4.6962094E-001, 1.6612245E+000, 2.9520778E-001
 8.5939088E-001, 4.3692404E-001, 1.7367347E+000, 2.6262409E-001
 8.8788786E-001, 4.0704408E-001, 1.8122449E+000, 2.3433669E-001
 9.1638484E-001, 3.7205571E-001, 1.8877551E+000, 2.0970167E-001
 9.4488183E-001, 3.2479111E-001, 1.9632653E+000, 1.8803612E-001
 9.7337881E-001, 3.0392672E-001, 2.0387755E+000, 1.6885027E-001
 1.0018758E+000, 2.8468397E-001, 2.1142857E+000, 1.5185498E-001
 1.0303728E+000, 2.6691756E-001, 2.1897959E+000, 1.3689451E-001
 1.0588698E+000, 2.4861303E-001, 2.2653061E+000, 1.2380002E-001
 1.0873667E+000, 2.3362118E-001, 2.3408163E+000, 1.1238399E-001
 1.1158637E+000, 2.1969315E-001, 2.4163265E+000, 1.0253821E-001
 1.1443607E+000, 2.0674117E-001, 2.4918367E+000, 9.4154433E-002
 1.1728577E+000, 1.8401590E-001, 2.5673469E+000, 8.7026714E-002
 1.2013547E+000, 1.7371974E-001, 2.6428571E+000, 8.0951224E-002
 1.2298517E+000, 1.6408062E-001, 2.7183673E+000, 7.5732409E-002
 1.2583486E+000, 1.5504867E-001, 2.7938776E+000, 7.1188594E-002
 1.2868456E+000, 1.4657812E-001, 2.8693878E+000, 6.7112946E-002
 1.3153426E+000, 1.4010934E-001, 2.9448980E+000, 6.3272543E-002
 1.3438396E+000, 1.3281851E-001, 3.0204082E+000, 5.9567601E-002
 1.3723366E+000, 1.2594464E-001, 3.0959184E+000, 5.5886875E-002
 1.4008336E+000, 1.1945765E-001, 3.1714286E+000, 5.2184632E-002
 1.4293306E+000, 1.0920469E-001, 3.2469388E+000, 4.8454443E-002
 1.4578275E+000, 1.0390705E-001, 3.3224490E+000, 4.4683312E-002
 1.4863245E+000, 9.8878720E-002, 3.3979592E+000, 4.0915779E-002
 1.5148215E+000, 9.4103202E-002, 3.4734694E+000, 3.7157360E-002
NaN,NaN, 3.5489796E+000, 3.3454630E-002
NaN,NaN, 3.6244898E+000, 2.9852603E-002
NaN,NaN, 3.7000000E+000, 2.5213643E-002
