m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 1.2287028E+001,-1.9000000E-002, 1.8624528E+000
 6.1853826E-002, 1.0782568E+001,-8.8505155E-003, 1.9376837E+000
 7.1315140E-002, 1.0782568E+001, 1.2989691E-003, 2.0160454E+000
 8.0776606E-002, 9.6208127E+000, 1.1448454E-002, 2.0914237E+000
 9.0238177E-002, 8.4770732E+000, 2.1597938E-002, 2.1616073E+000
 9.9699822E-002, 7.6857412E+000, 3.1747423E-002, 2.2306780E+000
 1.0916152E-001, 7.0081162E+000, 4.1896907E-002, 2.3034391E+000
 1.1862326E-001, 6.4227738E+000, 5.2046392E-002, 2.3800833E+000
 1.2808504E-001, 5.6554637E+000, 6.2195876E-002, 2.4570878E+000
 1.3754684E-001, 5.2438113E+000, 7.2345361E-002, 2.5309684E+000
 1.4700866E-001, 4.8776569E+000, 8.2494845E-002, 2.6001550E+000
 1.5647050E-001, 4.5495133E+000, 9.2644330E-002, 2.6650042E+000
 1.6593236E-001, 4.2534180E+000, 1.0279381E-001, 2.7270771E+000
 1.7539422E-001, 3.8327763E+000, 1.1294330E-001, 2.7879964E+000
 1.8485610E-001, 3.8327763E+000, 1.2309278E-001, 2.8486602E+000
 1.9431798E-001, 3.6071088E+000, 1.3324227E-001, 2.9090190E+000
 2.0377987E-001, 3.3995438E+000, 1.4339175E-001, 2.9684776E+000
 2.1324177E-001, 3.1051753E+000, 1.5354124E-001, 3.0266530E+000
 2.2270367E-001, 2.9393926E+000, 1.6369072E-001, 3.0836398E+000
 2.3216558E-001, 2.7855008E+000, 1.7384021E-001, 3.1396063E+000
 2.4162749E-001, 2.6423948E+000, 1.8398969E-001, 3.1945387E+000
 2.5108941E-001, 2.4404731E+000, 1.9413918E-001, 3.2482889E+000
 2.6055133E-001, 2.3214051E+000, 2.0428866E-001, 3.3004394E+000
 2.7001325E-001, 2.2098448E+000, 2.1443814E-001, 3.3505202E+000
 2.7947518E-001, 2.1051543E+000, 2.2458763E-001, 3.3975697E+000
 2.8893711E-001, 2.0067674E+000, 2.3473711E-001, 3.4403528E+000
 2.9839904E-001, 1.9568456E+000, 2.4488660E-001, 3.4780566E+000
 3.0786097E-001, 1.8672820E+000, 2.5503608E-001, 3.5111723E+000
 3.1732291E-001, 1.7828293E+000, 2.6518557E-001, 3.5409921E+000
 3.2678484E-001, 1.7031316E+000, 2.7533505E-001, 3.5685707E+000
 3.3624678E-001, 1.5904814E+000, 2.8548454E-001, 3.5943725E+000
 3.4570872E-001, 1.5213416E+000, 2.9563402E-001, 3.6187419E+000
 3.5517066E-001, 1.4559214E+000, 3.0578351E-001, 3.6421878E+000
 3.6463260E-001, 1.3939943E+000, 3.1593299E-001, 3.6653112E+000
 3.7409455E-001, 1.3075543E+000, 3.2608247E-001, 3.6884668E+000
 3.8355649E-001, 1.2533523E+000, 3.3623196E-001, 3.7112004E+000
 3.9301843E-001, 1.2019252E+000, 3.4638144E-001, 3.7319338E+000
 4.0248038E-001, 1.1531113E+000, 3.5653093E-001, 3.7488233E+000
 4.1194233E-001, 1.1531113E+000, 3.6668041E-001, 3.7604258E+000
 4.2140427E-001, 1.0864957E+000, 3.7682990E-001, 3.7651478E+000
 4.3086622E-001, 1.0433968E+000, 3.8697938E-001, 3.7608531E+000
 4.4032817E-001, 1.0023855E+000, 3.9712887E-001, 3.7459796E+000
 4.4979012E-001, 9.6334333E-001, 4.0727835E-001, 3.7207995E+000
 4.5925207E-001, 9.1169695E-001, 4.1742784E-001, 3.6876530E+000
 4.6871402E-001, 8.7693885E-001, 4.2757732E-001, 3.6499243E+000
 4.7817597E-001, 8.4376994E-001, 4.3772680E-001, 3.6110598E+000
