m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 6.8047945E+000, 0.0000000E+000, 1.8304467E+000
 2.3245767E-001, 5.5644586E+000, 7.5510204E-002, 2.0227200E+000
 2.6095458E-001, 4.1391872E+000, 1.5102041E-001, 2.0144389E+000
 2.8945151E-001, 3.5116343E+000, 2.2653061E-001, 2.0388644E+000
 3.1794844E-001, 3.0098463E+000, 3.0204082E-001, 1.9476184E+000
 3.4644539E-001, 2.6021035E+000, 3.7755102E-001, 1.8031401E+000
 3.7494234E-001, 2.2663731E+000, 4.5306122E-001, 1.6645308E+000
 4.0343930E-001, 1.8156363E+000, 5.2857143E-001, 1.5207730E+000
 4.3193626E-001, 1.6078160E+000, 6.0408163E-001, 1.3587851E+000
 4.6043322E-001, 1.2779175E+000, 6.7959184E-001, 1.1863524E+000
 4.8893019E-001, 1.1462497E+000, 7.5510204E-001, 1.0271620E+000
 5.1742716E-001, 9.6597025E-001, 8.3061224E-001, 8.8988802E-001
 5.4592413E-001, 8.7357206E-001, 9.0612245E-001, 7.7303417E-001
 5.7442110E-001, 7.9236997E-001, 9.8163265E-001, 6.7048122E-001
 6.0291807E-001, 7.2075615E-001, 1.0571429E+000, 5.8027641E-001
 6.3141505E-001, 6.5738613E-001, 1.1326531E+000, 5.0244102E-001
 6.5991203E-001, 5.7037782E-001, 1.2081633E+000, 4.3670750E-001
 6.8840900E-001, 4.7976794E-001, 1.2836735E+000, 3.8119750E-001
 7.1690598E-001, 4.4136944E-001, 1.3591837E+000, 3.3433041E-001
 7.4540296E-001, 4.0684207E-001, 1.4346939E+000, 2.9471031E-001
 7.7389994E-001, 3.6154238E-001, 1.5102041E+000, 2.6105340E-001
 8.0239692E-001, 3.3425737E-001, 1.5857143E+000, 2.3224601E-001
 8.3089390E-001, 3.0951483E-001, 1.6612245E+000, 2.0743977E-001
 8.5939088E-001, 2.8704207E-001, 1.7367347E+000, 1.8583575E-001
 8.8788786E-001, 2.6659927E-001, 1.8122449E+000, 1.6674504E-001
 9.1638484E-001, 2.4235010E-001, 1.8877551E+000, 1.4981748E-001
 9.4488183E-001, 2.1040297E-001, 1.9632653E+000, 1.3481213E-001
 9.7337881E-001, 1.9638434E-001, 2.0387755E+000, 1.2143310E-001
 1.0018758E+000, 1.8350459E-001, 2.1142857E+000, 1.0948384E-001
 1.0303728E+000, 1.7165789E-001, 2.1897959E+000, 9.8902662E-002
 1.0588698E+000, 1.5948592E-001, 2.2653061E+000, 8.9661300E-002
 1.0873667E+000, 1.4955134E-001, 2.3408163E+000, 8.1691962E-002
 1.1158637E+000, 1.4035027E-001, 2.4163265E+000, 7.4895377E-002
 1.1443607E+000, 1.3182044E-001, 2.4918367E+000, 6.9140142E-002
 1.1728577E+000, 1.1714047E-001, 2.5673469E+000, 6.4309562E-002
 1.2013547E+000, 1.1040485E-001, 2.6428571E+000, 6.0202187E-002
 1.2298517E+000, 1.0411509E-001, 2.7183673E+000, 5.6612679E-002
 1.2583486E+000, 9.8236694E-002, 2.7938776E+000, 5.3414732E-002
 1.2868456E+000, 9.2737933E-002, 2.8693878E+000, 5.0486885E-002
 1.3153426E+000, 8.8898081E-002, 2.9448980E+000, 4.7666507E-002
 1.3438396E+000, 8.4173331E-002, 3.0204082E+000, 4.4841416E-002
 1.3723366E+000, 7.9728186E-002, 3.0959184E+000, 4.2000796E-002
 1.4008336E+000, 7.5542095E-002, 3.1714286E+000, 3.9134168E-002
 1.4293306E+000, 6.9342721E-002, 3.2469388E+000, 3.6193304E-002
 1.4578275E+000, 6.5931813E-002, 3.3224490E+000, 3.3190526E-002
 1.4863245E+000, 6.2699143E-002, 3.3979592E+000, 3.0162841E-002
 1.5148215E+000, 5.9633827E-002, 3.4734694E+000, 2.7179032E-002
NaN,NaN, 3.5489796E+000, 2.4285854E-002
NaN,NaN, 3.6244898E+000, 2.1507113E-002
NaN,NaN, 3.7000000E+000, 1.8005732E-002
