m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.3895892E+000, 0.0000000E+000, 4.5797908E-001
 2.3077672E-001, 1.1277771E+000, 7.5510204E-002, 5.0472094E-001
 2.5759274E-001, 8.2884212E-001, 1.5102041E-001, 5.0555539E-001
 2.8440883E-001, 6.9818809E-001, 2.2653061E-001, 4.9290865E-001
 3.1122496E-001, 5.9411246E-001, 3.0204082E-001, 4.6152302E-001
 3.3804113E-001, 5.0996534E-001, 3.7755102E-001, 4.2192102E-001
 3.6485732E-001, 4.4107946E-001, 4.5306122E-001, 3.7598918E-001
 3.9167354E-001, 3.4944864E-001, 5.2857143E-001, 3.2961505E-001
 4.1848978E-001, 3.0772782E-001, 6.0408163E-001, 2.8820631E-001
 4.4530603E-001, 2.7232502E-001, 6.7959184E-001, 2.5080987E-001
 4.7212229E-001, 2.4209557E-001, 7.5510204E-001, 2.1708103E-001
 4.9893857E-001, 2.1613728E-001, 8.3061224E-001, 1.8694962E-001
 5.2575485E-001, 1.8217516E-001, 9.0612245E-001, 1.6087186E-001
 5.5257114E-001, 1.6419792E-001, 9.8163265E-001, 1.3897277E-001
 5.7938743E-001, 1.4847315E-001, 1.0571429E+000, 1.2069524E-001
 6.0620373E-001, 1.3466870E-001, 1.1326531E+000, 1.0527641E-001
 6.3302004E-001, 1.2250862E-001, 1.2081633E+000, 9.2157060E-002
 6.5983635E-001, 1.0679463E-001, 1.2836735E+000, 8.1018398E-002
 6.8665266E-001, 9.7684599E-002, 1.3591837E+000, 7.1583572E-002
 7.1346898E-001, 8.2289138E-002, 1.4346939E+000, 6.3531210E-002
 7.4028530E-001, 7.5772330E-002, 1.5102041E+000, 5.6581958E-002
 7.6710162E-001, 6.9916044E-002, 1.5857143E+000, 5.0567487E-002
 7.9391795E-001, 6.2451405E-002, 1.6612245E+000, 4.5362504E-002
 8.2073427E-001, 5.7798881E-002, 1.7367347E+000, 4.0814340E-002
 8.4755060E-001, 5.3577353E-002, 1.8122449E+000, 3.6793567E-002
 8.7436693E-001, 4.9740134E-002, 1.8877551E+000, 3.3250291E-002
 9.0118327E-001, 4.6246711E-002, 1.9632653E+000, 3.0153586E-002
 9.2799960E-001, 4.2098161E-002, 2.0387755E+000, 2.7451042E-002
 9.5481593E-001, 3.9226663E-002, 2.1142857E+000, 2.5120251E-002
 9.8163227E-001, 3.6591469E-002, 2.1897959E+000, 2.3128599E-002
 1.0084486E+000, 3.4170230E-002, 2.2653061E+000, 2.1438933E-002
 1.0352649E+000, 3.1943325E-002, 2.3408163E+000, 1.9994807E-002
 1.0620813E+000, 2.9551851E-002, 2.4163265E+000, 1.8758238E-002
 1.0888976E+000, 2.7682765E-002, 2.4918367E+000, 1.7680153E-002
 1.1157140E+000, 2.5952024E-002, 2.5673469E+000, 1.6680464E-002
 1.1425303E+000, 2.4348027E-002, 2.6428571E+000, 1.5727365E-002
 1.1693467E+000, 2.2860504E-002, 2.7183673E+000, 1.4769103E-002
 1.1961630E+000, 2.1442472E-002, 2.7938776E+000, 1.3804843E-002
 1.2229793E+000, 1.9000454E-002, 2.8693878E+000, 1.2842967E-002
 1.2497957E+000, 1.7900314E-002, 2.9448980E+000, 1.1891041E-002
 1.2766120E+000, 1.6872494E-002, 3.0204082E+000, 1.0962820E-002
 1.3034284E+000, 1.5911939E-002, 3.0959184E+000, 1.0074419E-002
 1.3302447E+000, 1.5131496E-002, 3.1714286E+000, 9.2046351E-003
 1.3570611E+000, 1.4306537E-002, 3.2469388E+000, 8.3479579E-003
 1.3838774E+000, 1.3531241E-002, 3.3224490E+000, 7.5365292E-003
 1.4106938E+000, 1.2802291E-002, 3.3979592E+000, 6.7750869E-003
 1.4375101E+000, 1.2116874E-002, 3.4734694E+000, 6.0395597E-003
 1.4643265E+000, 1.1637732E-002, 3.5489796E+000, 5.3474039E-003
 1.4911428E+000, 1.1046963E-002, 3.6244898E+000, 4.6689266E-003
 1.5179592E+000, 1.0488304E-002, 3.7000000E+000, 3.8249665E-003
