m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 3.2026486E+000, 0.0000000E+000, 6.4282950E-001
 2.3077672E-001, 2.7135626E+000, 7.5510204E-002, 7.1428133E-001
 2.5759274E-001, 2.1404142E+000, 1.5102041E-001, 7.4180289E-001
 2.8440883E-001, 1.8688148E+000, 2.2653061E-001, 7.7448564E-001
 3.1122496E-001, 1.6446530E+000, 3.0204082E-001, 7.8645124E-001
 3.3804113E-001, 1.4568183E+000, 3.7755102E-001, 7.7583405E-001
 3.6485732E-001, 1.2975583E+000, 4.5306122E-001, 7.6730496E-001
 3.9167354E-001, 1.0748756E+000, 5.2857143E-001, 7.4197315E-001
 4.1848978E-001, 9.7009205E-001, 6.0408163E-001, 6.9003690E-001
 4.4530603E-001, 8.7845846E-001, 6.7959184E-001, 6.3355904E-001
 4.7212229E-001, 7.9791783E-001, 7.5510204E-001, 5.8421498E-001
 4.9893857E-001, 7.2681293E-001, 8.3061224E-001, 5.3766857E-001
 5.2575485E-001, 6.2710227E-001, 9.0612245E-001, 4.8452355E-001
 5.5257114E-001, 5.7501770E-001, 9.8163265E-001, 4.2758320E-001
 5.7938743E-001, 5.2839122E-001, 1.0571429E+000, 3.7630015E-001
 6.0620373E-001, 4.8654346E-001, 1.1326531E+000, 3.3302818E-001
 6.3302004E-001, 4.4889219E-001, 1.2081633E+000, 2.9617010E-001
 6.5983635E-001, 3.9593668E-001, 1.2836735E+000, 2.6411107E-001
 6.8665266E-001, 3.6667539E-001, 1.3591837E+000, 2.3550381E-001
 7.1346898E-001, 3.1596389E-001, 1.4346939E+000, 2.0970854E-001
 7.4028530E-001, 2.9395700E-001, 1.5102041E+000, 1.8695526E-001
 7.6710162E-001, 2.7386893E-001, 1.5857143E+000, 1.6726831E-001
 7.9391795E-001, 2.4551632E-001, 1.6612245E+000, 1.5049220E-001
 8.2073427E-001, 2.2919375E-001, 1.7367347E+000, 1.3617780E-001
 8.4755060E-001, 2.1419818E-001, 1.8122449E+000, 1.2368372E-001
 8.7436693E-001, 2.0040383E-001, 1.8877551E+000, 1.1257559E-001
 9.0118327E-001, 1.8769939E-001, 1.9632653E+000, 1.0266332E-001
 9.2799960E-001, 1.7061757E-001, 2.0387755E+000, 9.3834628E-002
 9.5481593E-001, 1.6003109E-001, 2.1142857E+000, 8.5881694E-002
 9.8163227E-001, 1.5023349E-001, 2.1897959E+000, 7.8681792E-002
 1.0084486E+000, 1.4115796E-001, 2.2653061E+000, 7.2140843E-002
 1.0352649E+000, 1.3274489E-001, 2.3408163E+000, 6.6218742E-002
 1.0620813E+000, 1.2251838E-001, 2.4163265E+000, 6.0838650E-002
 1.0888976E+000, 1.1539311E-001, 2.4918367E+000, 5.5900353E-002
 1.1157140E+000, 1.0875796E-001, 2.5673469E+000, 5.1357907E-002
 1.1425303E+000, 1.0257517E-001, 2.6428571E+000, 4.7226870E-002
 1.1693467E+000, 9.6810509E-002, 2.7183673E+000, 4.3506835E-002
 1.1961630E+000, 9.0808079E-002, 2.7938776E+000, 4.0201239E-002
 1.2229793E+000, 8.1238915E-002, 2.8693878E+000, 3.7300982E-002
 1.2497957E+000, 7.6902708E-002, 2.9448980E+000, 3.4788450E-002
 1.2766120E+000, 7.2836620E-002, 3.0204082E+000, 3.2636193E-002
 1.3034284E+000, 6.9022011E-002, 3.0959184E+000, 3.0793175E-002
 1.3302447E+000, 6.5838041E-002, 3.1714286E+000, 2.9220300E-002
 1.3570611E+000, 6.2525262E-002, 3.2469388E+000, 2.7860478E-002
 1.3838774E+000, 5.9403207E-002, 3.3224490E+000, 2.6649424E-002
 1.4106938E+000, 5.6459114E-002, 3.3979592E+000, 2.5527523E-002
 1.4375101E+000, 5.3682257E-002, 3.4734694E+000, 2.4445549E-002
 1.4643265E+000, 5.1855498E-002, 3.5489796E+000, 2.3359052E-002
 1.4911428E+000, 4.9425014E-002, 3.6244898E+000, 2.2243286E-002
 1.5179592E+000, 4.7121408E-002, 3.7000000E+000, 2.0657140E-002
