m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 6.2715139E-001, 0.0000000E+000, 3.1149244E-001
 2.3449903E-001, 4.9855869E-001, 3.7373737E-002, 3.2398612E-001
 2.6503754E-001, 3.4727816E-001, 7.4747475E-002, 3.3191843E-001
 2.9557623E-001, 2.8798677E-001, 1.1212121E-001, 3.2710536E-001
 3.2611504E-001, 2.4162167E-001, 1.4949495E-001, 3.2222665E-001
 3.5665395E-001, 2.0480560E-001, 1.8686869E-001, 3.0983704E-001
 3.8719293E-001, 1.5105988E-001, 2.2424242E-001, 3.0167247E-001
 4.1773197E-001, 1.2032733E-001, 2.6161616E-001, 2.8158298E-001
 4.4827106E-001, 1.0570523E-001, 2.9898990E-001, 2.6968744E-001
 4.7881017E-001, 9.3368987E-002, 3.3636364E-001, 2.4507352E-001
 5.0934932E-001, 7.3938223E-002, 3.7373737E-001, 2.3339769E-001
 5.3988850E-001, 6.2520292E-002, 4.1111111E-001, 2.1158959E-001
 5.7042769E-001, 5.6281279E-002, 4.4848485E-001, 2.0121422E-001
 6.0096691E-001, 5.0846157E-002, 4.8585859E-001, 1.8135983E-001
 6.3150614E-001, 4.6090940E-002, 5.2323232E-001, 1.7186230E-001
 6.6204538E-001, 3.6527509E-002, 5.6060606E-001, 1.5382600E-001
 6.9258463E-001, 3.3392761E-002, 5.9797980E-001, 1.4540076E-001
 7.2312389E-001, 3.0601250E-002, 6.3535354E-001, 1.2985938E-001
 7.5366316E-001, 2.8107854E-002, 6.7272727E-001, 1.2269444E-001
 7.8420244E-001, 2.5874452E-002, 7.1010101E-001, 1.0952127E-001
 8.1474173E-001, 2.1337134E-002, 7.4747475E-001, 1.0351194E-001
 8.4528102E-001, 1.9748469E-002, 7.8484848E-001, 9.2550025E-002
 8.7582032E-001, 1.8308049E-002, 8.2222222E-001, 8.7557908E-002
 9.0635962E-001, 1.6999543E-002, 8.5959596E-001, 7.8497544E-002
 9.3689892E-001, 1.5498856E-002, 8.9696970E-001, 7.4398372E-002
 9.6743823E-001, 1.3470181E-002, 9.3434343E-001, 6.6990653E-002
 9.9797755E-001, 1.2580487E-002, 9.7171717E-001, 6.3652811E-002
 1.0285169E+000, 1.1763058E-002, 1.0090909E+000, 5.7601571E-002
 1.0590562E+000, 1.0926347E-002, 1.0464646E+000, 5.4854307E-002
 1.0895955E+000, 1.0251616E-002, 1.0838384E+000, 4.9868904E-002
 1.1201348E+000, 9.0482407E-003, 1.1212121E+000, 4.7607349E-002
 1.1506742E+000, 8.5110256E-003, 1.1585859E+000, 4.3484813E-002
 1.1812135E+000, 8.0118362E-003, 1.1959596E+000, 4.1600914E-002
 1.2117528E+000, 7.5761533E-003, 1.2333333E+000, 3.8150866E-002
 1.2422922E+000, 7.1558474E-003, 1.2707071E+000, 3.6575785E-002
 1.2728315E+000, 6.3944005E-003, 1.3080808E+000, 3.3688833E-002
 1.3033708E+000, 6.0491414E-003, 1.3454545E+000, 3.2361419E-002
 1.3339102E+000, 5.7884414E-003, 1.3828283E+000, 2.9914259E-002
 1.3644495E+000, 5.4948987E-003, 1.4202020E+000, 2.8790914E-002
 1.3949888E+000, 5.2179683E-003, 1.4575758E+000, 2.6729734E-002
 1.4255282E+000, 4.7093901E-003, 1.4949495E+000, 2.5782498E-002
 1.4560675E+000, 4.4755677E-003, 1.5323232E+000, 2.4031334E-002
 1.4866069E+000, 4.3336831E-003, 1.5696970E+000, 2.3221524E-002
 1.5171462E+000, 4.1325742E-003, 1.6070707E+000, 2.1725995E-002
NaN,NaN, 1.6444444E+000, 2.1040284E-002
NaN,NaN, 1.6818182E+000, 1.9782832E-002
NaN,NaN, 1.7191919E+000, 1.9206786E-002
NaN,NaN, 1.7565657E+000, 1.8154281E-002
NaN,NaN, 1.7939394E+000, 1.7673934E-002
NaN,NaN, 1.8313131E+000, 1.6786354E-002
NaN,NaN, 1.8686869E+000, 1.6373297E-002
NaN,NaN, 1.9060606E+000, 1.5600486E-002
NaN,NaN, 1.9434343E+000, 1.5241648E-002
NaN,NaN, 1.9808081E+000, 1.4576414E-002
NaN,NaN, 2.0181818E+000, 1.4268072E-002
NaN,NaN, 2.0555556E+000, 1.3691095E-002
NaN,NaN, 2.0929293E+000, 1.3415656E-002
NaN,NaN, 2.1303030E+000, 1.2886507E-002
NaN,NaN, 2.1676768E+000, 1.2633466E-002
NaN,NaN, 2.2050505E+000, 1.2144502E-002
NaN,NaN, 2.2424242E+000, 1.1906118E-002
NaN,NaN, 2.2797980E+000, 1.1431528E-002
NaN,NaN, 2.3171717E+000, 1.1193170E-002
NaN,NaN, 2.3545455E+000, 1.0718928E-002
NaN,NaN, 2.3919192E+000, 1.0484905E-002
NaN,NaN, 2.4292929E+000, 1.0024085E-002
NaN,NaN, 2.4666667E+000, 9.7968039E-003
NaN,NaN, 2.5040404E+000, 9.3477546E-003
NaN,NaN, 2.5414141E+000, 9.1254308E-003
