m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 1.3634056E+001,-1.9000000E-002, 1.6417676E+000
 6.1853826E-002, 1.1878457E+001,-8.8505155E-003, 1.6946506E+000
 7.1315140E-002, 1.1878457E+001, 1.2989691E-003, 1.7458748E+000
 8.0776606E-002, 1.0690877E+001, 1.1448454E-002, 1.7921693E+000
 9.0238177E-002, 9.6462288E+000, 2.1597938E-002, 1.8334753E+000
 9.9699822E-002, 8.8061852E+000, 3.1747423E-002, 1.8730036E+000
 1.0916152E-001, 8.0847697E+000, 4.1896907E-002, 1.9150084E+000
 1.1862326E-001, 7.4580464E+000, 5.2046392E-002, 1.9618863E+000
 1.2808504E-001, 6.7704927E+000, 6.2195876E-002, 2.0128684E+000
 1.3754684E-001, 6.3011292E+000, 7.2345361E-002, 2.0650919E+000
 1.4700866E-001, 5.8834151E+000, 8.2494845E-002, 2.1156673E+000
 1.5647050E-001, 5.5094255E+000, 9.2644330E-002, 2.1630811E+000
 1.6593236E-001, 5.1723320E+000, 1.0279381E-001, 2.2072755E+000
 1.7539422E-001, 4.7106380E+000, 1.1294330E-001, 2.2489819E+000
 1.8485610E-001, 4.7106380E+000, 1.2309278E-001, 2.2891254E+000
 1.9431798E-001, 4.4510510E+000, 1.3324227E-001, 2.3285238E+000
 2.0377987E-001, 4.2120444E+000, 1.4339175E-001, 2.3677269E+000
 2.1324177E-001, 3.8754754E+000, 1.5354124E-001, 2.4069718E+000
 2.2270367E-001, 3.6854288E+000, 1.6369072E-001, 2.4462415E+000
 2.3216558E-001, 3.5082836E+000, 1.7384021E-001, 2.4853626E+000
 2.4162749E-001, 3.3428094E+000, 1.8398969E-001, 2.5241735E+000
 2.5108941E-001, 3.1109268E+000, 1.9413918E-001, 2.5626165E+000
 2.6055133E-001, 2.9729753E+000, 2.0428866E-001, 2.6006412E+000
 2.7001325E-001, 2.8431671E+000, 2.1443814E-001, 2.6381024E+000
 2.7947518E-001, 2.7208259E+000, 2.2458763E-001, 2.6747886E+000
 2.8893711E-001, 2.6053812E+000, 2.3473711E-001, 2.7105082E+000
 2.9839904E-001, 2.5455776E+000, 2.4488660E-001, 2.7451214E+000
 3.0786097E-001, 2.4408213E+000, 2.5503608E-001, 2.7784411E+000
 3.1732291E-001, 2.3417123E+000, 2.6518557E-001, 2.8101547E+000
 3.2678484E-001, 2.2478660E+000, 2.7533505E-001, 2.8398217E+000
 3.3624678E-001, 2.1123335E+000, 2.8548454E-001, 2.8671119E+000
 3.4570872E-001, 2.0304514E+000, 2.9563402E-001, 2.8920906E+000
 3.5517066E-001, 1.9526192E+000, 3.0578351E-001, 2.9151064E+000
 3.6463260E-001, 1.8785627E+000, 3.1593299E-001, 2.9365048E+000
 3.7409455E-001, 1.7714587E+000, 3.2608247E-001, 2.9566150E+000
 3.8355649E-001, 1.7058010E+000, 3.3623196E-001, 2.9759603E+000
 3.9301843E-001, 1.6431530E+000, 3.4638144E-001, 2.9952148E+000
 4.0248038E-001, 1.5833468E+000, 3.5653093E-001, 3.0146498E+000
 4.1194233E-001, 1.5833468E+000, 3.6668041E-001, 3.0337839E+000
 4.2140427E-001, 1.4971121E+000, 3.7682990E-001, 3.0519937E+000
 4.3086622E-001, 1.4435661E+000, 3.8697938E-001, 3.0691430E+000
 4.4032817E-001, 1.3923702E+000, 3.9712887E-001, 3.0850500E+000
 4.4979012E-001, 1.3434113E+000, 4.0727835E-001, 3.0989073E+000
 4.5925207E-001, 1.2735915E+000, 4.1742784E-001, 3.1094460E+000
 4.6871402E-001, 1.2295289E+000, 4.2757732E-001, 3.1156147E+000
 4.7817597E-001, 1.1873399E+000, 4.3772680E-001, 3.1172386E+000
 4.8763792E-001, 1.1469355E+000, 4.4787629E-001, 3.1150459E+000
 4.9709988E-001, 1.0907453E+000, 4.5802577E-001, 3.1099486E+000
 5.0656183E-001, 1.0542100E+000, 4.6817526E-001, 3.1025277E+000
 5.1602378E-001, 1.0191584E+000, 4.7832474E-001, 3.0932575E+000
 5.2548574E-001, 1.0191584E+000, 4.8847423E-001, 3.0825827E+000
 5.3494769E-001, 9.8551942E-001, 4.9862371E-001, 3.0707615E+000
 5.4440964E-001, 9.4060841E-001, 5.0877320E-001, 3.0579121E+000
 5.5387160E-001, 9.1000878E-001, 5.1892268E-001, 3.0440514E+000
 5.6333355E-001, 8.8058459E-001, 5.2907216E-001, 3.0287110E+000
 5.7279551E-001, 8.5228367E-001, 5.3922165E-001, 3.0107624E+000
 5.8225746E-001, 8.1653980E-001, 5.4937113E-001, 2.9890935E+000
 5.9171942E-001, 7.9066690E-001, 5.5952062E-001, 2.9634682E+000
 6.0118137E-001, 7.6574346E-001, 5.6967010E-001, 2.9344444E+000
 6.1064333E-001, 7.4173161E-001, 5.7981959E-001, 2.9029072E+000
 6.2010529E-001, 7.1337879E-001, 5.8996907E-001, 2.8698371E+000
 6.2956724E-001, 6.9137005E-001, 6.0011856E-001, 2.8021453E+000
 6.3902920E-001, 6.9137005E-001, 6.1026804E-001, 2.7684281E+000
 6.4849116E-001, 6.7014275E-001, 6.2041753E-001, 2.7351655E+000
 6.5795311E-001, 6.4966679E-001, 6.3056701E-001, 2.7022742E+000
 6.6741507E-001, 6.2717226E-001, 6.4071649E-001, 2.6691967E+000
 6.7687703E-001, 6.0838673E-001, 6.5086598E-001, 2.6352374E+000
 6.8633899E-001, 5.9024713E-001, 6.6101546E-001, 2.5998509E+000
 6.9580094E-001, 5.7272751E-001, 6.7116495E-001, 2.5627319E+000
 7.0526290E-001, 5.5472126E-001, 6.8131443E-001, 2.5237936E+000
 7.1472486E-001, 5.3864145E-001, 6.9146392E-001, 2.4831185E+000
 7.2418682E-001, 5.2309264E-001, 7.0161340E-001, 2.4408247E+000
 7.3364878E-001, 5.0805227E-001, 7.1176289E-001, 2.3970579E+000
 7.4311074E-001, 4.9335634E-001, 7.2191237E-001, 2.3519254E+000
