m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 7.0772245E-001, 0.0000000E+000, 4.4640573E-001
 6.1669954E-002, 5.3085738E-001, 1.0277778E-002, 4.9801664E-001
 7.0947373E-002, 5.3085738E-001, 2.0555556E-002, 5.1637775E-001
 8.0224930E-002, 4.0934070E-001, 3.0833333E-002, 5.2395278E-001
 8.9502582E-002, 2.6279481E-001, 4.1111111E-002, 5.2400858E-001
 9.8780302E-002, 2.1448360E-001, 5.1388889E-002, 5.1680423E-001
 1.0805807E-001, 1.7717544E-001, 6.1666667E-002, 5.0224403E-001
 1.1733588E-001, 1.4793963E-001, 7.1944444E-002, 4.8154734E-001
 1.2661372E-001, 1.1342460E-001, 8.2222222E-002, 4.5630425E-001
 1.3589159E-001, 9.6954934E-002, 9.2500000E-002, 4.2852299E-001
 1.4516947E-001, 8.3435948E-002, 1.0277778E-001, 3.9956317E-001
 1.5444737E-001, 7.2256933E-002, 1.1305556E-001, 3.7069746E-001
 1.6372528E-001, 7.2256933E-002, 1.2333333E-001, 3.4257310E-001
 1.7300321E-001, 5.9392463E-002, 1.3361111E-001, 3.1566197E-001
 1.8228114E-001, 5.2145534E-002, 1.4388889E-001, 2.9016737E-001
 1.9155908E-001, 4.5986588E-002, 1.5416667E-001, 2.6627285E-001
 2.0083703E-001, 4.0726728E-002, 1.6444444E-001, 2.4402201E-001
 2.1011499E-001, 3.4889452E-002, 1.7472222E-001, 2.2348275E-001
 2.1939294E-001, 3.1211220E-002, 1.8500000E-001, 2.0461311E-001
 2.2867091E-001, 2.8007747E-002, 1.9527778E-001, 1.8733773E-001
 2.3794888E-001, 2.5207501E-002, 2.0555556E-001, 1.7153001E-001
 2.4722685E-001, 2.2751160E-002, 2.1583333E-001, 1.5709935E-001
 2.5650482E-001, 2.2184124E-002, 2.2611111E-001, 1.4395058E-001
 2.6578280E-001, 2.0130030E-002, 2.3638889E-001, 1.3199383E-001
 2.7506078E-001, 1.8307749E-002, 2.4666667E-001, 1.2113177E-001
 2.8433877E-001, 1.6686265E-002, 2.5694444E-001, 1.1127843E-001
 2.9361675E-001, 1.4947016E-002, 2.6722222E-001, 1.0233536E-001
 3.0289474E-001, 1.3717858E-002, 2.7750000E-001, 9.4219977E-002
 3.1217273E-001, 1.2611756E-002, 2.8777778E-001, 8.6848920E-002
 3.2145072E-001, 1.1613813E-002, 2.9805556E-001, 8.0147772E-002
 3.3072871E-001, 1.0711212E-002, 3.0833333E-001, 7.4047605E-002
 3.4000670E-001, 1.0527403E-002, 3.1861111E-001, 6.8486320E-002
 3.4928469E-001, 9.7520755E-003, 3.2888889E-001, 6.3404589E-002
 3.5856269E-001, 9.0465994E-003, 3.3916667E-001, 5.8755712E-002
 3.6784069E-001, 8.4032029E-003, 3.4944444E-001, 5.4493449E-002
 3.7711868E-001, 7.6801059E-003, 3.5972222E-001, 5.0579293E-002
 3.8639668E-001, 7.1702787E-003, 3.7000000E-001, 4.3618654E-002
 3.9567468E-001, 6.7023956E-003,NaN,NaN
 4.0495268E-001, 6.2720997E-003,NaN,NaN
 4.1423068E-001, 5.8755397E-003,NaN,NaN
 4.2350868E-001, 5.4200996E-003,NaN,NaN
 4.3278669E-001, 5.0998172E-003,NaN,NaN
 4.4206469E-001, 5.0998172E-003,NaN,NaN
 4.5134269E-001, 4.8033533E-003,NaN,NaN
 4.6062069E-001, 4.4365909E-003,NaN,NaN
 4.6989870E-001, 4.1941659E-003,NaN,NaN
 4.7917670E-001, 3.9690786E-003,NaN,NaN
 4.8845471E-001, 3.7596881E-003,NaN,NaN
 4.9773271E-001, 3.4852163E-003,NaN,NaN
 5.0701072E-001, 3.3116558E-003,NaN,NaN
 5.1628873E-001, 3.1498823E-003,NaN,NaN
 5.2556673E-001, 2.9988117E-003,NaN,NaN
 5.3484474E-001, 2.9988117E-003,NaN,NaN
 5.4412275E-001, 2.7880978E-003,NaN,NaN
 5.5340075E-001, 2.6612581E-003,NaN,NaN
 5.6267876E-001, 2.5426829E-003,NaN,NaN
 5.7195677E-001, 2.4316242E-003,NaN,NaN
 5.8123478E-001, 2.2662511E-003,NaN,NaN
 5.9051279E-001, 2.1718074E-003,NaN,NaN
 5.9979080E-001, 2.0833019E-003,NaN,NaN
