m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.0477718E-001, 1.1313681E+000,-1.9000000E-001, 3.0604784E-001
 5.7236304E-001, 8.0975075E-001,-1.3510204E-001, 4.4174852E-001
 6.3994892E-001, 6.1202967E-001,-8.0204082E-002, 6.5254122E-001
 7.0753483E-001, 5.3119762E-001,-2.5306122E-002, 9.9666203E-001
 7.7512076E-001, 4.2137523E-001, 2.9591837E-002, 2.2687305E+000
 8.4270669E-001, 3.0457652E-001, 8.4489796E-002, 2.6388914E+000
 9.1029264E-001, 2.5285539E-001, 1.3938776E-001, 2.8556585E+000
 9.7787859E-001, 2.2799080E-001, 1.9428571E-001, 2.9756521E+000
 1.0454645E+000, 1.9282855E-001, 2.4918367E-001, 3.0363919E+000
 1.1130505E+000, 1.6457645E-001, 3.0408163E-001, 3.0177022E+000
 1.1806365E+000, 1.4156329E-001, 3.5897959E-001, 2.9496022E+000
 1.2482224E+000, 1.3006883E-001, 4.1387755E-001, 2.8535143E+000
 1.3158084E+000, 1.1313825E-001, 4.6877551E-001, 2.7377524E+000
 1.3833944E+000, 9.1756754E-002, 5.2367347E-001, 2.6096816E+000
 1.4509804E+000, 8.0929277E-002, 5.7857143E-001, 2.4750446E+000
 1.5185664E+000, 7.5352656E-002, 6.3346939E-001, 2.3376023E+000
 1.5861523E+000, 6.6936911E-002, 6.8836735E-001, 2.2001296E+000
 1.6537383E+000, 5.9671983E-002, 7.4326531E-001, 2.0652391E+000
 1.7213243E+000, 5.3370847E-002, 7.9816327E-001, 1.9348125E+000
 1.7889103E+000, 5.0121288E-002, 8.5306122E-001, 1.6902509E+000
NaN,NaN, 9.0795918E-001, 1.5772650E+000
NaN,NaN, 9.6285714E-001, 1.4709968E+000
NaN,NaN, 1.0177551E+000, 1.3713714E+000
NaN,NaN, 1.0726531E+000, 1.2780830E+000
NaN,NaN, 1.1275510E+000, 1.1910826E+000
NaN,NaN, 1.1824490E+000, 1.1099895E+000
NaN,NaN, 1.2373469E+000, 1.0345209E+000
NaN,NaN, 1.2922449E+000, 9.6441100E-001
NaN,NaN, 1.3471429E+000, 8.9930410E-001
NaN,NaN, 1.4020408E+000, 7.8269583E-001
NaN,NaN, 1.4569388E+000, 7.3069537E-001
NaN,NaN, 1.5118367E+000, 6.8259666E-001
NaN,NaN, 1.5667347E+000, 6.3810682E-001
NaN,NaN, 1.6216327E+000, 5.9693311E-001
NaN,NaN, 1.6765306E+000, 5.5882013E-001
NaN,NaN, 1.7314286E+000, 5.2354409E-001
NaN,NaN, 1.7863265E+000, 4.9088389E-001
NaN,NaN, 1.8412245E+000, 4.6061462E-001
NaN,NaN, 1.8961224E+000, 4.3253976E-001
NaN,NaN, 1.9510204E+000, 3.8223600E-001
NaN,NaN, 2.0059184E+000, 3.5970892E-001
NaN,NaN, 2.0608163E+000, 3.3876477E-001
NaN,NaN, 2.1157143E+000, 3.1927013E-001
NaN,NaN, 2.1706122E+000, 3.0109286E-001
NaN,NaN, 2.2255102E+000, 2.8412926E-001
NaN,NaN, 2.2804082E+000, 2.6829664E-001
NaN,NaN, 2.3353061E+000, 2.5350703E-001
NaN,NaN, 2.3902041E+000, 2.3966604E-001
NaN,NaN, 2.4451020E+000, 2.2669074E-001
NaN,NaN, 2.5000000E+000, 2.0306397E-001
