m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 7.2190753E-001, 0.0000000E+000, 7.6239518E-001
 5.9321271E-002, 7.2190753E-001, 6.0309278E-003, 7.6239518E-001
 6.6249925E-002, 5.2066381E-001, 1.2061856E-002, 9.2655509E-001
 7.3178673E-002, 3.8725332E-001, 1.8092784E-002, 9.2655509E-001
 8.0107492E-002, 3.8725332E-001, 2.4123711E-002, 1.0024456E+000
 8.7036363E-002, 2.4138430E-001, 3.0154639E-002, 1.0392927E+000
 9.3965276E-002, 1.9159994E-001, 3.6185567E-002, 1.0392927E+000
 1.0089422E-001, 1.9159994E-001, 4.2216495E-002, 1.0506790E+000
 1.0782319E-001, 1.5431339E-001, 4.8247423E-002, 1.0506790E+000
 1.1475219E-001, 1.2593700E-001, 5.4278351E-002, 1.0405443E+000
 1.2168120E-001, 1.2593700E-001, 6.0309278E-002, 1.0128174E+000
 1.2861022E-001, 9.4461532E-002, 6.6340206E-002, 1.0128174E+000
 1.3553926E-001, 7.9333828E-002, 7.2371134E-002, 9.7229939E-001
 1.4246831E-001, 7.9333828E-002, 7.8402062E-002, 9.7229939E-001
 1.4939737E-001, 6.7202425E-002, 8.4432990E-002, 9.2328677E-001
 1.5632644E-001, 5.7384033E-002, 9.0463918E-002, 8.6925788E-001
 1.6325552E-001, 5.7384033E-002, 9.6494845E-002, 8.6925788E-001
 1.7018460E-001, 4.6449622E-002, 1.0252577E-001, 8.1283804E-001
 1.7711368E-001, 4.0377615E-002, 1.0855670E-001, 8.1283804E-001
 1.8404278E-001, 4.0377615E-002, 1.1458763E-001, 7.5603882E-001
 1.9097187E-001, 3.5298029E-002, 1.2061856E-001, 7.0032974E-001
 1.9790097E-001, 3.1021769E-002, 1.2664948E-001, 7.0032974E-001
 2.0483007E-001, 3.1021769E-002, 1.3268041E-001, 6.4673962E-001
 2.1175918E-001, 2.6345369E-002, 1.3871134E-001, 6.4673962E-001
 2.1868829E-001, 2.3453513E-002, 1.4474227E-001, 5.9591508E-001
 2.2561740E-001, 2.3453513E-002, 1.5077320E-001, 5.4824343E-001
 2.3254652E-001, 2.0960723E-002, 1.5680412E-001, 5.4824343E-001
 2.3947563E-001, 1.8801579E-002, 1.6283505E-001, 5.0389640E-001
 2.4640475E-001, 1.8801579E-002, 1.6886598E-001, 5.0389640E-001
 2.5333387E-001, 1.6476358E-002, 1.7489691E-001, 4.6288765E-001
 2.6026299E-001, 1.4926863E-002, 1.8092784E-001, 4.2514235E-001
 2.6719212E-001, 1.4926863E-002, 1.8695876E-001, 4.2514235E-001
 2.7412124E-001, 1.3560936E-002, 1.9298969E-001, 3.9052435E-001
 2.8105037E-001, 1.2352128E-002, 1.9902062E-001, 3.9052435E-001
 2.8797949E-001, 1.2352128E-002, 2.0505155E-001, 3.5885877E-001
 2.9490862E-001, 1.1050985E-002, 2.1108247E-001, 3.2994771E-001
 3.0183775E-001, 1.0146263E-002, 2.1711340E-001, 3.2994771E-001
 3.0876688E-001, 1.0146263E-002, 2.2314433E-001, 3.0358690E-001
 3.1569601E-001, 9.3349239E-003, 2.2917526E-001, 3.0358690E-001
 3.2262515E-001, 8.6048888E-003, 2.3520619E-001, 2.7957194E-001
 3.2955428E-001, 8.6048888E-003, 2.4123711E-001, 2.5770144E-001
 3.3648341E-001, 7.8049726E-003, 2.4726804E-001, 2.5770144E-001
 3.4341255E-001, 7.2408549E-003, 2.5329897E-001, 2.3778751E-001
 3.5034168E-001, 6.7281238E-003, 2.5932990E-001, 2.3778751E-001
 3.5727082E-001, 6.7281238E-003, 2.6536082E-001, 2.1965158E-001
 3.6419995E-001, 6.2607125E-003, 2.7139175E-001, 2.0312923E-001
 3.7112909E-001, 5.8333800E-003, 2.7742268E-001, 2.0312923E-001
 3.7805823E-001, 5.7304667E-003, 2.8345361E-001, 1.8806942E-001
 3.8498737E-001, 5.3598905E-003, 2.8948454E-001, 1.8806942E-001
 3.9191650E-001, 5.0195146E-003, 2.9551546E-001, 1.7433578E-001
 3.9884564E-001, 5.0195146E-003, 3.0154639E-001, 1.6180232E-001
 4.0577478E-001, 4.7060437E-003, 3.0757732E-001, 1.6180232E-001
 4.1270392E-001, 4.4165909E-003, 3.1360825E-001, 1.5035525E-001
 4.1963306E-001, 4.3331560E-003, 3.1963918E-001, 1.5035525E-001
 4.2656220E-001, 4.0792629E-003, 3.2567010E-001, 1.3989170E-001
 4.3349134E-001, 3.8441547E-003, 3.3170103E-001, 1.3031816E-001
 4.4042049E-001, 3.8441547E-003, 3.3773196E-001, 1.3031816E-001
 4.4734963E-001, 3.6259158E-003, 3.4376289E-001, 1.2155292E-001
 4.5427877E-001, 3.4228463E-003, 3.4979381E-001, 1.2155292E-001
 4.6120791E-001, 3.3515620E-003, 3.5582474E-001, 1.1351995E-001
 4.6813705E-001, 3.1715521E-003, 3.6185567E-001, 1.0615046E-001
 4.7506620E-001, 3.0038251E-003, 3.6788660E-001, 1.0615046E-001
 4.8199534E-001, 3.0038251E-003, 3.7391753E-001, 9.9384259E-002
 4.8892448E-001, 2.8472010E-003, 3.7994845E-001, 9.9384259E-002
 4.9585362E-001, 2.7006179E-003, 3.8597938E-001, 9.3165625E-002
 5.0278277E-001, 2.6384203E-003, 3.9201031E-001, 8.7444206E-002
 5.0971191E-001, 2.5071915E-003, 3.9804124E-001, 8.7444206E-002
 5.1664106E-001, 2.3843541E-003, 4.0407216E-001, 8.2176675E-002
 5.2357020E-001, 2.3843541E-003, 4.1010309E-001, 7.7323066E-002
 5.3049934E-001, 2.2691400E-003, 4.1613402E-001, 7.7323066E-002
 5.3742849E-001, 2.1608493E-003, 4.2216495E-001, 7.2846482E-002
 5.4435763E-001, 2.1062920E-003, 4.2819588E-001, 7.2846482E-002
 5.5128678E-001, 2.0084283E-003, 4.3422680E-001, 6.8712507E-002
 5.5821592E-001, 1.9165158E-003, 4.4025773E-001, 6.4889750E-002
 5.6514507E-001, 1.9165158E-003, 4.4628866E-001, 6.4889750E-002
 5.7207421E-001, 1.8300303E-003, 4.5231959E-001, 6.1350753E-002
 5.7900336E-001, 1.7484881E-003, 4.5835052E-001, 6.1350753E-002
 5.8593251E-001, 1.7006874E-003, 4.6438144E-001, 5.8071515E-002
 5.9286165E-001, 1.6263254E-003, 4.7041237E-001, 5.5029544E-002
 5.9979080E-001, 1.5563177E-003, 4.7644330E-001, 5.5029544E-002
NaN,NaN, 4.8247423E-001, 5.2203342E-002
NaN,NaN, 4.8850515E-001, 5.2203342E-002
NaN,NaN, 4.9453608E-001, 4.9573183E-002
NaN,NaN, 5.0056701E-001, 4.7121076E-002
NaN,NaN, 5.0659794E-001, 4.7121076E-002
NaN,NaN, 5.1262887E-001, 4.4831081E-002
NaN,NaN, 5.1865979E-001, 4.4831081E-002
NaN,NaN, 5.2469072E-001, 4.2687937E-002
NaN,NaN, 5.3072165E-001, 4.0677468E-002
NaN,NaN, 5.3675258E-001, 4.0677468E-002
NaN,NaN, 5.4278351E-001, 3.8787196E-002
NaN,NaN, 5.4881443E-001, 3.8787196E-002
NaN,NaN, 5.5484536E-001, 3.7005560E-002
NaN,NaN, 5.6087629E-001, 3.5321892E-002
NaN,NaN, 5.6690722E-001, 3.5321892E-002
NaN,NaN, 5.7293814E-001, 3.3726710E-002
NaN,NaN, 5.7896907E-001, 3.3726710E-002
NaN,NaN, 5.8500000E-001, 3.2211551E-002
NaN,NaN, 5.9103093E-001, 3.0769003E-002
NaN,NaN, 5.9706186E-001, 3.0769003E-002
NaN,NaN, 6.0309278E-001, 2.9392787E-002
