s,kg/m2,kW
 1.7753633E+002, 3.0790012E+001, 9.6394120E-001
 1.8004714E+002, 3.0774567E+001, 9.6193213E-001
 1.8257794E+002, 3.0759160E+001, 9.6245269E-001
 1.8504401E+002, 3.0743619E+001, 9.7577674E-001
 1.8751974E+002, 3.0728021E+001, 9.8745355E-001
 1.9003930E+002, 3.0711870E+001, 9.7914111E-001
 1.9256321E+002, 3.0695080E+001, 9.9993200E-001
 1.9504616E+002, 3.0678140E+001, 1.0105036E+000
 1.9756490E+002, 3.0661807E+001, 1.0246973E+000
 2.0001457E+002, 3.0646081E+001, 1.0141204E+000
 2.0253210E+002, 3.0630188E+001, 1.0396801E+000
 2.0501933E+002, 3.0614286E+001, 1.0424583E+000
 2.0751773E+002, 3.0598852E+001, 1.0098255E+000
 2.1003755E+002, 3.0583826E+001, 9.9697290E-001
 2.1255002E+002, 3.0569649E+001, 9.9374781E-001
 2.1502666E+002, 3.0556148E+001, 1.0013013E+000
 2.1750331E+002, 3.0542851E+001, 1.0224634E+000
 2.2001750E+002, 3.0529332E+001, 1.0198988E+000
 2.2250549E+002, 3.0515802E+001, 1.0019393E+000
 2.2501369E+002, 3.0502123E+001, 1.0119961E+000
 2.2750441E+002, 3.0488470E+001, 1.0048668E+000
 2.3002971E+002, 3.0474888E+001, 9.5943364E-001
 2.3251667E+002, 3.0461415E+001, 1.0122786E+000
 2.3500259E+002, 3.0447969E+001, 9.9855210E-001
 2.3750474E+002, 3.0434386E+001, 9.7063866E-001
 2.4002431E+002, 3.0420868E+001, 1.0033181E+000
 2.4254381E+002, 3.0407436E+001, 9.8982236E-001
 2.4500388E+002, 3.0394037E+001, 1.0317334E+000
 2.4751692E+002, 3.0380482E+001, 1.0018026E+000
 2.5000362E+002, 3.0366478E+001, 9.9245337E-001
 2.5254224E+002, 3.0352544E+001, 9.7787239E-001
 2.5500238E+002, 3.0338827E+001, 1.0005671E+000
 2.5751571E+002, 3.0325323E+001, 9.9051887E-001
 2.6000466E+002, 3.0311919E+001, 9.9543418E-001
 2.6255289E+002, 3.0298302E+001, 9.8688393E-001
 2.6504327E+002, 3.0284473E+001, 9.9164526E-001
 2.6756149E+002, 3.0270980E+001, 1.0012252E+000
 2.7000221E+002, 3.0257792E+001, 1.0187318E+000
 2.7251495E+002, 3.0244575E+001, 1.0216384E+000
 2.7505556E+002, 3.0231034E+001, 1.0124462E+000
 2.7755492E+002, 3.0217658E+001, 9.8497379E-001
 2.8003759E+002, 3.0204517E+001, 9.7547246E-001
 2.8251027E+002, 3.0191412E+001, 9.8166670E-001
 2.8505303E+002, 3.0177872E+001, 9.7818572E-001
 2.8754931E+002, 3.0164287E+001, 9.8760960E-001
 2.9004213E+002, 3.0150880E+001, 9.6968466E-001
 2.9250748E+002, 3.0137850E+001, 9.4805115E-001
 2.9503095E+002, 3.0124958E+001, 9.6531583E-001
 2.9750591E+002, 3.0112055E+001, 9.4919063E-001
 3.0002341E+002, 3.0099229E+001, 9.4947438E-001
 3.0252850E+002, 3.0086366E+001, 9.6083390E-001
 3.0503626E+002, 3.0073506E+001, 9.6904472E-001
 3.0754957E+002, 3.0060664E+001, 9.6320873E-001
 3.1004082E+002, 3.0047836E+001, 9.5190532E-001
 3.1250892E+002, 3.0035128E+001, 9.5439844E-001
 3.1503359E+002, 3.0022304E+001, 9.2393775E-001
 3.1752668E+002, 3.0009561E+001, 9.4311850E-001
 3.2005628E+002, 2.9996795E+001, 9.4203045E-001
 3.2255360E+002, 2.9983952E+001, 9.5563721E-001
 3.2505574E+002, 2.9970750E+001, 9.5716124E-001
 3.2750363E+002, 2.9957336E+001, 9.4978229E-001
 3.3002673E+002, 2.9943750E+001, 9.3314210E-001
 3.3250525E+002, 2.9930083E+001, 9.2324481E-001
 3.3502302E+002, 2.9916479E+001, 9.5064493E-001
 3.3755604E+002, 2.9902548E+001, 9.4273173E-001
 3.4001396E+002, 2.9888931E+001, 9.3750746E-001
 3.4253013E+002, 2.9875641E+001, 9.4228875E-001
 3.4504562E+002, 2.9862242E+001, 9.4660434E-001
 3.4751681E+002, 2.9848681E+001, 9.4349564E-001
 3.5004734E+002, 2.9834831E+001, 9.3858738E-001
 3.5251289E+002, 2.9821205E+001, 9.5004534E-001
 3.5506004E+002, 2.9807787E+001, 9.6666972E-001
 3.5753242E+002, 2.9794464E+001, 9.5841781E-001
 3.6000204E+002, 2.9781168E+001, 9.8474879E-001
 3.6255843E+002, 2.9767311E+001, 9.9520232E-001
 3.6500991E+002, 2.9753052E+001, 1.0083447E+000
 3.6754690E+002, 2.9738394E+001, 1.0277042E+000
 3.7003114E+002, 2.9723505E+001, 1.0290980E+000
 3.7253921E+002, 2.9708754E+001, 1.0324334E+000
 3.7504289E+002, 2.9693967E+001, 1.0422210E+000
 3.7752358E+002, 2.9679181E+001, 1.0569780E+000
 3.8001319E+002, 2.9664485E+001, 1.0243140E+000
 3.8252688E+002, 2.9649564E+001, 1.0472760E+000
 3.8505219E+002, 2.9634329E+001, 1.0688520E+000
 3.8750695E+002, 2.9618730E+001, 1.0877362E+000
 3.9002591E+002, 2.9602536E+001, 1.0945473E+000
 3.9254495E+002, 2.9585685E+001, 1.0924196E+000
 3.9506897E+002, 2.9568195E+001, 1.1059821E+000
 3.9751447E+002, 2.9550449E+001, 1.1317070E+000
 4.0004228E+002, 2.9532426E+001, 1.1419356E+000
 4.0254211E+002, 2.9513988E+001, 1.1666908E+000
 4.0500398E+002, 2.9495610E+001, 1.1610061E+000
 4.0751520E+002, 2.9476957E+001, 1.1778488E+000
 4.1000569E+002, 2.9457946E+001, 1.1818604E+000
 4.1254633E+002, 2.9438559E+001, 1.1799379E+000
 4.1502978E+002, 2.9419173E+001, 1.1866503E+000
 4.1751622E+002, 2.9399993E+001, 1.1976821E+000
 4.2001549E+002, 2.9380682E+001, 1.1890882E+000
 4.2251600E+002, 2.9360975E+001, 1.2240559E+000
 4.2501402E+002, 2.9341151E+001, 1.2617672E+000
 4.2752596E+002, 2.9321179E+001, 1.2609350E+000
 4.3003739E+002, 2.9301101E+001, 1.2560015E+000
 4.3250029E+002, 2.9281324E+001, 1.2819422E+000
 4.3504016E+002, 2.9261288E+001, 1.2624275E+000
 4.3751872E+002, 2.9240938E+001, 1.2828691E+000
 4.4004696E+002, 2.9220528E+001, 1.2917345E+000
 4.4252333E+002, 2.9199686E+001, 1.2952757E+000
 4.4503652E+002, 2.9178592E+001, 1.3216903E+000
 4.4751979E+002, 2.9157043E+001, 1.3599162E+000
 4.5004897E+002, 2.9134752E+001, 1.3290430E+000
 4.5254191E+002, 2.9112116E+001, 1.3360078E+000
 4.5507038E+002, 2.9089235E+001, 1.3494925E+000
 4.5752455E+002, 2.9066259E+001, 1.3637957E+000
 4.6005024E+002, 2.9043057E+001, 1.3705027E+000
 4.6254332E+002, 2.9019428E+001, 1.3638446E+000
 4.6502600E+002, 2.8996030E+001, 1.3716406E+000
 4.6750393E+002, 2.8972779E+001, 1.3761132E+000
 4.7005278E+002, 2.8949249E+001, 1.3771363E+000
 4.7254705E+002, 2.8925635E+001, 1.3949825E+000
 4.7504247E+002, 2.8902265E+001, 1.4061955E+000
 4.7752682E+002, 2.8879299E+001, 1.4050931E+000
 4.8002789E+002, 2.8856276E+001, 1.3643710E+000
 4.8253597E+002, 2.8833020E+001, 1.3925236E+000
 4.8500564E+002, 2.8809754E+001, 1.3911842E+000
 4.8757110E+002, 2.8786089E+001, 1.3622385E+000
 4.9003593E+002, 2.8762453E+001, 1.3880398E+000
 4.9254331E+002, 2.8738886E+001, 1.3932210E+000
 4.9505704E+002, 2.8715042E+001, 1.3856713E+000
 4.9750016E+002, 2.8691587E+001, 1.3960082E+000
 5.0001726E+002, 2.8668207E+001, 1.4173747E+000
 5.0253010E+002, 2.8644653E+001, 1.4354849E+000
 5.0501804E+002, 2.8621324E+001, 1.4136409E+000
 5.0755771E+002, 2.8597884E+001, 1.4313189E+000
 5.1003737E+002, 2.8574509E+001, 1.4534920E+000
 5.1252119E+002, 2.8551539E+001, 1.4146261E+000
 5.1505590E+002, 2.8528387E+001, 1.4452691E+000
 5.1751655E+002, 2.8505287E+001, 1.4585687E+000
 5.2000661E+002, 2.8482145E+001, 1.4674729E+000
 5.2252691E+002, 2.8458386E+001, 1.4562321E+000
 5.2503490E+002, 2.8434580E+001, 1.4634738E+000
 5.2753426E+002, 2.8410891E+001, 1.4716364E+000
 5.3002276E+002, 2.8387414E+001, 1.4977832E+000
 5.3256467E+002, 2.8363754E+001, 1.4899280E+000
 5.3506275E+002, 2.8340204E+001, 1.4921975E+000
 5.3754961E+002, 2.8316893E+001, 1.5046968E+000
 5.4005287E+002, 2.8293404E+001, 1.5064959E+000
 5.4251358E+002, 2.8269739E+001, 1.4961409E+000
 5.4500992E+002, 2.8245916E+001, 1.4926215E+000
 5.4754202E+002, 2.8221578E+001, 1.4654051E+000
 5.5004105E+002, 2.8197226E+001, 1.4715642E+000
 5.5252532E+002, 2.8173021E+001, 1.5010391E+000
 5.5500411E+002, 2.8148864E+001, 1.5193904E+000
 5.5752990E+002, 2.8124356E+001, 1.4864025E+000
 5.6001866E+002, 2.8099848E+001, 1.4985258E+000
 5.6250937E+002, 2.8075304E+001, 1.4601152E+000
 5.6501940E+002, 2.8050508E+001, 1.4543759E+000
 5.6752504E+002, 2.8026046E+001, 1.4643162E+000
 5.7003350E+002, 2.8001979E+001, 1.4815044E+000
 5.7253935E+002, 2.7978237E+001, 1.4792812E+000
 5.7502546E+002, 2.7954840E+001, 1.4827859E+000
 5.7751492E+002, 2.7931585E+001, 1.4826906E+000
 5.8004124E+002, 2.7908198E+001, 1.4966440E+000
 5.8252620E+002, 2.7884670E+001, 1.4948812E+000
 5.8502702E+002, 2.7861244E+001, 1.4656181E+000
 5.8752016E+002, 2.7837918E+001, 1.4829358E+000
 5.9003985E+002, 2.7814583E+001, 1.4914361E+000
 5.9251212E+002, 2.7791498E+001, 1.4861208E+000
 5.9501132E+002, 2.7768466E+001, 1.4958585E+000
 5.9753583E+002, 2.7745262E+001, 1.4906077E+000
 6.0002605E+002, 2.7722246E+001, 1.4526100E+000
 6.0253286E+002, 2.7699182E+001, 1.4712315E+000
 6.0503977E+002, 2.7675899E+001, 1.4804905E+000
 6.0753367E+002, 2.7652271E+001, 1.4865745E+000
 6.1001099E+002, 2.7628526E+001, 1.5108560E+000
 6.1254682E+002, 2.7604471E+001, 1.4986336E+000
 6.1501076E+002, 2.7580304E+001, 1.4950800E+000
 6.1751040E+002, 2.7556394E+001, 1.5305988E+000
 6.2004815E+002, 2.7532100E+001, 1.4760578E+000
 6.2250623E+002, 2.7508101E+001, 1.5104781E+000
 6.2505586E+002, 2.7484424E+001, 1.4888014E+000
 6.2750345E+002, 2.7460910E+001, 1.4854932E+000
 6.3004293E+002, 2.7437749E+001, 1.4969561E+000
 6.3252138E+002, 2.7414709E+001, 1.4923915E+000
 6.3505360E+002, 2.7391869E+001, 1.4817364E+000
 6.3753980E+002, 2.7369206E+001, 1.5010012E+000
 6.4002842E+002, 2.7346684E+001, 1.5107736E+000
 6.4250732E+002, 2.7324169E+001, 1.5034472E+000
 6.4504896E+002, 2.7301223E+001, 1.5061675E+000
 6.4754079E+002, 2.7278334E+001, 1.4987963E+000
 6.5001772E+002, 2.7255930E+001, 1.4811226E+000
 6.5255950E+002, 2.7233517E+001, 1.4720726E+000
 6.5506838E+002, 2.7211058E+001, 1.4765058E+000
 6.5751037E+002, 2.7189143E+001, 1.4745010E+000
 6.6003463E+002, 2.7167157E+001, 1.4644784E+000
 6.6255039E+002, 2.7144971E+001, 1.4639814E+000
 6.6504339E+002, 2.7122933E+001, 1.4395079E+000
 6.6752601E+002, 2.7101172E+001, 1.4254284E+000
 6.7000527E+002, 2.7079724E+001, 1.4248997E+000
 6.7252729E+002, 2.7058046E+001, 1.4046582E+000
 6.7501695E+002, 2.7036366E+001, 1.3934050E+000
 6.7751534E+002, 2.7014999E+001, 1.3834032E+000
 6.8005160E+002, 2.6993414E+001, 1.3520269E+000
 6.8254548E+002, 2.6972107E+001, 1.3445436E+000
 6.8500658E+002, 2.6951305E+001, 1.3175084E+000
 6.8753459E+002, 2.6930494E+001, 1.3005840E+000
 6.9001598E+002, 2.6909972E+001, 1.3063778E+000
 6.9255442E+002, 2.6889592E+001, 1.2532214E+000
 6.9500700E+002, 2.6869665E+001, 1.2672137E+000
 6.9750592E+002, 2.6850020E+001, 1.2200034E+000
 7.0001590E+002, 2.6830326E+001, 1.1869351E+000
 7.0251833E+002, 2.6810786E+001, 1.1659934E+000
 7.0500079E+002, 2.6791438E+001, 1.1654502E+000
 7.0751477E+002, 2.6772143E+001, 1.1440781E+000
 7.1003886E+002, 2.6752721E+001, 1.1159482E+000
 7.1256605E+002, 2.6733367E+001, 1.1190892E+000
 7.1507138E+002, 2.6714216E+001, 1.0970328E+000
 7.1752850E+002, 2.6695523E+001, 1.1044741E+000
 7.2003085E+002, 2.6677016E+001, 1.0834792E+000
 7.2255684E+002, 2.6658488E+001, 1.0766070E+000
 7.2504264E+002, 2.6640273E+001, 1.0900401E+000
 7.2755119E+002, 2.6622357E+001, 1.0560581E+000
 7.3005432E+002, 2.6604393E+001, 1.0544087E+000
 7.3250524E+002, 2.6586877E+001, 1.0510666E+000
 7.3505034E+002, 2.6569387E+001, 1.0382552E+000
 7.3755129E+002, 2.6551852E+001, 1.0327043E+000
 7.4003866E+002, 2.6534617E+001, 1.0243776E+000
 7.4253422E+002, 2.6517584E+001, 1.0133099E+000
 7.4501822E+002, 2.6500702E+001, 1.0221528E+000
 7.4752071E+002, 2.6483924E+001, 1.0006064E+000
 7.5000726E+002, 2.6467294E+001, 1.0115399E+000
 7.5250686E+002, 2.6450974E+001, 9.9734440E-001
 7.5501044E+002, 2.6434559E+001, 9.8947768E-001
 7.5750434E+002, 2.6418283E+001, 9.7593354E-001
 7.6001765E+002, 2.6402237E+001, 9.8925572E-001
 7.6251533E+002, 2.6386410E+001, 9.8179630E-001
 7.6506326E+002, 2.6370624E+001, 9.5636710E-001
 7.6750784E+002, 2.6355132E+001, 9.5611039E-001
 7.7003896E+002, 2.6339934E+001, 9.4984744E-001
 7.7252875E+002, 2.6324769E+001, 9.3775574E-001
 7.7502636E+002, 2.6309867E+001, 9.4138551E-001
 7.7752462E+002, 2.6295056E+001, 9.2276018E-001
 7.8002900E+002, 2.6280335E+001, 9.1928962E-001
 7.8253851E+002, 2.6265742E+001, 9.1486374E-001
 7.8500038E+002, 2.6251418E+001, 9.0776894E-001
 7.8750583E+002, 2.6237234E+001, 8.9453240E-001
 7.9004395E+002, 2.6222978E+001, 8.8296098E-001
 7.9250934E+002, 2.6208949E+001, 8.7163173E-001
 7.9505382E+002, 2.6195013E+001, 8.5879310E-001
 7.9750754E+002, 2.6181220E+001, 8.5613073E-001
 8.0002938E+002, 2.6167571E+001, 8.4701342E-001
 8.0253187E+002, 2.6153998E+001, 8.3957939E-001
 8.0501555E+002, 2.6140631E+001, 8.2550319E-001
 8.0751990E+002, 2.6127477E+001, 8.1351823E-001
 8.1007111E+002, 2.6114281E+001, 8.1127886E-001
 8.1255004E+002, 2.6101280E+001, 8.0104180E-001
 8.1504474E+002, 2.6088508E+001, 7.8654512E-001
 8.1750621E+002, 2.6075986E+001, 7.7388065E-001
 8.2001752E+002, 2.6063512E+001, 7.6674538E-001
 8.2256031E+002, 2.6050950E+001, 7.5558116E-001
 8.2504221E+002, 2.6038569E+001, 7.4789109E-001
 8.2750215E+002, 2.6026569E+001, 7.3953811E-001
 8.3006611E+002, 2.6014440E+001, 7.2717112E-001
 8.3252663E+002, 2.6002439E+001, 7.2233113E-001
 8.3501156E+002, 2.5990755E+001, 7.1687701E-001
 8.3754135E+002, 2.5979003E+001, 7.0853728E-001
 8.4004184E+002, 2.5967308E+001, 7.0251462E-001
 8.4254375E+002, 2.5955793E+001, 6.9994501E-001
 8.4501089E+002, 2.5944437E+001, 6.9091338E-001
 8.4756706E+002, 2.5932935E+001, 6.7514538E-001
 8.5000254E+002, 2.5921613E+001, 6.7063929E-001
 8.5255655E+002, 2.5910418E+001, 6.6725283E-001
 8.5502381E+002, 2.5899215E+001, 6.6235807E-001
 8.5754863E+002, 2.5888169E+001, 6.6089145E-001
 8.6001883E+002, 2.5877176E+001, 6.5270640E-001
 8.6255918E+002, 2.5866254E+001, 6.5108575E-001
 8.6506050E+002, 2.5855301E+001, 6.5482294E-001
 8.6755380E+002, 2.5844526E+001, 6.3742672E-001
 8.7005763E+002, 2.5833774E+001, 6.3560110E-001
 8.7252323E+002, 2.5823184E+001, 6.3476843E-001
 8.7504789E+002, 2.5812622E+001, 6.3341216E-001
 8.7754948E+002, 2.5802076E+001, 6.3015703E-001
 8.8008965E+002, 2.5791472E+001, 6.2116988E-001
 8.8255985E+002, 2.5781039E+001, 6.2091660E-001
 8.8501208E+002, 2.5770868E+001, 6.1544173E-001
 8.8750528E+002, 2.5760691E+001, 6.1550917E-001
 8.9006324E+002, 2.5750370E+001, 6.1026136E-001
 8.9252526E+002, 2.5740135E+001, 6.0815026E-001
 8.9507275E+002, 2.5729982E+001, 6.0182872E-001
 8.9753157E+002, 2.5719904E+001, 6.0079226E-001
 9.0000747E+002, 2.5710008E+001, 5.9738880E-001
 9.0253612E+002, 2.5700030E+001, 5.9602956E-001
 9.0502420E+002, 2.5690079E+001, 5.9103354E-001
 9.0751561E+002, 2.5680249E+001, 5.8712676E-001
 9.1005485E+002, 2.5670366E+001, 5.8459893E-001
 9.1250718E+002, 2.5660594E+001, 5.8160958E-001
 9.1500288E+002, 2.5650999E+001, 5.9112352E-001
 9.1750670E+002, 2.5641370E+001, 5.8421017E-001
 9.2001537E+002, 2.5631694E+001, 5.7789023E-001
 9.2250935E+002, 2.5622074E+001, 5.8214470E-001
 9.2500493E+002, 2.5612504E+001, 5.7011149E-001
 9.2751228E+002, 2.5602953E+001, 5.6717970E-001
 9.3000144E+002, 2.5593450E+001, 5.6757536E-001
 9.3255592E+002, 2.5583834E+001, 5.5466963E-001
 9.3503473E+002, 2.5574307E+001, 5.5920104E-001
 9.3756211E+002, 2.5564893E+001, 5.6538701E-001
 9.4000092E+002, 2.5555580E+001, 5.5245103E-001
 9.4250320E+002, 2.5546356E+001, 5.5187757E-001
 9.4502358E+002, 2.5536986E+001, 5.5209588E-001
 9.4750941E+002, 2.5527729E+001, 5.5888969E-001
 9.5001050E+002, 2.5518444E+001, 5.4417921E-001
 9.5253570E+002, 2.5509117E+001, 5.4607380E-001
 9.5500642E+002, 2.5499880E+001, 5.4081037E-001
 9.5756210E+002, 2.5490672E+001, 5.4308361E-001
 9.6002204E+002, 2.5481460E+001, 5.4010569E-001
 9.6256339E+002, 2.5472337E+001, 5.3606348E-001
 9.6504706E+002, 2.5463202E+001, 5.3085610E-001
 9.6753057E+002, 2.5454199E+001, 5.3527681E-001
 9.7006528E+002, 2.5445131E+001, 5.3064329E-001
 9.7256016E+002, 2.5436098E+001, 5.2988365E-001
 9.7504040E+002, 2.5427207E+001, 5.3081445E-001
 9.7758167E+002, 2.5418246E+001, 5.2317449E-001
 9.8006079E+002, 2.5409341E+001, 5.2469238E-001
 9.8251284E+002, 2.5400613E+001, 5.1907867E-001
 9.8500831E+002, 2.5391929E+001, 5.2927236E-001
 9.8755333E+002, 2.5383117E+001, 5.1398972E-001
 9.9000468E+002, 2.5374350E+001, 5.1701366E-001
 9.9254254E+002, 2.5365644E+001, 5.1361009E-001
 9.9508832E+002, 2.5356853E+001, 5.1096409E-001
 9.9756323E+002, 2.5348129E+001, 5.1064938E-001
 1.0000904E+003, 2.5339511E+001, 5.0857296E-001
 1.0025726E+003, 2.5330847E+001, 5.0716439E-001
 1.0050406E+003, 2.5322389E+001, 5.1261247E-001
 1.0075687E+003, 2.5313785E+001, 4.9800083E-001
 1.0100675E+003, 2.5305199E+001, 5.0222158E-001
 1.0125495E+003, 2.5296740E+001, 4.9775990E-001
 1.0150137E+003, 2.5288369E+001, 4.9764980E-001
 1.0175507E+003, 2.5279946E+001, 4.9599627E-001
 1.0200378E+003, 2.5271517E+001, 4.9378015E-001
 1.0225109E+003, 2.5263229E+001, 4.9772663E-001
 1.0250330E+003, 2.5254890E+001, 4.9314410E-001
 1.0275300E+003, 2.5246565E+001, 4.9469557E-001
 1.0300116E+003, 2.5238290E+001, 4.9051591E-001
 1.0325062E+003, 2.5230059E+001, 4.7959845E-001
 1.0350775E+003, 2.5221690E+001, 4.8785382E-001
 1.0375188E+003, 2.5213464E+001, 4.8814182E-001
 1.0400520E+003, 2.5205326E+001, 4.7860570E-001
 1.0425911E+003, 2.5197021E+001, 4.7956433E-001
 1.0450517E+003, 2.5188867E+001, 4.7956399E-001
 1.0475477E+003, 2.5180836E+001, 4.7559408E-001
 1.0500500E+003, 2.5172714E+001, 4.7569572E-001
 1.0525386E+003, 2.5164666E+001, 4.8467740E-001
 1.0550001E+003, 2.5156708E+001, 4.6861423E-001
 1.0575466E+003, 2.5148633E+001, 4.7113548E-001
 1.0600598E+003, 2.5140518E+001, 4.6816658E-001
 1.0625633E+003, 2.5132523E+001, 4.8115491E-001
 1.0650462E+003, 2.5124564E+001, 4.9611015E-001
 1.0675393E+003, 2.5116554E+001, 5.2683169E-001
 1.0700192E+003, 2.5108252E+001, 5.4057015E-001
 1.0725169E+003, 2.5099854E+001, 5.3960712E-001
 1.0750424E+003, 2.5091395E+001, 5.3828221E-001
 1.0775104E+003, 2.5083058E+001, 5.3364600E-001
 1.0800267E+003, 2.5074797E+001, 5.2562767E-001
 1.0825341E+003, 2.5066478E+001, 5.1600664E-001
 1.0850161E+003, 2.5058282E+001, 5.1337556E-001
 1.0875782E+003, 2.5050040E+001, 5.0736614E-001
 1.0900876E+003, 2.5041788E+001, 5.0361917E-001
 1.0925141E+003, 2.5033776E+001, 4.9946577E-001
 1.0950071E+003, 2.5025843E+001, 4.9065079E-001
 1.0975225E+003, 2.5017758E+001, 4.9130828E-001
 1.1000124E+003, 2.5009711E+001, 4.8609704E-001
 1.1025413E+003, 2.5001629E+001, 4.8263840E-001
 1.1050197E+003, 2.4993598E+001, 4.8028778E-001
 1.1075837E+003, 2.4985497E+001, 4.7614358E-001
 1.1100782E+003, 2.4977394E+001, 4.7549277E-001
 1.1125034E+003, 2.4969534E+001, 4.7147618E-001
 1.1150495E+003, 2.4961644E+001, 4.6784251E-001
 1.1175246E+003, 2.4953724E+001, 4.7320747E-001
 1.1200158E+003, 2.4945909E+001, 4.5983445E-001
 1.1225792E+003, 2.4938000E+001, 4.6249611E-001
 1.1250003E+003, 2.4930224E+001, 4.5756193E-001
 1.1275186E+003, 2.4922552E+001, 4.5499970E-001
 1.1300052E+003, 2.4914782E+001, 4.5171491E-001
 1.1325854E+003, 2.4906941E+001, 4.4946654E-001
 1.1350855E+003, 2.4899110E+001, 4.4877486E-001
 1.1375665E+003, 2.4891457E+001, 4.4946425E-001
 1.1400341E+003, 2.4883831E+001, 4.4485548E-001
 1.1425534E+003, 2.4876170E+001, 4.3826049E-001
 1.1450614E+003, 2.4868478E+001, 4.4023935E-001
 1.1475645E+003, 2.4860804E+001, 4.3644597E-001
 1.1500647E+003, 2.4853192E+001, 4.3995551E-001
 1.1525764E+003, 2.4845606E+001, 4.3320787E-001
 1.1550795E+003, 2.4838028E+001, 4.3287520E-001
 1.1575430E+003, 2.4830614E+001, 4.3601992E-001
 1.1600446E+003, 2.4823173E+001, 4.3114985E-001
