s,kg/m2,kW
 1.1550785E+002, 3.6133729E+001, 2.7251582E+000
 1.1701635E+002, 3.6109873E+001, 2.6929863E+000
 1.1851851E+002, 3.6086228E+001, 2.6778671E+000
 1.2001064E+002, 3.6062554E+001, 2.6598542E+000
 1.2151950E+002, 3.6038246E+001, 2.6307632E+000
 1.2301954E+002, 3.6013316E+001, 2.6346985E+000
 1.2452325E+002, 3.5987984E+001, 2.6168943E+000
 1.2602211E+002, 3.5962487E+001, 2.6102025E+000
 1.2751749E+002, 3.5937165E+001, 2.5609707E+000
 1.2900801E+002, 3.5912065E+001, 2.5403918E+000
 1.3052156E+002, 3.5886882E+001, 2.4763309E+000
 1.3200048E+002, 3.5862140E+001, 2.4319980E+000
 1.3352045E+002, 3.5838124E+001, 2.3747723E+000
 1.3500006E+002, 3.5815052E+001, 2.2932647E+000
 1.3650704E+002, 3.5793210E+001, 2.2178740E+000
 1.3802485E+002, 3.5772099E+001, 2.1306006E+000
 1.3952981E+002, 3.5751982E+001, 2.0610936E+000
 1.4101130E+002, 3.5732946E+001, 1.9843209E+000
 1.4251686E+002, 3.5714445E+001, 1.9072559E+000
 1.4400923E+002, 3.5696239E+001, 1.8161818E+000
 1.4550366E+002, 3.5678408E+001, 1.7667508E+000
 1.4701186E+002, 3.5660737E+001, 1.7159916E+000
 1.4850136E+002, 3.5643096E+001, 1.6894810E+000
 1.5000546E+002, 3.5625096E+001, 1.7019697E+000
 1.5150426E+002, 3.5606459E+001, 1.7294409E+000
 1.5300982E+002, 3.5587157E+001, 1.7690267E+000
 1.5451100E+002, 3.5567155E+001, 1.8263225E+000
 1.5600268E+002, 3.5546431E+001, 1.8791848E+000
 1.5750651E+002, 3.5524859E+001, 1.9374419E+000
 1.5901622E+002, 3.5502193E+001, 1.9898362E+000
 1.6050884E+002, 3.5479026E+001, 2.0334831E+000
 1.6202677E+002, 3.5455614E+001, 2.0575355E+000
 1.6351510E+002, 3.5432417E+001, 2.0728291E+000
 1.6500053E+002, 3.5409858E+001, 2.0713864E+000
 1.6652269E+002, 3.5387446E+001, 2.0671070E+000
 1.6800526E+002, 3.5365339E+001, 2.0471893E+000
 1.6950998E+002, 3.5343550E+001, 2.0200807E+000
 1.7100620E+002, 3.5322040E+001, 1.9847642E+000
 1.7251276E+002, 3.5300824E+001, 1.9474118E+000
 1.7400833E+002, 3.5279986E+001, 1.9005585E+000
 1.7550531E+002, 3.5259767E+001, 1.8470312E+000
 1.7700675E+002, 3.5240143E+001, 1.7867001E+000
 1.7851959E+002, 3.5221163E+001, 1.7327251E+000
 1.8002181E+002, 3.5202880E+001, 1.6898859E+000
 1.8152630E+002, 3.5185169E+001, 1.6378798E+000
 1.8301022E+002, 3.5167913E+001, 1.6020499E+000
 1.8451738E+002, 3.5150808E+001, 1.5818181E+000
 1.8600932E+002, 3.5133672E+001, 1.5631836E+000
 1.8752024E+002, 3.5116450E+001, 1.5444888E+000
 1.8901805E+002, 3.5099213E+001, 1.5574924E+000
 1.9052435E+002, 3.5081978E+001, 1.5343117E+000
 1.9202452E+002, 3.5064617E+001, 1.5482177E+000
 1.9352308E+002, 3.5047198E+001, 1.5516482E+000
 1.9500709E+002, 3.5029779E+001, 1.5653701E+000
 1.9651138E+002, 3.5012277E+001, 1.5671404E+000
 1.9802403E+002, 3.4994513E+001, 1.5749627E+000
 1.9952103E+002, 3.4976701E+001, 1.5917632E+000
 2.0100421E+002, 3.4958878E+001, 1.5990194E+000
 2.0252687E+002, 3.4940802E+001, 1.6189409E+000
 2.0401447E+002, 3.4922544E+001, 1.6339772E+000
 2.0551926E+002, 3.4904272E+001, 1.6546055E+000
 2.0700156E+002, 3.4885871E+001, 1.6674544E+000
 2.0850665E+002, 3.4867288E+001, 1.6922710E+000
 2.1000081E+002, 3.4848382E+001, 1.7097520E+000
 2.1151005E+002, 3.4828988E+001, 1.7287875E+000
 2.1301100E+002, 3.4809469E+001, 1.7436745E+000
 2.1451247E+002, 3.4789877E+001, 1.7529661E+000
 2.1602489E+002, 3.4770013E+001, 1.7659451E+000
 2.1751087E+002, 3.4750232E+001, 1.7851543E+000
 2.1900379E+002, 3.4730454E+001, 1.8032275E+000
 2.2050687E+002, 3.4710261E+001, 1.8230350E+000
 2.2201164E+002, 3.4689756E+001, 1.8472338E+000
 2.2351544E+002, 3.4669057E+001, 1.8685902E+000
 2.2500791E+002, 3.4648324E+001, 1.8903128E+000
 2.2652786E+002, 3.4627339E+001, 1.9110429E+000
 2.2802227E+002, 3.4606229E+001, 1.9232038E+000
 2.2950407E+002, 3.4585232E+001, 1.9479617E+000
 2.3101913E+002, 3.4563966E+001, 1.9658997E+000
 2.3250196E+002, 3.4542511E+001, 1.9777703E+000
 2.3401086E+002, 3.4520962E+001, 1.9940821E+000
 2.3552030E+002, 3.4498966E+001, 2.0002023E+000
 2.3700486E+002, 3.4476979E+001, 2.0279572E+000
 2.3851132E+002, 3.4454916E+001, 2.0311989E+000
 2.4000291E+002, 3.4432661E+001, 2.0528263E+000
 2.4150141E+002, 3.4410331E+001, 2.0704965E+000
 2.4301917E+002, 3.4387533E+001, 2.0935090E+000
 2.4450328E+002, 3.4364605E+001, 2.1285938E+000
 2.4600367E+002, 3.4341647E+001, 2.1428270E+000
 2.4751640E+002, 3.4318120E+001, 2.1415112E+000
 2.4900240E+002, 3.4294569E+001, 2.1525917E+000
 2.5051132E+002, 3.4270990E+001, 2.1677288E+000
 2.5201055E+002, 3.4247075E+001, 2.1689967E+000
 2.5351398E+002, 3.4222960E+001, 2.1795890E+000
 2.5501192E+002, 3.4198623E+001, 2.1977621E+000
 2.5651075E+002, 3.4174118E+001, 2.1951631E+000
 2.5802443E+002, 3.4149357E+001, 2.1983759E+000
 2.5950685E+002, 3.4124549E+001, 2.2039932E+000
 2.6101810E+002, 3.4099673E+001, 2.2165018E+000
 2.6250566E+002, 3.4074630E+001, 2.2300274E+000
 2.6400761E+002, 3.4049471E+001, 2.2409195E+000
 2.6552064E+002, 3.4023899E+001, 2.2420084E+000
 2.6700926E+002, 3.3998222E+001, 2.2595762E+000
 2.6851767E+002, 3.3972403E+001, 2.2751104E+000
 2.7000376E+002, 3.3946301E+001, 2.2809107E+000
 2.7151716E+002, 3.3919872E+001, 2.3193834E+000
 2.7300994E+002, 3.3893016E+001, 2.3340268E+000
 2.7451620E+002, 3.3865987E+001, 2.3483623E+000
 2.7600175E+002, 3.3838721E+001, 2.3722477E+000
 2.7752167E+002, 3.3811076E+001, 2.3857564E+000
 2.7900633E+002, 3.3783425E+001, 2.4175597E+000
 2.8050382E+002, 3.3755854E+001, 2.4088253E+000
 2.8200966E+002, 3.3727982E+001, 2.4459555E+000
 2.8350671E+002, 3.3699995E+001, 2.4700266E+000
 2.8500720E+002, 3.3671898E+001, 2.4877357E+000
 2.8652289E+002, 3.3643588E+001, 2.4943981E+000
 2.8800031E+002, 3.3615295E+001, 2.5241716E+000
 2.8951522E+002, 3.3586834E+001, 2.5378158E+000
 2.9101603E+002, 3.3557944E+001, 2.5273502E+000
 2.9250148E+002, 3.3529190E+001, 2.5464640E+000
 2.9400642E+002, 3.3500317E+001, 2.5565410E+000
 2.9551568E+002, 3.3471175E+001, 2.5499208E+000
 2.9700606E+002, 3.3442226E+001, 2.5603086E+000
 2.9851203E+002, 3.3413360E+001, 2.5576015E+000
 3.0000919E+002, 3.3384484E+001, 2.5632658E+000
 3.0150667E+002, 3.3355685E+001, 2.5650795E+000
 3.0300640E+002, 3.3326884E+001, 2.5628439E+000
 3.0450470E+002, 3.3298056E+001, 2.5704900E+000
 3.0600297E+002, 3.3269298E+001, 2.5556660E+000
 3.0751474E+002, 3.3240472E+001, 2.5671425E+000
 3.0901804E+002, 3.3211656E+001, 2.5713093E+000
 3.1050390E+002, 3.3183215E+001, 2.5605401E+000
 3.1201399E+002, 3.3154769E+001, 2.5743171E+000
 3.1351092E+002, 3.3126302E+001, 2.5529019E+000
 3.1502001E+002, 3.3097970E+001, 2.5633519E+000
 3.1650181E+002, 3.3069983E+001, 2.5522414E+000
 3.1800738E+002, 3.3042264E+001, 2.5548143E+000
 3.1951303E+002, 3.3014519E+001, 2.5517010E+000
 3.2100217E+002, 3.2987116E+001, 2.5471825E+000
 3.2250418E+002, 3.2959921E+001, 2.5451606E+000
 3.2401038E+002, 3.2932761E+001, 2.5523240E+000
 3.2551195E+002, 3.2905789E+001, 2.5421776E+000
 3.2700962E+002, 3.2879044E+001, 2.5565804E+000
 3.2852236E+002, 3.2852395E+001, 2.5438988E+000
 3.3002215E+002, 3.2825814E+001, 2.5614258E+000
 3.3151200E+002, 3.2799558E+001, 2.5691346E+000
 3.3302375E+002, 3.2773245E+001, 2.5802045E+000
 3.3450824E+002, 3.2747052E+001, 2.5963017E+000
 3.3601511E+002, 3.2721015E+001, 2.5942806E+000
 3.3751298E+002, 3.2694997E+001, 2.6131367E+000
 3.3900483E+002, 3.2669188E+001, 2.6227191E+000
 3.4050807E+002, 3.2643444E+001, 2.6195612E+000
 3.4200428E+002, 3.2617848E+001, 2.6301954E+000
 3.4351701E+002, 3.2592340E+001, 2.6338112E+000
 3.4500839E+002, 3.2567017E+001, 2.6417137E+000
 3.4650530E+002, 3.2541900E+001, 2.6275004E+000
 3.4802021E+002, 3.2516687E+001, 2.6305632E+000
 3.4950748E+002, 3.2491705E+001, 2.6355419E+000
 3.5100068E+002, 3.2467090E+001, 2.6174211E+000
 3.5251541E+002, 3.2442452E+001, 2.6358446E+000
 3.5401651E+002, 3.2417911E+001, 2.6176933E+000
 3.5552423E+002, 3.2393560E+001, 2.6239028E+000
 3.5700026E+002, 3.2369509E+001, 2.6354747E+000
 3.5850058E+002, 3.2345569E+001, 2.6367414E+000
 3.6001973E+002, 3.2321469E+001, 2.6485898E+000
 3.6150414E+002, 3.2297667E+001, 2.6576239E+000
 3.6301035E+002, 3.2274116E+001, 2.6373226E+000
 3.6451607E+002, 3.2250501E+001, 2.6562280E+000
 3.6601387E+002, 3.2227131E+001, 2.6685360E+000
 3.6751758E+002, 3.2203874E+001, 2.6695798E+000
 3.6901749E+002, 3.2180071E+001, 2.7728878E+000
 3.7050146E+002, 3.2156620E+001, 2.7647279E+000
 3.7202121E+002, 3.2133390E+001, 2.7918105E+000
 3.7350089E+002, 3.2110494E+001, 2.8357707E+000
 3.7500146E+002, 3.2088000E+001, 2.7887243E+000
 3.7652028E+002, 3.2065470E+001, 2.7499933E+000
 3.7801769E+002, 3.2043221E+001, 2.7353008E+000
 3.7950035E+002, 3.2021485E+001, 2.6870803E+000
 3.8101095E+002, 3.1999820E+001, 2.6930230E+000
 3.8252170E+002, 3.1978147E+001, 2.6661359E+000
 3.8400949E+002, 3.1956771E+001, 2.6529305E+000
 3.8552010E+002, 3.1935493E+001, 2.6292290E+000
 3.8701917E+002, 3.1914330E+001, 2.6273740E+000
 3.8850339E+002, 3.1893528E+001, 2.6110548E+000
 3.9001509E+002, 3.1872841E+001, 2.6242281E+000
 3.9152131E+002, 3.1852196E+001, 2.6090582E+000
 3.9301323E+002, 3.1831834E+001, 2.6003748E+000
 3.9450085E+002, 3.1811737E+001, 2.6064379E+000
 3.9601028E+002, 3.1791598E+001, 2.6199557E+000
 3.9750608E+002, 3.1771446E+001, 2.6225113E+000
 3.9902000E+002, 3.1751433E+001, 2.5872281E+000
 4.0052214E+002, 3.1731538E+001, 2.6290858E+000
 4.0202040E+002, 3.1711810E+001, 2.6061545E+000
 4.0351751E+002, 3.1692170E+001, 2.6193696E+000
 4.0500430E+002, 3.1672688E+001, 2.5911897E+000
 4.0651253E+002, 3.1653253E+001, 2.5723442E+000
 4.0800637E+002, 3.1633893E+001, 2.6078479E+000
 4.0951576E+002, 3.1614678E+001, 2.5600160E+000
 4.1101083E+002, 3.1595677E+001, 2.5925759E+000
 4.1252152E+002, 3.1576857E+001, 2.5773635E+000
 4.1401655E+002, 3.1558235E+001, 2.6028091E+000
 4.1551704E+002, 3.1539871E+001, 2.5825560E+000
 4.1701395E+002, 3.1521679E+001, 2.5967704E+000
 4.1851869E+002, 3.1503589E+001, 2.6007715E+000
 4.2000246E+002, 3.1485717E+001, 2.5871608E+000
 4.2151402E+002, 3.1467886E+001, 2.5943752E+000
 4.2301247E+002, 3.1450054E+001, 2.5842181E+000
 4.2450638E+002, 3.1432434E+001, 2.5821072E+000
 4.2601372E+002, 3.1414857E+001, 2.5938269E+000
 4.2750480E+002, 3.1397401E+001, 2.5925646E+000
 4.2902233E+002, 3.1380017E+001, 2.5886002E+000
 4.3051065E+002, 3.1362771E+001, 2.5576985E+000
 4.3201594E+002, 3.1345686E+001, 2.5807873E+000
 4.3351734E+002, 3.1328687E+001, 2.5679219E+000
 4.3502301E+002, 3.1311809E+001, 2.5625848E+000
 4.3650959E+002, 3.1295185E+001, 2.5693512E+000
 4.3800063E+002, 3.1278784E+001, 2.5480812E+000
 4.3950103E+002, 3.1262443E+001, 2.5440619E+000
 4.4100621E+002, 3.1246221E+001, 2.5513177E+000
 4.4252348E+002, 3.1230062E+001, 2.5288402E+000
 4.4401184E+002, 3.1214166E+001, 2.5259661E+000
 4.4550010E+002, 3.1198594E+001, 2.5034175E+000
 4.4701236E+002, 3.1183100E+001, 2.5024401E+000
 4.4851573E+002, 3.1167687E+001, 2.4947774E+000
 4.5000472E+002, 3.1152592E+001, 2.4761807E+000
 4.5151412E+002, 3.1137637E+001, 2.4612379E+000
 4.5300415E+002, 3.1122880E+001, 2.4472118E+000
 4.5450719E+002, 3.1108335E+001, 2.4453664E+000
 4.5600117E+002, 3.1093957E+001, 2.4204280E+000
 4.5750855E+002, 3.1079757E+001, 2.4125725E+000
 4.5901269E+002, 3.1065697E+001, 2.3896351E+000
 4.6051707E+002, 3.1051843E+001, 2.3812464E+000
 4.6201648E+002, 3.1038224E+001, 2.3699565E+000
 4.6350623E+002, 3.1024855E+001, 2.3575913E+000
 4.6501364E+002, 3.1011645E+001, 2.3378559E+000
 4.6652025E+002, 3.0998564E+001, 2.3222543E+000
 4.6801826E+002, 3.0985715E+001, 2.3143479E+000
 4.6950722E+002, 3.0973113E+001, 2.2936426E+000
 4.7100389E+002, 3.0960664E+001, 2.2861488E+000
 4.7251559E+002, 3.0948242E+001, 2.2783548E+000
 4.7401439E+002, 3.0935967E+001, 2.2744481E+000
 4.7550285E+002, 3.0923921E+001, 2.2618856E+000
 4.7700710E+002, 3.0911982E+001, 2.2596967E+000
 4.7850825E+002, 3.0900143E+001, 2.2723706E+000
 4.8001224E+002, 3.0888443E+001, 2.2513056E+000
 4.8150008E+002, 3.0876917E+001, 2.2405915E+000
 4.8302158E+002, 3.0865454E+001, 2.2381741E+000
 4.8450641E+002, 3.0854113E+001, 2.2239379E+000
 4.8600530E+002, 3.0842959E+001, 2.2240791E+000
 4.8752552E+002, 3.0831770E+001, 2.2006829E+000
 4.8900620E+002, 3.0820762E+001, 2.2180158E+000
 4.9051695E+002, 3.0809887E+001, 2.2010718E+000
 4.9200127E+002, 3.0799085E+001, 2.1944761E+000
 4.9351492E+002, 3.0788369E+001, 2.1841694E+000
 4.9501240E+002, 3.0777711E+001, 2.1751410E+000
 4.9650295E+002, 3.0767216E+001, 2.1626534E+000
 4.9800680E+002, 3.0756786E+001, 2.1536578E+000
 4.9952266E+002, 3.0746365E+001, 2.1523967E+000
 5.0100997E+002, 3.0736082E+001, 2.1374357E+000
 5.0252014E+002, 3.0725899E+001, 2.1333875E+000
 5.0400795E+002, 3.0715762E+001, 2.1294340E+000
 5.0551572E+002, 3.0705699E+001, 2.1148000E+000
 5.0700009E+002, 3.0695711E+001, 2.1120063E+000
 5.0851786E+002, 3.0685762E+001, 2.1193562E+000
 5.1000008E+002, 3.0675896E+001, 2.0814060E+000
 5.1152503E+002, 3.0666096E+001, 2.0717270E+000
 5.1301082E+002, 3.0656358E+001, 2.0851107E+000
 5.1451406E+002, 3.0646737E+001, 2.0697765E+000
 5.1601750E+002, 3.0637109E+001, 2.0491218E+000
 5.1751074E+002, 3.0627575E+001, 2.0541009E+000
 5.1901274E+002, 3.0618094E+001, 2.0456162E+000
 5.2051578E+002, 3.0608672E+001, 2.0519624E+000
 5.2202064E+002, 3.0599306E+001, 2.0181625E+000
 5.2352051E+002, 3.0590026E+001, 2.0211553E+000
 5.2500681E+002, 3.0580885E+001, 2.0048100E+000
 5.2652462E+002, 3.0571777E+001, 1.9969324E+000
 5.2800613E+002, 3.0562780E+001, 1.9861738E+000
 5.2951960E+002, 3.0553894E+001, 1.9628501E+000
 5.3101092E+002, 3.0545091E+001, 1.9420566E+000
 5.3252395E+002, 3.0536396E+001, 1.9156525E+000
 5.3400190E+002, 3.0527864E+001, 1.9079647E+000
 5.3552064E+002, 3.0519447E+001, 1.8900954E+000
 5.3700127E+002, 3.0511146E+001, 1.8516043E+000
 5.3850206E+002, 3.0503038E+001, 1.8298282E+000
 5.4000895E+002, 3.0495012E+001, 1.8145785E+000
 5.4151329E+002, 3.0487129E+001, 1.7719445E+000
 5.4301291E+002, 3.0479427E+001, 1.7461904E+000
 5.4452194E+002, 3.0471875E+001, 1.7197018E+000
 5.4602172E+002, 3.0464499E+001, 1.6824769E+000
 5.4751487E+002, 3.0457327E+001, 1.6504397E+000
 5.4901311E+002, 3.0450316E+001, 1.6105143E+000
 5.5050502E+002, 3.0443451E+001, 1.5992561E+000
 5.5202310E+002, 3.0436390E+001, 1.6079728E+000
 5.5350377E+002, 3.0429401E+001, 1.5739198E+000
 5.5501741E+002, 3.0422648E+001, 1.5557331E+000
 5.5650436E+002, 3.0416096E+001, 1.5545511E+000
 5.5800060E+002, 3.0409739E+001, 1.5125171E+000
 5.5951850E+002, 3.0403475E+001, 1.4796839E+000
 5.6100220E+002, 3.0397365E+001, 1.4470848E+000
 5.6252276E+002, 3.0391348E+001, 1.4184330E+000
 5.6400037E+002, 3.0385432E+001, 1.3994037E+000
 5.6551787E+002, 3.0379610E+001, 1.3772643E+000
 5.6700472E+002, 3.0373828E+001, 1.3655846E+000
 5.6850459E+002, 3.0368145E+001, 1.3550873E+000
 5.7003316E+002, 3.0362430E+001, 1.3387407E+000
 5.7150408E+002, 3.0356813E+001, 1.3306553E+000
 5.7301011E+002, 3.0351296E+001, 1.3218450E+000
 5.7450440E+002, 3.0345780E+001, 1.3117950E+000
 5.7600806E+002, 3.0340326E+001, 1.3043871E+000
 5.7752527E+002, 3.0334898E+001, 1.2845438E+000
 5.7900745E+002, 3.0329581E+001, 1.2712333E+000
 5.8051437E+002, 3.0324353E+001, 1.2584245E+000
 5.8201202E+002, 3.0319195E+001, 1.2314471E+000
 5.8351988E+002, 3.0314130E+001, 1.2104917E+000
 5.8501047E+002, 3.0309190E+001, 1.1893486E+000
 5.8652138E+002, 3.0304361E+001, 1.1577160E+000
 5.8801283E+002, 3.0299648E+001, 1.1293767E+000
 5.8951849E+002, 3.0295066E+001, 1.0992529E+000
 5.9101746E+002, 3.0290615E+001, 1.0631239E+000
 5.9252600E+002, 3.0286288E+001, 1.0250267E+000
 5.9401641E+002, 3.0282110E+001, 9.9123085E-001
 5.9552281E+002, 3.0278075E+001, 9.5282537E-001
 5.9702647E+002, 3.0274160E+001, 9.1071324E-001
 5.9850345E+002, 3.0270418E+001, 8.7191577E-001
 6.0000638E+002, 3.0266807E+001, 8.2985274E-001
 6.0152159E+002, 3.0263283E+001, 7.8696410E-001
 6.0303346E+002, 3.0259880E+001, 7.4737612E-001
 6.0450959E+002, 3.0256649E+001, 7.0914916E-001
 6.0601293E+002, 3.0253539E+001, 6.6491733E-001
 6.0751662E+002, 3.0250512E+001, 6.2865048E-001
 6.0903100E+002, 3.0247594E+001, 5.8978461E-001
 6.1052447E+002, 3.0244785E+001, 5.5477307E-001
 6.1200700E+002, 3.0242105E+001, 5.1801784E-001
 6.1352478E+002, 3.0239485E+001, 4.8523445E-001
 6.1500388E+002, 3.0236954E+001, 4.5556352E-001
 6.1653031E+002, 3.0234490E+001, 4.2429093E-001
 6.1803125E+002, 3.0232075E+001, 3.9716400E-001
 6.1950264E+002, 3.0229772E+001, 3.7231765E-001
 6.2100730E+002, 3.0227525E+001, 3.4711977E-001
 6.2253636E+002, 3.0225289E+001, 3.2585491E-001
 6.2401160E+002, 3.0223126E+001, 3.0613323E-001
 6.2551237E+002, 3.0221028E+001, 2.8587433E-001
 6.2705061E+002, 3.0218920E+001, 2.6789899E-001
 6.2852504E+002, 3.0216869E+001, 2.5251433E-001
 6.3004372E+002, 3.0214875E+001, 2.3855972E-001
 6.3154229E+002, 3.0212884E+001, 2.2385576E-001
 6.3304582E+002, 3.0210938E+001, 2.1242109E-001
 6.3454248E+002, 3.0209014E+001, 2.0010895E-001
 6.3604921E+002, 3.0207117E+001, 1.9027196E-001
 6.3754864E+002, 3.0205238E+001, 1.8011502E-001
 6.3900101E+002, 3.0203415E+001, 1.7161093E-001
 6.4050327E+002, 3.0201602E+001, 1.6401301E-001
 6.4203601E+002, 3.0199755E+001, 1.5514576E-001
 6.4353500E+002, 3.0197926E+001, 1.4882692E-001
 6.4503953E+002, 3.0196122E+001, 1.4261434E-001
 6.4650611E+002, 3.0194355E+001, 1.3662512E-001
 6.4801360E+002, 3.0192596E+001, 1.3137790E-001
 6.4951127E+002, 3.0190833E+001, 1.2631530E-001
 6.5102976E+002, 3.0189065E+001, 1.2122719E-001
 6.5251272E+002, 3.0187323E+001, 1.1734932E-001
 6.5402768E+002, 3.0185594E+001, 1.1295615E-001
 6.5554265E+002, 3.0183853E+001, 1.0901108E-001
 6.5700150E+002, 3.0182152E+001, 1.0519374E-001
 6.5852166E+002, 3.0180456E+001, 1.0217107E-001
 6.6001212E+002, 3.0178753E+001, 9.9139092E-002
 6.6152725E+002, 3.0177055E+001, 9.5348182E-002
 6.6303920E+002, 3.0175350E+001, 9.2121867E-002
 6.6454485E+002, 3.0173650E+001, 8.9517757E-002
 6.6603326E+002, 3.0171975E+001, 8.6604213E-002
 6.6753278E+002, 3.0170311E+001, 8.4116018E-002
 6.6902077E+002, 3.0168652E+001, 8.2003766E-002
 6.7054337E+002, 3.0166987E+001, 8.0215747E-002
 6.7202480E+002, 3.0165337E+001, 7.8785878E-002
 6.7350554E+002, 3.0163713E+001, 7.6215127E-002
 6.7501281E+002, 3.0162082E+001, 7.5077670E-002
 6.7651053E+002, 3.0160451E+001, 7.3484474E-002
 6.7800824E+002, 3.0158832E+001, 7.1994007E-002
 6.7950596E+002, 3.0157220E+001, 7.0522451E-002
 6.8103783E+002, 3.0155598E+001, 6.9133232E-002
 6.8251477E+002, 3.0153992E+001, 6.8039961E-002
 6.8405608E+002, 3.0152392E+001, 6.6532808E-002
 6.8552813E+002, 3.0150802E+001, 6.5510176E-002
 6.8700018E+002, 3.0149259E+001, 6.4459577E-002
 6.8853356E+002, 3.0147693E+001, 6.3368806E-002
 6.9003453E+002, 3.0146121E+001, 6.2378284E-002
 6.9155185E+002, 3.0144566E+001, 6.1406039E-002
 6.9304294E+002, 3.0143028E+001, 6.0492356E-002
 6.9450378E+002, 3.0141524E+001, 5.9656400E-002
 6.9605596E+002, 3.0140002E+001, 5.8683892E-002
