s,C,C,kg/m2
Time,"null","null","null"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 1.5420000E-002
 5.0000000E+000, 2.0480000E+001, 2.0108788E+001, 1.5420000E-002
 1.0000000E+001, 2.1280000E+001, 2.0660123E+001, 1.5420000E-002
 1.5000000E+001, 2.2208000E+001, 2.1459466E+001, 1.5420000E-002
 2.0000000E+001, 2.3040000E+001, 2.2355916E+001, 1.5420000E-002
 2.4000000E+001, 2.3760000E+001, 2.3097239E+001, 1.5420000E-002
 2.9000000E+001, 2.4480000E+001, 2.3823293E+001, 1.5420000E-002
 3.4000000E+001, 2.5280000E+001, 2.4627234E+001, 1.5420000E-002
 3.9000000E+001, 2.6208000E+001, 2.5470021E+001, 1.5420000E-002
 4.4000000E+001, 2.7040000E+001, 2.6373296E+001, 1.5420000E-002
 4.8000000E+001, 2.7760000E+001, 2.7114246E+001, 1.5420000E-002
 5.3000000E+001, 2.8480000E+001, 2.7839884E+001, 1.5420000E-002
 5.8000000E+001, 2.9280000E+001, 2.8643560E+001, 1.5420000E-002
 6.3000000E+001, 3.0208000E+001, 2.9487220E+001, 1.5420000E-002
 6.8000000E+001, 3.1040000E+001, 3.0390817E+001, 1.5420000E-002
 7.2000000E+001, 3.1760000E+001, 3.1130500E+001, 1.5420000E-002
 7.7000000E+001, 3.2480000E+001, 3.1855619E+001, 1.5420000E-002
 8.2000000E+001, 3.3280000E+001, 3.2659033E+001, 1.5420000E-002
 8.7000000E+001, 3.4208000E+001, 3.3503574E+001, 1.5420000E-002
 9.2000000E+001, 3.5040000E+001, 3.4407424E+001, 1.5420000E-002
 9.6000000E+001, 3.5760000E+001, 3.5145875E+001, 1.5420000E-002
 1.0100000E+002, 3.6480000E+001, 3.5870524E+001, 1.5420000E-002
 1.0600000E+002, 3.7280000E+001, 3.6673704E+001, 1.5420000E-002
 1.1100000E+002, 3.8208000E+001, 3.7519139E+001, 1.5420000E-002
 1.1600000E+002, 3.9040000E+001, 3.8423171E+001, 1.5420000E-002
 1.2000000E+002, 3.9760000E+001, 3.9160431E+001, 1.5420000E-002
 1.2500000E+002, 4.0480000E+001, 3.9884656E+001, 1.5420000E-002
 1.3000000E+002, 4.1280000E+001, 4.0687624E+001, 1.5420000E-002
 1.3500000E+002, 4.2208000E+001, 4.1533962E+001, 1.5420000E-002
 1.4000000E+002, 4.3040000E+001, 4.2438110E+001, 1.5420000E-002
 1.4400000E+002, 4.3760000E+001, 4.3174222E+001, 1.5420000E-002
 1.4900000E+002, 4.4480000E+001, 4.3898065E+001, 1.5420000E-002
 1.5400000E+002, 4.5280000E+001, 4.4700843E+001, 1.5420000E-002
 1.5900000E+002, 4.6208000E+001, 4.5548090E+001, 1.5420000E-002
 1.6400000E+002, 4.7040000E+001, 4.6452289E+001, 1.5420000E-002
 1.6800000E+002, 4.7760000E+001, 4.7187297E+001, 1.5420000E-002
 1.7300000E+002, 4.8480000E+001, 4.7910797E+001, 1.5420000E-002
 1.7800000E+002, 4.9280000E+001, 4.8713405E+001, 1.5420000E-002
 1.8300000E+002, 5.0208000E+001, 4.9561565E+001, 1.5420000E-002
 1.8800000E+002, 5.1040000E+001, 5.0465752E+001, 1.5420000E-002
 1.9200000E+002, 5.1760000E+001, 5.1199704E+001, 1.5420000E-002
 1.9700000E+002, 5.2480000E+001, 5.1922897E+001, 1.5420000E-002
 2.0200000E+002, 5.3280000E+001, 5.2725350E+001, 1.5420000E-002
 2.0700000E+002, 5.4208000E+001, 5.3574426E+001, 1.5420000E-002
 2.1200000E+002, 5.5040000E+001, 5.4478542E+001, 1.5420000E-002
 2.1600000E+002, 5.5760000E+001, 5.5211486E+001, 1.5420000E-002
 2.2100000E+002, 5.6480000E+001, 5.5934404E+001, 1.5420000E-002
 2.2600000E+002, 5.7280000E+001, 5.6736717E+001, 1.5420000E-002
 2.3100000E+002, 5.8208000E+001, 5.7586709E+001, 1.5420000E-002
 2.3600000E+002, 5.9040000E+001, 5.8490697E+001, 1.5420000E-002
 2.4000000E+002, 5.9760000E+001, 5.9222681E+001, 1.5420000E-002
 2.4500000E+002, 6.0480000E+001, 5.9945355E+001, 1.5420000E-002
 2.5000000E+002, 6.1280000E+001, 6.0747540E+001, 1.5420000E-002
 2.5500000E+002, 6.2208000E+001, 6.1598448E+001, 1.5420000E-002
 2.6000000E+002, 6.3040000E+001, 6.2502254E+001, 1.5420000E-002
 2.6400000E+002, 6.3760000E+001, 6.3233327E+001, 1.5420000E-002
 2.6900000E+002, 6.4480000E+001, 6.3955783E+001, 1.5420000E-002
 2.7400000E+002, 6.5280000E+001, 6.4757851E+001, 1.5420000E-002
 2.7900000E+002, 6.6208000E+001, 6.5609673E+001, 1.5420000E-002
 2.8400000E+002, 6.7040000E+001, 6.6513246E+001, 1.5420000E-002
 2.8800000E+002, 6.7760000E+001, 6.7243459E+001, 1.5420000E-002
 2.9300000E+002, 6.8480000E+001, 6.7965721E+001, 1.5420000E-002
 2.9800000E+002, 6.9280000E+001, 6.8767682E+001, 1.5420000E-002
 3.0300000E+002, 7.0208000E+001, 6.9620413E+001, 1.5420000E-002
 3.0800000E+002, 7.1040000E+001, 7.0523706E+001, 1.5420000E-002
 3.1200000E+002, 7.1760000E+001, 7.1253108E+001, 1.5420000E-002
 3.1700000E+002, 7.2480000E+001, 7.1975198E+001, 1.5420000E-002
 3.2200000E+002, 7.3280000E+001, 7.2777059E+001, 1.5420000E-002
 3.2700000E+002, 7.4208000E+001, 7.3630695E+001, 1.5420000E-002
 3.3200000E+002, 7.5040000E+001, 7.4533663E+001, 1.5420000E-002
 3.3600000E+002, 7.5760000E+001, 7.5262303E+001, 1.5420000E-002
 3.4100000E+002, 7.6480000E+001, 7.5984239E+001, 1.5420000E-002
 3.4600000E+002, 7.7280000E+001, 7.6786010E+001, 1.5420000E-002
 3.5100000E+002, 7.8208000E+001, 7.7640544E+001, 1.5420000E-002
 3.5600000E+002, 7.9040000E+001, 7.8543146E+001, 1.5420000E-002
 3.6000000E+002, 7.9760000E+001, 7.9271071E+001, 1.5420000E-002
 3.6500000E+002, 8.0480000E+001, 7.9992871E+001, 1.5420000E-002
 3.7000000E+002, 8.1280000E+001, 8.0794557E+001, 1.5420000E-002
 3.7500000E+002, 8.2208000E+001, 8.1649984E+001, 1.5420000E-002
 3.8000000E+002, 8.3040000E+001, 8.2552181E+001, 1.5419999E-002
 3.8400000E+002, 8.3760000E+001, 8.3279438E+001, 1.5419999E-002
 3.8900000E+002, 8.4480000E+001, 8.4001117E+001, 1.5419999E-002
 3.9400000E+002, 8.5280000E+001, 8.4802724E+001, 1.5419999E-002
 3.9900000E+002, 8.6208000E+001, 8.5659034E+001, 1.5419999E-002
 4.0400000E+002, 8.7040000E+001, 8.6560794E+001, 1.5419999E-002
 4.0800000E+002, 8.7760000E+001, 8.7287428E+001, 1.5419998E-002
 4.1300000E+002, 8.8480000E+001, 8.8008999E+001, 1.5419998E-002
 4.1800000E+002, 8.9280000E+001, 8.8810532E+001, 1.5419998E-002
 4.2300000E+002, 9.0208000E+001, 8.9667717E+001, 1.5419997E-002
 4.2800000E+002, 9.1040000E+001, 9.0569006E+001, 1.5419997E-002
 4.3200000E+002, 9.1760000E+001, 9.1295061E+001, 1.5419996E-002
 4.3700000E+002, 9.2480000E+001, 9.2016536E+001, 1.5419995E-002
 4.4200000E+002, 9.3280000E+001, 9.2818000E+001, 1.5419994E-002
 4.4700000E+002, 9.4208000E+001, 9.3676051E+001, 1.5419993E-002
 4.5200000E+002, 9.5040000E+001, 9.4576841E+001, 1.5419992E-002
 4.5600000E+002, 9.5760000E+001, 9.5302359E+001, 1.5419990E-002
 4.6100000E+002, 9.6480000E+001, 9.6023747E+001, 1.5419988E-002
 4.6600000E+002, 9.7280000E+001, 9.6825146E+001, 1.5419986E-002
 4.7100000E+002, 9.8208000E+001, 9.7684053E+001, 1.5419983E-002
 4.7600000E+002, 9.9040000E+001, 9.8584318E+001, 1.5419980E-002
 4.8000000E+002, 9.9760000E+001, 9.9309341E+001, 1.5419976E-002
 4.8500000E+002, 1.0048000E+002, 1.0003065E+002, 1.5419972E-002
 4.9000000E+002, 1.0128000E+002, 1.0083199E+002, 1.5419967E-002
 4.9500000E+002, 1.0220800E+002, 1.0169174E+002, 1.5419960E-002
 5.0000000E+002, 1.0304000E+002, 1.0259146E+002, 1.5419952E-002
 5.0400000E+002, 1.0376000E+002, 1.0331602E+002, 1.5419944E-002
 5.0900000E+002, 1.0448000E+002, 1.0403726E+002, 1.5419934E-002
 5.1400000E+002, 1.0528000E+002, 1.0483854E+002, 1.5419922E-002
 5.1900000E+002, 1.0620800E+002, 1.0569913E+002, 1.5419907E-002
 5.2400000E+002, 1.0704000E+002, 1.0659828E+002, 1.5419889E-002
 5.2800000E+002, 1.0776000E+002, 1.0732242E+002, 1.5419870E-002
 5.3300000E+002, 1.0848000E+002, 1.0804360E+002, 1.5419848E-002
 5.3800000E+002, 1.0928000E+002, 1.0884483E+002, 1.5419820E-002
 5.4300000E+002, 1.1020800E+002, 1.0970623E+002, 1.5419787E-002
 5.4800000E+002, 1.1104000E+002, 1.1060480E+002, 1.5419747E-002
 5.5200000E+002, 1.1176000E+002, 1.1132856E+002, 1.5419705E-002
 5.5700000E+002, 1.1248000E+002, 1.1204968E+002, 1.5419656E-002
 5.6200000E+002, 1.1328000E+002, 1.1285085E+002, 1.5419593E-002
 5.6700000E+002, 1.1420800E+002, 1.1371307E+002, 1.5419519E-002
 5.7200000E+002, 1.1504000E+002, 1.1461103E+002, 1.5419431E-002
 5.7600000E+002, 1.1576000E+002, 1.1533444E+002, 1.5419339E-002
 5.8100000E+002, 1.1648000E+002, 1.1605551E+002, 1.5419232E-002
 5.8600000E+002, 1.1728000E+002, 1.1685663E+002, 1.5419094E-002
 5.9100000E+002, 1.1820800E+002, 1.1771965E+002, 1.5418934E-002
 5.9600000E+002, 1.1904000E+002, 1.1861700E+002, 1.5418743E-002
 6.0000000E+002, 1.1976000E+002, 1.1934009E+002, 1.5418543E-002
 6.0500000E+002, 1.2048000E+002, 1.2006111E+002, 1.5418313E-002
 6.1000000E+002, 1.2128000E+002, 1.2086219E+002, 1.5418018E-002
 6.1500000E+002, 1.2220800E+002, 1.2172599E+002, 1.5417675E-002
 6.2000000E+002, 1.2304000E+002, 1.2262273E+002, 1.5417267E-002
 6.2400000E+002, 1.2376000E+002, 1.2334552E+002, 1.5416842E-002
 6.2900000E+002, 1.2448000E+002, 1.2406649E+002, 1.5416354E-002
 6.3400000E+002, 1.2528000E+002, 1.2486754E+002, 1.5415730E-002
 6.3900000E+002, 1.2620800E+002, 1.2573211E+002, 1.5415006E-002
 6.4400000E+002, 1.2704000E+002, 1.2662822E+002, 1.5414150E-002
 6.4800000E+002, 1.2776000E+002, 1.2735075E+002, 1.5413260E-002
 6.5300000E+002, 1.2848000E+002, 1.2807169E+002, 1.5412240E-002
 6.5800000E+002, 1.2928000E+002, 1.2887270E+002, 1.5410942E-002
 6.6300000E+002, 1.3020800E+002, 1.2973804E+002, 1.5409438E-002
 6.6800000E+002, 1.3104000E+002, 1.3063352E+002, 1.5407667E-002
 6.7200000E+002, 1.3176000E+002, 1.3135581E+002, 1.5405832E-002
 6.7700000E+002, 1.3248000E+002, 1.3207673E+002, 1.5403734E-002
 6.8200000E+002, 1.3328000E+002, 1.3287771E+002, 1.5401072E-002
 6.8700000E+002, 1.3420800E+002, 1.3374383E+002, 1.5398000E-002
 6.9200000E+002, 1.3504000E+002, 1.3463868E+002, 1.5394391E-002
 6.9600000E+002, 1.3576000E+002, 1.3536076E+002, 1.5390665E-002
 7.0100000E+002, 1.3648000E+002, 1.3608166E+002, 1.5386419E-002
 7.0600000E+002, 1.3728000E+002, 1.3688263E+002, 1.5381047E-002
 7.1100000E+002, 1.3820800E+002, 1.3774955E+002, 1.5374866E-002
 7.1600000E+002, 1.3904000E+002, 1.3864375E+002, 1.5367633E-002
 7.2000000E+002, 1.3976000E+002, 1.3936567E+002, 1.5360192E-002
 7.2500000E+002, 1.4048000E+002, 1.4008657E+002, 1.5351741E-002
 7.3000000E+002, 1.4128000E+002, 1.4088756E+002, 1.5341084E-002
 7.3500000E+002, 1.4220800E+002, 1.4175532E+002, 1.5328868E-002
 7.4000000E+002, 1.4304000E+002, 1.4264889E+002, 1.5314634E-002
 7.4400000E+002, 1.4376000E+002, 1.4337067E+002, 1.5300047E-002
 7.4900000E+002, 1.4448000E+002, 1.4409162E+002, 1.5283548E-002
 7.5400000E+002, 1.4528000E+002, 1.4489266E+002, 1.5262827E-002
 7.5900000E+002, 1.4620800E+002, 1.4576137E+002, 1.5239187E-002
 7.6400000E+002, 1.4704000E+002, 1.4665429E+002, 1.5211785E-002
 7.6800000E+002, 1.4776000E+002, 1.4737601E+002, 1.5183847E-002
 7.7300000E+002, 1.4848000E+002, 1.4809706E+002, 1.5152414E-002
 7.7800000E+002, 1.4928000E+002, 1.4889823E+002, 1.5113157E-002
 7.8300000E+002, 1.5020800E+002, 1.4976808E+002, 1.5068660E-002
 7.8800000E+002, 1.5104000E+002, 1.5066033E+002, 1.5017454E-002
 7.9200000E+002, 1.5176000E+002, 1.5138208E+002, 1.4965624E-002
 7.9700000E+002, 1.5248000E+002, 1.5210332E+002, 1.4907756E-002
 8.0200000E+002, 1.5328000E+002, 1.5290474E+002, 1.4836087E-002
 8.0700000E+002, 1.5420800E+002, 1.5377607E+002, 1.4755633E-002
 8.1200000E+002, 1.5504000E+002, 1.5466757E+002, 1.4664053E-002
 8.1600000E+002, 1.5576000E+002, 1.5538947E+002, 1.4572386E-002
 8.2100000E+002, 1.5648000E+002, 1.5611103E+002, 1.4471257E-002
 8.2600000E+002, 1.5728000E+002, 1.5691286E+002, 1.4347645E-002
 8.3100000E+002, 1.5820800E+002, 1.5778617E+002, 1.4210986E-002
 8.3600000E+002, 1.5904000E+002, 1.5867673E+002, 1.4058072E-002
 8.4000000E+002, 1.5976000E+002, 1.5939891E+002, 1.3907690E-002
 8.4500000E+002, 1.6048000E+002, 1.6012093E+002, 1.3744918E-002
 8.5000000E+002, 1.6128000E+002, 1.6092330E+002, 1.3550056E-002
 8.5500000E+002, 1.6220800E+002, 1.6179919E+002, 1.3339769E-002
 8.6000000E+002, 1.6304000E+002, 1.6268838E+002, 1.3110676E-002
 8.6400000E+002, 1.6376000E+002, 1.6341090E+002, 1.2891445E-002
 8.6900000E+002, 1.6448000E+002, 1.6413339E+002, 1.2660989E-002
 8.7400000E+002, 1.6528000E+002, 1.6493627E+002, 1.2393627E-002
 8.7900000E+002, 1.6620800E+002, 1.6581517E+002, 1.2115249E-002
 8.8400000E+002, 1.6704000E+002, 1.6670226E+002, 1.1823463E-002
 8.8800000E+002, 1.6776000E+002, 1.6742497E+002, 1.1554789E-002
 8.9300000E+002, 1.6848000E+002, 1.6814764E+002, 1.1283451E-002
 8.9800000E+002, 1.6928000E+002, 1.6895068E+002, 1.0981477E-002
 9.0300000E+002, 1.7020800E+002, 1.6983242E+002, 1.0681105E-002
 9.0800000E+002, 1.7104000E+002, 1.7071661E+002, 1.0380751E-002
 9.1200000E+002, 1.7176000E+002, 1.7143911E+002, 1.0116320E-002
 9.1700000E+002, 1.7248000E+002, 1.7216151E+002, 9.8608356E-003
 9.2200000E+002, 1.7328000E+002, 1.7296416E+002, 9.5885699E-003
 9.2700000E+002, 1.7420800E+002, 1.7384797E+002, 9.3296437E-003
 9.3200000E+002, 1.7504000E+002, 1.7472903E+002, 9.0816936E-003
 9.3600000E+002, 1.7576000E+002, 1.7545097E+002, 8.8716251E-003
 9.4100000E+002, 1.7648000E+002, 1.7617278E+002, 8.6756719E-003
 9.4600000E+002, 1.7728000E+002, 1.7697476E+002, 8.4733785E-003
 9.5100000E+002, 1.7820800E+002, 1.7785985E+002, 8.2867529E-003
 9.5600000E+002, 1.7904000E+002, 1.7873828E+002, 8.1127662E-003
 9.6000000E+002, 1.7976000E+002, 1.7945961E+002, 7.9685237E-003
 9.6500000E+002, 1.8048000E+002, 1.8018087E+002, 7.8363585E-003
 9.7000000E+002, 1.8128000E+002, 1.8098223E+002, 7.7018835E-003
 9.7500000E+002, 1.8220800E+002, 1.8186811E+002, 7.5793424E-003
 9.8000000E+002, 1.8304000E+002, 1.8274470E+002, 7.4661822E-003
 9.8400000E+002, 1.8376000E+002, 1.8346556E+002, 7.3729635E-003
 9.8900000E+002, 1.8448000E+002, 1.8418642E+002, 7.2878889E-003
 9.9400000E+002, 1.8528000E+002, 1.8498736E+002, 7.2015096E-003
 9.9900000E+002, 1.8620800E+002, 1.8587378E+002, 7.1228414E-003
 1.0040000E+003, 1.8704000E+002, 1.8674915E+002, 7.0501474E-003
 1.0080000E+003, 1.8776000E+002, 1.8746970E+002, 6.9901514E-003
 1.0130000E+003, 1.8848000E+002, 1.8819032E+002, 6.9352381E-003
 1.0180000E+003, 1.8928000E+002, 1.8899099E+002, 6.8792837E-003
 1.0230000E+003, 1.9020800E+002, 1.8987783E+002, 6.8281003E-003
 1.0280000E+003, 1.9104000E+002, 1.9075238E+002, 6.7805833E-003
 1.0320000E+003, 1.9176000E+002, 1.9147273E+002, 6.7411743E-003
 1.0370000E+003, 1.9248000E+002, 1.9219320E+002, 6.7049151E-003
