m,C,C,mol/mol,C,C,mol/mol
-9.3751899E-003, 8.4237448E+002, 8.4907804E+002, 6.9707056E-002, 7.9662865E+002, 8.0729693E+002, 8.3766578E-002
-3.1250633E-003, 8.9124041E+002, 8.6782713E+002, 5.5925712E-002, 8.4031282E+002, 8.3509910E+002, 7.6974617E-002
 3.1250633E-003, 9.0742647E+002, 8.7158960E+002, 5.1477552E-002, 8.5162999E+002, 8.3816920E+002, 7.6178394E-002
 9.3751899E-003, 8.6561340E+002, 8.5899231E+002, 6.4856825E-002, 8.3347192E+002, 8.2901042E+002, 7.9279926E-002
 1.5625316E-002, 7.5884268E+002, 8.0890622E+002, 8.5906814E-002, 7.9560014E+002, 8.1122570E+002, 8.4957037E-002
 2.1875443E-002, 6.0273010E+002, 7.1758313E+002, 1.0867416E-001, 7.4038757E+002, 7.7959136E+002, 9.2731624E-002
 2.8125570E-002, 4.6867621E+002, 6.2549316E+002, 1.2650556E-001, 6.6092367E+002, 7.3067446E+002, 1.0294957E-001
 3.4375696E-002, 3.6145098E+002, 5.3737410E+002, 1.3992787E-001, 5.9080567E+002, 6.8265561E+002, 1.1191134E-001
 4.0625823E-002, 2.6351262E+002, 4.4198875E+002, 1.5155076E-001, 5.1090173E+002, 6.2453262E+002, 1.2170115E-001
 4.6875949E-002, 1.7674710E+002, 3.2837627E+002, 1.6159056E-001, 4.2941077E+002, 5.6270969E+002, 1.3167048E-001
 5.3126076E-002, 1.0969574E+002, 2.2108981E+002, 1.6915636E-001, 3.7090229E+002, 5.1709906E+002, 1.3926891E-001
 5.9376203E-002, 5.8886032E+001, 1.2426119E+002, 1.7454094E-001, 2.9682850E+002, 4.4189689E+002, 1.4822534E-001
 6.5626329E-002, 2.8816300E+001, 7.3636371E+001, 1.7761467E-001, 2.2468782E+002, 3.6643670E+002, 1.5675254E-001
 7.1876456E-002, 2.1199757E+001, 6.3658508E+001, 1.7839253E-001, 1.6291904E+002, 2.9482876E+002, 1.6431255E-001
 7.8126582E-002, 2.0965427E+001, 6.1005202E+001, 1.7840840E-001, 1.2012816E+002, 2.3813724E+002, 1.7016092E-001
 8.4376709E-002, 2.0903485E+001, 5.8508258E+001, 1.7840596E-001, 9.2175910E+001, 1.8706719E+002, 1.7464583E-001
 9.0626835E-002, 2.0848525E+001, 5.6193431E+001, 1.7840381E-001, 6.7413620E+001, 1.4521043E+002, 1.7890559E-001
 9.6876962E-002, 2.0797619E+001, 5.4100251E+001, 1.7840160E-001, 4.2815055E+001, 9.2049789E+001, 1.8361236E-001
 1.0312709E-001, 2.0808481E+001, 5.2500217E+001, 1.7840538E-001, 3.3549787E+001, 7.2450981E+001, 1.8555974E-001
 1.0937722E-001, 2.0753204E+001, 5.0706697E+001, 1.7840324E-001, 2.4227263E+001, 5.8020844E+001, 1.8885372E-001
 1.1562734E-001, 2.0721893E+001, 4.9141698E+001, 1.7840208E-001, 2.1890793E+001, 5.3127952E+001, 1.9093710E-001
 1.2187747E-001, 2.0685305E+001, 4.7603686E+001, 1.7840069E-001, 2.1750160E+001, 4.9886731E+001, 1.9281421E-001
 1.2812759E-001, 2.0654251E+001, 4.6277567E+001, 1.7839965E-001, 2.1777799E+001, 4.8401217E+001, 1.9434409E-001
 1.3437772E-001, 2.0622750E+001, 4.4942756E+001, 1.7839850E-001, 2.1796987E+001, 4.7392084E+001, 1.9570016E-001
 1.4062785E-001, 2.0595344E+001, 4.3783009E+001, 1.7839752E-001, 2.1808420E+001, 4.6436780E+001, 1.9709218E-001
 1.4687797E-001, 2.0567617E+001, 4.2626553E+001, 1.7839636E-001, 2.1817080E+001, 4.5516093E+001, 1.9864945E-001
 1.5312810E-001, 2.0542663E+001, 4.1626070E+001, 1.7839494E-001, 2.1823116E+001, 4.4639055E+001, 2.0022372E-001
 1.5937823E-001, 2.0516985E+001, 4.0600132E+001, 1.7839355E-001, 2.1818628E+001, 4.3782945E+001, 2.0165071E-001
 1.6562835E-001, 2.0492552E+001, 3.9707219E+001, 1.7839829E-001, 2.1795789E+001, 4.2942969E+001, 2.0298062E-001
 1.7187848E-001, 2.0472745E+001, 3.8819632E+001, 1.7847545E-001, 2.1755378E+001, 4.2126533E+001, 2.0440396E-001
 1.7812861E-001, 2.0471295E+001, 3.8041079E+001, 1.7885541E-001, 2.1706303E+001, 4.1360015E+001, 2.0582496E-001
 1.8437873E-001, 2.0514549E+001, 3.7386370E+001, 1.8004055E-001, 2.1659463E+001, 4.0602072E+001, 2.0695775E-001
 1.9062886E-001, 2.0639903E+001, 3.6953237E+001, 1.8278796E-001, 2.1617136E+001, 3.9901679E+001, 2.0753439E-001
 1.9687899E-001, 2.0825100E+001, 3.6767110E+001, 1.8703840E-001, 2.1579984E+001, 3.9205940E+001, 2.0775449E-001
 2.0312911E-001, 2.0989527E+001, 3.6753022E+001, 1.9137086E-001, 2.1548158E+001, 3.8572425E+001, 2.0781403E-001
 2.0937924E-001, 2.1088715E+001, 3.6754285E+001, 1.9484177E-001, 2.1520042E+001, 3.7937662E+001, 2.0782203E-001
 2.1562937E-001, 2.1137058E+001, 3.6600126E+001, 1.9759881E-001, 2.1492311E+001, 3.7359382E+001, 2.0782270E-001
 2.2187949E-001, 2.1166002E+001, 3.6286718E+001, 2.0015283E-001, 2.1464051E+001, 3.6778456E+001, 2.0782278E-001
 2.2812962E-001, 2.1194863E+001, 3.5987823E+001, 2.0269836E-001, 2.1436128E+001, 3.6254887E+001, 2.0782280E-001
 2.3437975E-001, 2.1200393E+001, 3.5658372E+001, 2.0463764E-001, 2.1408472E+001, 3.5728978E+001, 2.0782281E-001
 2.4062987E-001, 2.1140155E+001, 3.5093149E+001, 2.0591117E-001, 2.1382025E+001, 3.5264202E+001, 2.0782282E-001
 2.4688000E-001, 2.1020092E+001, 3.4399225E+001, 2.0699599E-001, 2.1355799E+001, 3.4795707E+001, 2.0782283E-001
