s,mol/mol,kW/kW,s,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
Time,"XO2","CHI_R","tcpu","qrad1","qrad2","Lf-01","Lf-02","Lf-03","Lf-04","Lf-05","Lf-06","Lf-07","Lf-08","Lf-09","Lf-10","Lf-11","Lf-12","Lf-13","Lf-14","Lf-15","Lf-16","Lf-17","Lf-18","Lf-19","Lf-20","Lf-21","Lf-22","Lf-23","Lf-24","Lf-25","Lf-26","Lf-27","Lf-28","Lf-29","Lf-30","Lf-31","Lf-32","Lf-33","Lf-34","Lf-35","Lf-36","Lf-37","Lf-38","Lf-39","Lf-40","Lf-41","Lf-42","Lf-43","Lf-44","Lf-45","Lf-46","Lf-47","Lf-48","Lf-49","Lf-50"
 0.0000000E+000, 2.0782285E-001, 0.0000000E+000, 4.3265000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0007700E+000, 2.0552134E-001, 2.3706941E-001, 1.0857970E+003, 4.3854194E-002, 5.1168046E-002, 4.4734824E+001, 3.3227353E+001, 2.9322243E+001, 2.7081160E+001, 1.9867032E+001, 1.5589026E+001, 1.4190658E+001, 1.1041774E+001, 7.1670316E+000, 6.1511437E+000, 4.7022034E+000, 4.0753224E+000, 3.0814514E+000, 2.3007562E+000, 2.0015749E+000, 1.5244204E+000, 1.1112865E+000, 9.1987572E-001, 6.1673348E-001, 4.2684231E-001, 3.5387273E-001, 2.4226068E-001, 2.0153632E-001, 1.4306290E-001, 1.0675848E-001, 9.2892285E-002, 6.7775011E-002, 5.0354594E-002, 4.4453210E-002, 3.4644361E-002, 2.9712116E-002, 2.2663664E-002, 1.6322552E-002, 1.4269735E-002, 1.0473729E-002, 7.5384103E-003, 5.9479620E-003, 2.5039505E-003, 1.1044740E-003, 5.4427984E-004, 2.8990258E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0013850E+000, 2.0415618E-001, 2.3469765E-001, 3.3222570E+003, 7.0149845E-001, 7.0086258E-001, 2.7652167E+001, 5.6097816E+001, 4.5733177E+001, 4.5951034E+001, 4.1311227E+001, 3.6600045E+001, 3.3720291E+001, 2.8490019E+001, 2.3249379E+001, 2.2074545E+001, 1.9196812E+001, 1.7963972E+001, 1.5145385E+001, 1.2102686E+001, 1.0787802E+001, 8.2201223E+000, 6.4030017E+000, 5.7264076E+000, 4.5690827E+000, 3.4163396E+000, 2.8651986E+000, 1.9687284E+000, 1.6261936E+000, 1.0669097E+000, 6.8855312E-001, 5.4747354E-001, 3.2645165E-001, 1.7035089E-001, 1.1746976E-001, 6.3833025E-002, 4.9753186E-002, 3.2990455E-002, 2.0728672E-002, 1.6845653E-002, 1.2026182E-002, 7.9378609E-003, 6.6495496E-003, 5.3334854E-003, 4.2800416E-003, 3.7918049E-003, 2.6889162E-003, 2.1235266E-003, 1.0542901E-003, 5.5913100E-004, 4.2822422E-004, 2.7015438E-004, 1.3449546E-004, 3.9171930E-005, 0.0000000E+000, 0.0000000E+000
 3.0007342E+000, 2.0246773E-001, 2.3173294E-001, 5.5687280E+003, 9.1517483E-001, 9.2994832E-001, 2.2032690E+001, 5.3120493E+001, 4.7182541E+001, 4.6018918E+001, 4.5755237E+001, 4.3541285E+001, 4.3162391E+001, 4.0469803E+001, 3.5653745E+001, 3.4741819E+001, 3.2837510E+001, 3.1782008E+001, 2.9173214E+001, 2.5705725E+001, 2.3784419E+001, 1.9607604E+001, 1.5194115E+001, 1.3338147E+001, 1.0173852E+001, 7.6243896E+000, 6.5520341E+000, 5.0571749E+000, 4.4441150E+000, 3.4463679E+000, 2.6079656E+000, 2.2353041E+000, 1.5985112E+000, 1.0783532E+000, 8.7172631E-001, 5.7087108E-001, 4.6295184E-001, 3.0835315E-001, 2.0794806E-001, 1.7101375E-001, 1.1456200E-001, 7.2682173E-002, 5.7785106E-002, 3.9049127E-002, 2.1950391E-002, 1.6705510E-002, 9.2243606E-003, 6.5996169E-003, 3.5491931E-003, 1.7922756E-003, 1.5288655E-003, 8.6333402E-004, 2.9194454E-004, 1.7400632E-004, 3.3039595E-005, 0.0000000E+000
 4.0004626E+000, 2.0069363E-001, 2.2854588E-001, 7.7874140E+003, 9.7493972E-001, 1.0194844E+000, 2.4293261E+001, 5.0390255E+001, 4.6852737E+001, 4.5237109E+001, 4.2870478E+001, 3.9900818E+001, 3.8443605E+001, 3.4800880E+001, 2.9205120E+001, 2.8013317E+001, 2.5928006E+001, 2.4850656E+001, 2.2260360E+001, 1.9449274E+001, 1.8348164E+001, 1.6101504E+001, 1.4066795E+001, 1.3104594E+001, 1.1543579E+001, 9.9986493E+000, 9.2615116E+000, 8.2576976E+000, 7.8770640E+000, 7.1152316E+000, 6.4792893E+000, 6.2401412E+000, 5.2938098E+000, 4.2774690E+000, 3.8078289E+000, 2.9571157E+000, 2.5807544E+000, 1.8854785E+000, 1.3416163E+000, 1.1147266E+000, 7.2605552E-001, 4.1096832E-001, 3.0835554E-001, 1.6846734E-001, 9.2935069E-002, 6.9070907E-002, 4.6420985E-002, 3.9278023E-002, 2.9484999E-002, 2.2484957E-002, 1.9195029E-002, 1.3200460E-002, 8.4254687E-003, 6.5799867E-003, 3.9925351E-003, 2.2702076E-003
 5.0009338E+000, 1.9889987E-001, 2.2543294E-001, 1.0089217E+004, 9.9208412E-001, 9.8148093E-001, 2.4849726E+001, 5.3191931E+001, 4.7560009E+001, 4.5667584E+001, 4.5627472E+001, 4.4939793E+001, 4.3170563E+001, 4.0931540E+001, 3.6813294E+001, 3.5341602E+001, 3.1249013E+001, 2.9204204E+001, 2.4482554E+001, 1.9939397E+001, 1.8285611E+001, 1.5004757E+001, 1.2114045E+001, 1.0660332E+001, 8.0793663E+000, 6.1250308E+000, 5.2284256E+000, 3.4977121E+000, 2.8145959E+000, 1.8209544E+000, 1.1836146E+000, 9.4976854E-001, 5.9475395E-001, 3.7147144E-001, 2.9909880E-001, 1.9275547E-001, 1.4947044E-001, 9.6163386E-002, 6.7260486E-002, 5.8002479E-002, 4.2435103E-002, 2.8003117E-002, 2.2738250E-002, 1.6597360E-002, 1.1013800E-002, 9.3082608E-003, 7.0927395E-003, 6.1938515E-003, 4.6541260E-003, 3.5463280E-003, 3.0308903E-003, 1.9272042E-003, 9.9422374E-004, 8.0187002E-004, 4.0310168E-004, 1.9565238E-004
 6.0007872E+000, 1.9710353E-001, 2.2224588E-001, 1.2319742E+004, 9.6527885E-001, 8.9476225E-001, 2.0683109E+001, 5.0222649E+001, 4.7891203E+001, 4.5447699E+001, 4.0864062E+001, 3.9128871E+001, 3.8758434E+001, 3.6779186E+001, 3.1380054E+001, 2.9992867E+001, 2.7255612E+001, 2.5797699E+001, 2.3165210E+001, 1.9451570E+001, 1.7630565E+001, 1.4096975E+001, 1.0878958E+001, 9.3822020E+000, 6.7873268E+000, 4.7533987E+000, 3.8937796E+000, 2.6205182E+000, 2.1133725E+000, 1.5859677E+000, 1.3222729E+000, 1.2502304E+000, 1.0919985E+000, 8.4925952E-001, 7.1319518E-001, 4.7280383E-001, 3.8828195E-001, 2.5733784E-001, 1.7643158E-001, 1.4369331E-001, 9.1881259E-002, 5.9011653E-002, 4.6435235E-002, 2.8036586E-002, 1.8866768E-002, 1.5795428E-002, 1.1649596E-002, 1.0193168E-002, 6.2925486E-003, 3.3648668E-003, 2.1876565E-003, 5.1924385E-004, 3.1199365E-004, 1.3982312E-004, 0.0000000E+000, 0.0000000E+000
 7.0006450E+000, 1.9530560E-001, 2.1905882E-001, 1.4718837E+004, 9.2543765E-001, 9.4110922E-001, 2.1352998E+001, 5.3050531E+001, 4.5911095E+001, 4.4298054E+001, 4.2202661E+001, 3.9913995E+001, 3.9852682E+001, 3.9021864E+001, 3.6524331E+001, 3.6319589E+001, 3.4872119E+001, 3.3532118E+001, 3.0498011E+001, 2.6048986E+001, 2.4004190E+001, 1.9541470E+001, 1.5771023E+001, 1.4182291E+001, 1.1291769E+001, 8.8917296E+000, 7.8598465E+000, 6.0914522E+000, 5.5239849E+000, 4.2567027E+000, 2.9242126E+000, 2.3610403E+000, 1.4770881E+000, 9.6170494E-001, 7.7363903E-001, 4.9633319E-001, 3.9691298E-001, 2.4825179E-001, 1.6346728E-001, 1.3718011E-001, 9.4622532E-002, 6.9910535E-002, 6.1387065E-002, 4.7195681E-002, 3.5156532E-002, 3.0183059E-002, 2.2112767E-002, 1.8542859E-002, 1.3270447E-002, 8.6845742E-003, 7.5470313E-003, 5.0099926E-003, 3.4640818E-003, 2.9882470E-003, 1.8629228E-003, 8.2582198E-004
 8.0013229E+000, 1.9350816E-001, 2.1587176E-001, 1.7187249E+004, 9.1966509E-001, 9.1373927E-001, 2.2885274E+001, 5.2343967E+001, 4.6185237E+001, 4.3929476E+001, 4.2280129E+001, 4.0680326E+001, 3.9487550E+001, 3.6424500E+001, 3.2326593E+001, 3.1149178E+001, 2.8712604E+001, 2.7420572E+001, 2.3911477E+001, 2.0995545E+001, 1.9598492E+001, 1.6161791E+001, 1.2827459E+001, 1.1478070E+001, 9.0097509E+000, 7.0433507E+000, 6.3070995E+000, 5.2562460E+000, 4.6813273E+000, 3.5692056E+000, 2.5313382E+000, 2.0927357E+000, 1.4590917E+000, 9.6809284E-001, 7.9120468E-001, 5.2276406E-001, 4.2197698E-001, 2.7252576E-001, 1.7839357E-001, 1.4008611E-001, 8.6061056E-002, 5.4253854E-002, 4.2928391E-002, 2.5815973E-002, 1.3931174E-002, 1.0383194E-002, 5.6713851E-003, 4.4872875E-003, 2.4922270E-003, 1.4621454E-003, 1.1611901E-003, 9.6559651E-004, 7.3020007E-004, 6.7020910E-004, 5.2012841E-004, 3.7043442E-004
