s,mol/mol,kW/kW,s,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 9.0005415E+000, 1.9168110E-001, 2.1268471E-001, 8.9113436E+003, 8.7122584E-001, 8.6227410E-001, 0.0000000E+000, 4.0875226E+001, 3.0719752E+001, 3.0262214E+001, 3.1602264E+001, 3.2655418E+001, 3.2156255E+001, 3.1714194E+001, 3.0054140E+001, 2.9096896E+001, 2.7846067E+001, 2.5954970E+001, 2.4019875E+001, 2.2136764E+001, 2.0061617E+001, 1.8124169E+001, 1.6375919E+001, 1.5872167E+001, 1.5234774E+001, 1.4105792E+001, 1.3294311E+001, 1.1995558E+001, 9.9376036E+000, 7.5404609E+000, 6.2494302E+000, 5.1420233E+000, 4.3320615E+000, 3.5370343E+000, 2.9257504E+000, 2.2329291E+000, 1.6022855E+000, 9.5331531E-001, 6.0584379E-001, 3.8706938E-001, 1.9311046E-001, 1.2559266E-001, 8.6220346E-002, 6.2517555E-002, 4.1935474E-002, 3.1331753E-002, 2.4279545E-002, 1.8055523E-002, 1.1345134E-002, 8.1073671E-003, 5.5747826E-003, 3.5525390E-003, 1.8445628E-003, 9.8545056E-004, 4.8100815E-004, 1.1871232E-004
 1.0000083E+001, 1.8988540E-001, 2.0949765E-001, 1.0004568E+004, 8.2161773E-001, 8.7014765E-001, 0.0000000E+000, 3.9800633E+001, 2.9316484E+001, 2.8354289E+001, 3.1343752E+001, 3.2578347E+001, 3.2938984E+001, 3.2876284E+001, 3.0213968E+001, 2.8950713E+001, 2.7480063E+001, 2.6398431E+001, 2.4951580E+001, 2.4348943E+001, 2.3395969E+001, 2.2413342E+001, 2.1715237E+001, 2.0520660E+001, 1.8517368E+001, 1.5669848E+001, 1.3483244E+001, 1.1455568E+001, 1.0004971E+001, 8.6011633E+000, 7.6916129E+000, 6.8181044E+000, 5.7143196E+000, 4.3318079E+000, 3.5800785E+000, 3.0593908E+000, 2.5489346E+000, 1.9402975E+000, 1.5067874E+000, 1.1252730E+000, 6.9375057E-001, 5.2220541E-001, 3.9840209E-001, 2.9420122E-001, 1.8976183E-001, 1.3143387E-001, 9.2064709E-002, 7.1271174E-002, 5.2728106E-002, 4.4106635E-002, 3.7828046E-002, 3.3858504E-002, 2.3350287E-002, 1.4425109E-002, 9.6590149E-003, 5.6716169E-003
 1.1000015E+001, 1.8808828E-001, 2.0631059E-001, 1.1120780E+004, 8.6345389E-001, 8.4286143E-001, 0.0000000E+000, 3.8630742E+001, 2.9312322E+001, 2.8859533E+001, 2.9922170E+001, 3.1186396E+001, 3.1340036E+001, 3.1604257E+001, 2.9932764E+001, 2.9101158E+001, 2.8734418E+001, 2.7685163E+001, 2.6368136E+001, 2.5689389E+001, 2.4495861E+001, 2.2959298E+001, 2.0314193E+001, 1.8063081E+001, 1.6053314E+001, 1.3115331E+001, 1.1341659E+001, 1.0017317E+001, 8.9282145E+000, 7.4764325E+000, 6.3770645E+000, 5.2031938E+000, 4.1099545E+000, 2.9823299E+000, 2.1551364E+000, 1.5438357E+000, 1.0938964E+000, 6.1348067E-001, 4.0171200E-001, 3.0647039E-001, 3.1925379E-001, 2.4887625E-001, 1.7150318E-001, 1.1172649E-001, 5.9300649E-002, 3.7125454E-002, 2.3990023E-002, 1.4285424E-002, 7.7907838E-003, 5.1155002E-003, 3.3799476E-003, 2.2567653E-003, 1.2262950E-003, 9.5449248E-004, 7.7942309E-004, 5.3749891E-004
 1.2000551E+001, 1.8628939E-001, 2.0312353E-001, 1.2170519E+004, 8.5176751E-001, 8.0247896E-001, 0.0000000E+000, 3.8732327E+001, 2.9147230E+001, 2.7639877E+001, 3.0397540E+001, 3.2836990E+001, 3.2950093E+001, 3.1807166E+001, 2.8717849E+001, 2.8502929E+001, 2.7328258E+001, 2.6222929E+001, 2.5446994E+001, 2.4537510E+001, 2.2988865E+001, 2.1383428E+001, 1.9346093E+001, 1.7665115E+001, 1.5632540E+001, 1.2699038E+001, 1.0272080E+001, 7.9540983E+000, 5.9506151E+000, 3.9505615E+000, 2.7965703E+000, 2.1183305E+000, 1.7498431E+000, 1.5236191E+000, 1.2607260E+000, 9.7720372E-001, 8.0544071E-001, 5.7697657E-001, 4.0844447E-001, 3.0953351E-001, 2.2355726E-001, 1.7029371E-001, 1.1548987E-001, 6.6691220E-002, 2.3814997E-002, 1.0372935E-002, 4.2428574E-003, 1.9097987E-003, 7.5254919E-004, 5.8993537E-004, 4.7898121E-004, 4.2716434E-004, 3.0732425E-004, 2.1981498E-004, 1.6171605E-004, 7.5374039E-005
 1.3000259E+001, 1.8449383E-001, 2.0001059E-001, 1.3227895E+004, 8.5135487E-001, 7.8699462E-001, 0.0000000E+000, 3.9714762E+001, 2.9361893E+001, 2.6997353E+001, 2.8630322E+001, 2.8833110E+001, 2.8841978E+001, 2.9205003E+001, 2.7771969E+001, 2.7805946E+001, 2.7891513E+001, 2.7325104E+001, 2.6173759E+001, 2.4115212E+001, 2.0996923E+001, 1.8048424E+001, 1.5122071E+001, 1.3534440E+001, 1.2314547E+001, 1.0674053E+001, 9.5234001E+000, 8.2216838E+000, 7.0711135E+000, 5.7188597E+000, 4.7050357E+000, 3.6912801E+000, 2.7456167E+000, 1.6504016E+000, 1.1358314E+000, 7.6856814E-001, 5.4811740E-001, 3.6545420E-001, 2.6955449E-001, 1.9182633E-001, 1.1667003E-001, 7.5897078E-002, 4.6849271E-002, 2.8107829E-002, 1.5460971E-002, 9.9203540E-003, 6.1792281E-003, 4.0025649E-003, 2.0604833E-003, 1.2319948E-003, 7.4096175E-004, 4.2770064E-004, 1.9314700E-004, 8.9215607E-005, 6.1840095E-005, 5.9246935E-005
 1.4000628E+001, 1.8269600E-001, 1.9682353E-001, 1.4309319E+004, 8.3006509E-001, 8.1273855E-001, 0.0000000E+000, 3.8278466E+001, 2.9787211E+001, 2.8443304E+001, 2.9550189E+001, 3.1559019E+001, 3.2163945E+001, 3.2573639E+001, 3.1131083E+001, 3.1232534E+001, 3.1037399E+001, 3.0709874E+001, 2.9163345E+001, 2.6895823E+001, 2.4984842E+001, 2.2956839E+001, 2.0671170E+001, 1.8706190E+001, 1.6659223E+001, 1.4144808E+001, 1.2283607E+001, 1.0806450E+001, 9.5117404E+000, 8.0643116E+000, 7.0112174E+000, 5.7702593E+000, 4.6589168E+000, 3.5363867E+000, 2.8451582E+000, 2.1737867E+000, 1.5942196E+000, 1.0109704E+000, 7.0900304E-001, 4.7594149E-001, 2.7109924E-001, 1.8438031E-001, 1.3000720E-001, 9.5564158E-002, 6.6107064E-002, 5.2901670E-002, 4.3023331E-002, 3.2119668E-002, 1.9862835E-002, 1.3696846E-002, 9.9035513E-003, 7.1150076E-003, 4.4335278E-003, 3.0887113E-003, 2.2762654E-003, 1.4416932E-003
 1.5000439E+001, 1.8089853E-001, 1.9363647E-001, 1.5360493E+004, 8.1420822E-001, 7.7080478E-001, 0.0000000E+000, 3.7968128E+001, 2.8912592E+001, 2.7565886E+001, 3.0767499E+001, 3.2052181E+001, 3.1976020E+001, 3.1846420E+001, 3.0337838E+001, 2.9889088E+001, 2.8467215E+001, 2.6913645E+001, 2.5598825E+001, 2.4757879E+001, 2.2676533E+001, 2.0404324E+001, 1.7458878E+001, 1.5622714E+001, 1.4283042E+001, 1.2313997E+001, 1.0675750E+001, 9.6366004E+000, 8.6314283E+000, 7.3401334E+000, 6.4566899E+000, 5.7268516E+000, 5.0464380E+000, 4.0844728E+000, 3.2052992E+000, 2.3734533E+000, 1.7107268E+000, 1.0591364E+000, 7.2150966E-001, 5.2935945E-001, 3.6167377E-001, 2.9904163E-001, 2.0563362E-001, 1.1800465E-001, 3.9105660E-002, 1.4574602E-002, 7.0345034E-003, 3.5942013E-003, 1.7210773E-003, 9.4473929E-004, 5.2205357E-004, 3.8206190E-004, 1.8821657E-004, 9.7473074E-005, 5.4743480E-005, 1.8993186E-005
 1.6000513E+001, 1.7910239E-001, 1.9044941E-001, 1.6437927E+004, 7.9483958E-001, 8.0768077E-001, 0.0000000E+000, 3.5871325E+001, 2.8670029E+001, 2.8931150E+001, 3.0572478E+001, 3.1334798E+001, 3.1523702E+001, 3.2235059E+001, 3.0284893E+001, 3.0153429E+001, 3.0393694E+001, 3.0435245E+001, 3.0669228E+001, 3.0112560E+001, 2.8543728E+001, 2.6118483E+001, 2.2216128E+001, 1.9990358E+001, 1.8266109E+001, 1.6329920E+001, 1.4620279E+001, 1.3135207E+001, 1.1607798E+001, 9.4102953E+000, 8.0855560E+000, 6.7097000E+000, 5.3283531E+000, 3.8118781E+000, 2.8917560E+000, 2.1256434E+000, 1.5495421E+000, 8.7627904E-001, 5.0214773E-001, 3.0135091E-001, 1.5926829E-001, 9.6826377E-002, 5.8627438E-002, 4.1240039E-002, 3.2204550E-002, 2.7749837E-002, 2.6611589E-002, 2.2915433E-002, 1.6077623E-002, 1.1146951E-002, 7.7545584E-003, 5.5110410E-003, 3.3749610E-003, 2.0281836E-003, 1.1704899E-003, 4.4051855E-004
 1.7000469E+001, 1.7730447E-001, 1.8733647E-001, 1.7508049E+004, 7.4795678E-001, 7.6117142E-001, 0.0000000E+000, 3.6808648E+001, 2.7699648E+001, 2.6842227E+001, 2.9933178E+001, 3.2522232E+001, 3.3765586E+001, 3.3411487E+001, 3.0208191E+001, 2.9200727E+001, 2.8874773E+001, 2.8461735E+001, 2.7460249E+001, 2.5955125E+001, 2.3434376E+001, 2.0794705E+001, 1.7374374E+001, 1.5540677E+001, 1.3876712E+001, 1.1842179E+001, 1.0711150E+001, 9.4032427E+000, 8.0495497E+000, 6.4573657E+000, 5.4931724E+000, 4.4380432E+000, 3.4916006E+000, 2.5797570E+000, 2.1269096E+000, 1.8401431E+000, 1.6098318E+000, 1.3167384E+000, 1.1627094E+000, 9.4854393E-001, 7.3003321E-001, 6.2722633E-001, 5.2501564E-001, 4.2097082E-001, 3.2885878E-001, 2.7056255E-001, 2.4424224E-001, 2.3030105E-001, 2.3748460E-001, 2.0712309E-001, 1.6349480E-001, 1.0661590E-001, 4.7331338E-002, 2.5463627E-002, 1.3913556E-002, 6.0513279E-003
 1.8000397E+001, 1.7550737E-001, 1.8414941E-001, 1.8570467E+004, 7.6472908E-001, 7.9695534E-001, 0.0000000E+000, 3.6180486E+001, 2.7968172E+001, 2.7454617E+001, 2.8652684E+001, 3.0106828E+001, 3.1631437E+001, 3.2774583E+001, 3.2113267E+001, 3.1912821E+001, 3.0937415E+001, 2.9477202E+001, 2.8415262E+001, 2.6765662E+001, 2.4725396E+001, 2.3173788E+001, 2.1049665E+001, 1.8727872E+001, 1.6686442E+001, 1.4866282E+001, 1.3098898E+001, 1.1654395E+001, 1.0892767E+001, 8.7132953E+000, 7.2411454E+000, 6.3103324E+000, 5.6718284E+000, 4.8805430E+000, 4.1764580E+000, 3.4058107E+000, 2.8040034E+000, 1.8444770E+000, 1.2446321E+000, 6.8923986E-001, 2.9540176E-001, 1.6376315E-001, 8.7956181E-002, 4.6490115E-002, 2.0957699E-002, 1.1631451E-002, 6.7838855E-003, 3.9962806E-003, 1.8994924E-003, 1.0288034E-003, 5.9635276E-004, 4.0155877E-004, 2.1267581E-004, 1.1510963E-004, 5.8200962E-005, 1.4752798E-005
 1.9000229E+001, 1.7371088E-001, 1.8096235E-001, 1.9641793E+004, 7.2949228E-001, 7.4237626E-001, 0.0000000E+000, 3.4811398E+001, 2.7312908E+001, 2.6228188E+001, 2.8722114E+001, 3.0303717E+001, 3.1379017E+001, 3.1926643E+001, 3.0949596E+001, 3.0667194E+001, 2.9715687E+001, 2.8031817E+001, 2.5257281E+001, 2.4036538E+001, 2.2985597E+001, 2.2263237E+001, 2.0550884E+001, 1.8071030E+001, 1.5792041E+001, 1.3264721E+001, 1.0916563E+001, 8.8322876E+000, 7.3171683E+000, 5.8847568E+000, 5.0127560E+000, 4.1019701E+000, 3.2334679E+000, 2.4613106E+000, 2.0530831E+000, 1.6769307E+000, 1.4216387E+000, 1.2659690E+000, 1.1187837E+000, 9.1809504E-001, 7.0547628E-001, 6.0938400E-001, 5.1285382E-001, 4.1328112E-001, 2.8329600E-001, 2.1711861E-001, 1.6846320E-001, 1.2608564E-001, 7.6678805E-002, 4.1431565E-002, 2.3314533E-002, 1.3700881E-002, 7.9930043E-003, 6.2258003E-003, 4.7896418E-003, 3.4107376E-003
 2.0000205E+001, 1.7191347E-001, 1.7777529E-001, 2.0728650E+004, 7.4629809E-001, 7.1871524E-001, 0.0000000E+000, 3.4549657E+001, 2.7399080E+001, 2.6335961E+001, 2.8421365E+001, 2.9032755E+001, 2.9106360E+001, 2.8954784E+001, 2.7250329E+001, 2.7800591E+001, 2.6857969E+001, 2.5963721E+001, 2.4794485E+001, 2.3850854E+001, 2.3086733E+001, 2.1352292E+001, 1.8917922E+001, 1.6635536E+001, 1.4313622E+001, 1.1085873E+001, 9.3074684E+000, 7.7905188E+000, 6.5181431E+000, 5.3844607E+000, 4.6397010E+000, 3.9670624E+000, 3.2596980E+000, 2.5757853E+000, 2.1441506E+000, 1.7133083E+000, 1.3152368E+000, 9.4735963E-001, 7.8613186E-001, 7.0041153E-001, 5.9143714E-001, 5.4044340E-001, 4.6859191E-001, 3.2349084E-001, 2.1373528E-001, 1.8592532E-001, 1.5101712E-001, 1.0177863E-001, 6.1346058E-002, 3.7760574E-002, 2.1440371E-002, 1.2194354E-002, 6.2847940E-003, 3.6500191E-003, 2.2084366E-003, 1.2107062E-003
 2.1000066E+001, 1.7011667E-001, 1.7458824E-001, 2.1800384E+004, 7.2547137E-001, 6.9938650E-001, 0.0000000E+000, 3.4979693E+001, 2.6270240E+001, 2.3942674E+001, 2.6508229E+001, 2.8251129E+001, 2.9623440E+001, 3.0331307E+001, 2.8163823E+001, 2.7429859E+001, 2.6314980E+001, 2.5537799E+001, 2.3606485E+001, 2.1759813E+001, 2.0275530E+001, 1.8868580E+001, 1.7408838E+001, 1.6536931E+001, 1.5369148E+001, 1.3323695E+001, 1.2506949E+001, 1.1753920E+001, 1.0595439E+001, 9.2838573E+000, 7.5913913E+000, 5.5430087E+000, 3.8296614E+000, 2.3238093E+000, 1.7057752E+000, 1.2624594E+000, 9.3939268E-001, 6.2157708E-001, 4.3282577E-001, 3.0384801E-001, 2.0125538E-001, 1.5282423E-001, 1.2190267E-001, 9.0567791E-002, 6.2412029E-002, 4.7913344E-002, 2.9562811E-002, 1.7114847E-002, 8.6877200E-003, 5.3445803E-003, 3.6437623E-003, 2.4215421E-003, 1.2861324E-003, 7.5264162E-004, 4.8321623E-004, 3.2919653E-004
 2.2000119E+001, 1.6831977E-001, 1.7147529E-001, 2.2845217E+004, 6.9970337E-001, 6.9538748E-001, 0.0000000E+000, 3.3863736E+001, 2.7076351E+001, 2.5764992E+001, 2.7256000E+001, 2.8710004E+001, 2.9812701E+001, 3.0268970E+001, 2.8822146E+001, 2.9554325E+001, 2.9423332E+001, 2.9300093E+001, 2.8846080E+001, 2.8024026E+001, 2.7104743E+001, 2.5424724E+001, 2.3304960E+001, 2.1706196E+001, 2.0120866E+001, 1.7921108E+001, 1.5948704E+001, 1.4102460E+001, 1.2677518E+001, 1.0940851E+001, 9.6855971E+000, 8.2413529E+000, 7.0193617E+000, 5.3392678E+000, 4.3129790E+000, 3.7294910E+000, 3.2559497E+000, 2.6906350E+000, 2.3028513E+000, 1.8760735E+000, 1.2605245E+000, 8.2446173E-001, 4.9561529E-001, 2.8229081E-001, 1.0713897E-001, 5.5650988E-002, 3.1192707E-002, 1.9159504E-002, 1.0310338E-002, 6.6099206E-003, 4.3618983E-003, 2.6623907E-003, 1.4000604E-003, 9.6458749E-004, 6.9848969E-004, 5.4287049E-004
