s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4946460E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4946460E-011, 0.0000000E+000, 0.0000000E+000
 1.0005844E+000, 1.7213237E+001,-4.3174986E+000, 2.0633790E-001,-4.9168322E-002,-2.7180641E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2862801E+001, 1.3052636E+001, 4.3977426E-004, 3.1198648E-002
 2.0012183E+000, 3.8807513E+001,-9.3443862E+000,-1.6014066E+001, 4.9430110E-002,-2.2122143E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3395402E+001, 1.3498270E+001, 8.9733621E-004, 6.3945485E-002
 3.0003614E+000, 4.7577066E+001,-1.1283294E+001,-3.4692276E+001, 9.0240984E-002,-1.9901847E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7104820E+000, 1.6915383E+000, 9.9077593E-004, 7.1118785E-002
 4.0007372E+000, 4.9274165E+001,-1.1535020E+001,-3.8623690E+001, 7.6190729E-002,-1.9373984E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.2450290E-001,-8.0854875E-001, 1.0043511E-003, 7.2691208E-002
 5.0012398E+000, 4.9625877E+001,-1.1434367E+001,-3.8193680E+001, 5.2476721E-002,-1.9731751E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5763042E-002, 5.0109247E-002, 1.0062091E-003, 7.3451932E-002
 6.0013967E+000, 4.9233798E+001,-1.1209488E+001,-3.6218902E+001, 4.6450356E-002,-1.9706390E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7314682E+000, 1.8516615E+000, 1.0064607E-003, 7.4111188E-002
 7.0007868E+000, 4.9434274E+001,-1.1127716E+001,-3.9790115E+001, 3.2213528E-002,-1.9755996E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4910472E+000,-1.4515403E+000, 1.0064947E-003, 7.4766428E-002
 8.0002584E+000, 4.9377840E+001,-1.0932640E+001,-3.6698195E+001, 8.1089014E-002,-1.9786660E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7494027E+000, 1.8278960E+000, 1.0064993E-003, 7.5431529E-002
 9.0004282E+000, 4.8283284E+001,-1.0560343E+001,-3.9181863E+001, 8.6148674E-002,-1.9528227E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5801251E+000,-1.3729686E+000, 1.0064999E-003, 7.6109047E-002
 1.0000982E+001, 5.0496664E+001,-1.0877513E+001,-3.9963451E+001, 7.8513666E-002,-2.0036651E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5346341E-001,-2.6598694E-001, 1.0065000E-003, 7.6799549E-002
 1.1000723E+001, 4.8564673E+001,-1.0323106E+001,-3.9128042E+001, 7.6000211E-002,-1.9525668E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9946304E-001,-8.1066930E-001, 1.0065000E-003, 7.7503074E-002
 1.2000265E+001, 4.9213825E+001,-1.0307482E+001,-3.7736669E+001, 9.1506352E-002,-1.9741465E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2536398E+000, 1.2609834E+000, 1.0065000E-003, 7.8219779E-002
 1.3000692E+001, 4.9202111E+001,-1.0185885E+001,-4.0297767E+001, 9.0325664E-002,-1.9753275E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0443013E+000,-1.1914134E+000, 1.0065000E-003, 7.8950606E-002
 1.4001127E+001, 4.9582852E+001,-1.0110449E+001,-3.7490469E+001, 9.7071096E-002,-1.9376434E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9407412E+000, 2.0788108E+000, 1.0065000E-003, 7.9696031E-002
 1.5001089E+001, 4.8907951E+001,-9.7956368E+000,-3.8382697E+001, 3.1511168E-002,-1.9860972E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0060723E-001, 7.6093003E-001, 1.0065000E-003, 8.0456127E-002
 1.6000587E+001, 4.9085882E+001,-9.7971366E+000,-4.1673348E+001, 3.9569094E-002,-1.9839375E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3084616E+000,-2.3452319E+000, 1.0065000E-003, 8.1230976E-002
 1.7000256E+001, 4.9741898E+001,-9.7246810E+000,-3.8804263E+001, 8.4486279E-002,-1.9468002E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2715577E+000, 1.2972464E+000, 1.0065000E-003, 8.2021312E-002
 1.8000996E+001, 4.9132284E+001,-9.4270706E+000,-3.9315596E+001, 4.2102659E-002,-1.9934224E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1232501E-001, 4.3152085E-001, 1.0065000E-003, 8.2828237E-002
 1.9000620E+001, 4.9572356E+001,-9.3268713E+000,-3.9096631E+001, 4.0485645E-002,-1.9865864E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1461420E+000, 1.1891408E+000, 1.0065000E-003, 8.3651939E-002
 2.0000858E+001, 4.8918858E+001,-9.0777433E+000,-4.0231949E+001, 5.4047473E-002,-1.9947300E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4030262E-001,-3.3698664E-001, 1.0065000E-003, 8.4492391E-002
